Area.Code..FAO.,Nation,Item,Year,Value,Unit,Element,EmissionFactorTONco2e,ef_agactivity_pulses_gg_ch4_ha
44,Colombia,Lentils,2016,1488,tonnes,Production,1.03,1532.64
44,Colombia,Lentils,2017,1543,tonnes,Production,1.03,1589.29
44,Colombia,Lentils,2018,1598,tonnes,Production,1.03,1645.94
44,Colombia,Lentils,2019,1653,tonnes,Production,1.03,1702.59
56,Dominican Republic,"Peas, dry",1961,695,tonnes,Production,0.6,417
56,Dominican Republic,"Peas, dry",1962,732,tonnes,Production,0.6,439.2
56,Dominican Republic,"Peas, dry",1963,756,tonnes,Production,0.6,453.6
56,Dominican Republic,"Peas, dry",1964,626,tonnes,Production,0.6,375.6
56,Dominican Republic,"Peas, dry",1965,675,tonnes,Production,0.6,405
56,Dominican Republic,"Peas, dry",1966,619,tonnes,Production,0.6,371.4
56,Dominican Republic,"Peas, dry",1967,637,tonnes,Production,0.6,382.2
56,Dominican Republic,"Peas, dry",1968,656,tonnes,Production,0.6,393.6
56,Dominican Republic,"Peas, dry",1969,676,tonnes,Production,0.6,405.6
56,Dominican Republic,"Peas, dry",1970,696,tonnes,Production,0.6,417.6
56,Dominican Republic,"Peas, dry",1971,716,tonnes,Production,0.6,429.6
56,Dominican Republic,"Peas, dry",1972,738,tonnes,Production,0.6,442.8
56,Dominican Republic,"Peas, dry",1973,759,tonnes,Production,0.6,455.4
56,Dominican Republic,"Peas, dry",1974,770,tonnes,Production,0.6,462
56,Dominican Republic,"Peas, dry",1975,780,tonnes,Production,0.6,468
56,Dominican Republic,"Peas, dry",1976,790,tonnes,Production,0.6,474
56,Dominican Republic,"Peas, dry",1977,800,tonnes,Production,0.6,480
56,Dominican Republic,"Peas, dry",1978,800,tonnes,Production,0.6,480
56,Dominican Republic,"Peas, dry",1979,850,tonnes,Production,0.6,510
56,Dominican Republic,"Peas, dry",1980,850,tonnes,Production,0.6,510
56,Dominican Republic,"Peas, dry",1981,850,tonnes,Production,0.6,510
56,Dominican Republic,"Peas, dry",1982,850,tonnes,Production,0.6,510
56,Dominican Republic,"Peas, dry",1983,714,tonnes,Production,0.6,428.4
56,Dominican Republic,"Peas, dry",1984,769,tonnes,Production,0.6,461.4
56,Dominican Republic,"Peas, dry",1985,949,tonnes,Production,0.6,569.4
56,Dominican Republic,"Peas, dry",1986,1217,tonnes,Production,0.6,730.2
56,Dominican Republic,"Peas, dry",1987,862,tonnes,Production,0.6,517.2
56,Dominican Republic,"Peas, dry",1988,479,tonnes,Production,0.6,287.4
56,Dominican Republic,"Peas, dry",1989,450,tonnes,Production,0.6,270
56,Dominican Republic,"Peas, dry",1990,420,tonnes,Production,0.6,252
56,Dominican Republic,"Peas, dry",1991,400,tonnes,Production,0.6,240
56,Dominican Republic,"Peas, dry",1992,380,tonnes,Production,0.6,228
56,Dominican Republic,"Peas, dry",1993,340,tonnes,Production,0.6,204
56,Dominican Republic,"Peas, dry",1994,300,tonnes,Production,0.6,180
56,Dominican Republic,"Peas, dry",1995,260,tonnes,Production,0.6,156
56,Dominican Republic,"Peas, dry",1996,284,tonnes,Production,0.6,170.4
56,Dominican Republic,"Peas, dry",1997,290,tonnes,Production,0.6,174
56,Dominican Republic,"Peas, dry",1998,293,tonnes,Production,0.6,175.8
56,Dominican Republic,"Peas, dry",1999,280,tonnes,Production,0.6,168
56,Dominican Republic,"Peas, dry",2000,300,tonnes,Production,0.6,180
56,Dominican Republic,"Peas, dry",2001,306,tonnes,Production,0.6,183.6
56,Dominican Republic,"Peas, dry",2002,300,tonnes,Production,0.6,180
56,Dominican Republic,"Peas, dry",2003,350,tonnes,Production,0.6,210
56,Dominican Republic,"Peas, dry",2004,355,tonnes,Production,0.6,213
56,Dominican Republic,"Peas, dry",2005,430,tonnes,Production,0.6,258
56,Dominican Republic,"Peas, dry",2006,390,tonnes,Production,0.6,234
56,Dominican Republic,"Peas, dry",2007,365,tonnes,Production,0.6,219
56,Dominican Republic,"Peas, dry",2008,378,tonnes,Production,0.6,226.8
56,Dominican Republic,"Peas, dry",2009,395,tonnes,Production,0.6,237
56,Dominican Republic,"Peas, dry",2010,408,tonnes,Production,0.6,244.8
56,Dominican Republic,"Peas, dry",2011,422,tonnes,Production,0.6,253.2
56,Dominican Republic,"Peas, dry",2012,450,tonnes,Production,0.6,270
56,Dominican Republic,"Peas, dry",2013,450,tonnes,Production,0.6,270
56,Dominican Republic,"Peas, dry",2014,451,tonnes,Production,0.6,270.6
56,Dominican Republic,"Peas, dry",2015,437,tonnes,Production,0.6,262.2
56,Dominican Republic,"Peas, dry",2016,442,tonnes,Production,0.6,265.2
56,Dominican Republic,"Peas, dry",2017,446,tonnes,Production,0.6,267.6
56,Dominican Republic,"Peas, dry",2018,451,tonnes,Production,0.6,270.6
56,Dominican Republic,"Peas, dry",2019,455,tonnes,Production,0.6,273
56,Dominican Republic,Chick peas,1961,124,tonnes,Production,0.67,83.08
56,Dominican Republic,Chick peas,1962,132,tonnes,Production,0.67,88.44
56,Dominican Republic,Chick peas,1963,139,tonnes,Production,0.67,93.13
56,Dominican Republic,Chick peas,1964,103,tonnes,Production,0.67,69.01
56,Dominican Republic,Chick peas,1965,113,tonnes,Production,0.67,75.71
56,Dominican Republic,Chick peas,1966,162,tonnes,Production,0.67,108.54
56,Dominican Republic,Chick peas,1967,170,tonnes,Production,0.67,113.9
56,Dominican Republic,Chick peas,1968,177,tonnes,Production,0.67,118.59
56,Dominican Republic,Chick peas,1969,185,tonnes,Production,0.67,123.95
56,Dominican Republic,Chick peas,1970,193,tonnes,Production,0.67,129.31
56,Dominican Republic,Chick peas,1971,201,tonnes,Production,0.67,134.67
56,Dominican Republic,Chick peas,1972,208,tonnes,Production,0.67,139.36
56,Dominican Republic,Chick peas,1973,216,tonnes,Production,0.67,144.72
56,Dominican Republic,Chick peas,1974,220,tonnes,Production,0.67,147.4
56,Dominican Republic,Chick peas,1975,230,tonnes,Production,0.67,154.1
56,Dominican Republic,Chick peas,1976,240,tonnes,Production,0.67,160.8
56,Dominican Republic,Chick peas,1977,250,tonnes,Production,0.67,167.5
56,Dominican Republic,Chick peas,1978,250,tonnes,Production,0.67,167.5
56,Dominican Republic,Chick peas,1979,260,tonnes,Production,0.67,174.2
56,Dominican Republic,Chick peas,1980,270,tonnes,Production,0.67,180.9
56,Dominican Republic,Chick peas,1981,280,tonnes,Production,0.67,187.6
56,Dominican Republic,Chick peas,1982,280,tonnes,Production,0.67,187.6
56,Dominican Republic,Chick peas,1983,280,tonnes,Production,0.67,187.6
56,Dominican Republic,Chick peas,1984,330,tonnes,Production,0.67,221.1
56,Dominican Republic,Chick peas,1985,244,tonnes,Production,0.67,163.48
56,Dominican Republic,Chick peas,1986,248,tonnes,Production,0.67,166.16
56,Dominican Republic,Chick peas,1987,250,tonnes,Production,0.67,167.5
56,Dominican Republic,Chick peas,1988,260,tonnes,Production,0.67,174.2
56,Dominican Republic,Chick peas,1989,260,tonnes,Production,0.67,174.2
56,Dominican Republic,Chick peas,1990,262,tonnes,Production,0.67,175.54
56,Dominican Republic,Chick peas,1991,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,1992,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,1993,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,1994,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,1995,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,1996,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,1997,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,1998,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,1999,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,2000,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,2001,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,2002,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,2003,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,2004,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,2005,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,2006,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,2007,0,tonnes,Production,0.67,0
56,Dominican Republic,Chick peas,2008,1,tonnes,Production,0.67,0.67
56,Dominican Republic,Chick peas,2009,1,tonnes,Production,0.67,0.67
56,Dominican Republic,Chick peas,2010,1,tonnes,Production,0.67,0.67
56,Dominican Republic,Chick peas,2011,2,tonnes,Production,0.67,1.34
56,Dominican Republic,Chick peas,2012,3,tonnes,Production,0.67,2.01
56,Dominican Republic,Chick peas,2013,3,tonnes,Production,0.67,2.01
56,Dominican Republic,Chick peas,2014,3,tonnes,Production,0.67,2.01
56,Dominican Republic,Chick peas,2015,3,tonnes,Production,0.67,2.01
56,Dominican Republic,Chick peas,2016,4,tonnes,Production,0.67,2.68
56,Dominican Republic,Chick peas,2017,4,tonnes,Production,0.67,2.68
56,Dominican Republic,Chick peas,2018,4,tonnes,Production,0.67,2.68
56,Dominican Republic,Chick peas,2019,5,tonnes,Production,0.67,3.35
58,Ecuador,"Peas, dry",1961,20942,tonnes,Production,0.6,12565.2
58,Ecuador,"Peas, dry",1962,7679,tonnes,Production,0.6,4607.4
58,Ecuador,"Peas, dry",1963,3945,tonnes,Production,0.6,2367
58,Ecuador,"Peas, dry",1964,17788,tonnes,Production,0.6,10672.8
58,Ecuador,"Peas, dry",1965,18453,tonnes,Production,0.6,11071.8
58,Ecuador,"Peas, dry",1966,18202,tonnes,Production,0.6,10921.2
58,Ecuador,"Peas, dry",1967,17813,tonnes,Production,0.6,10687.8
58,Ecuador,"Peas, dry",1968,22252,tonnes,Production,0.6,13351.2
58,Ecuador,"Peas, dry",1969,11103,tonnes,Production,0.6,6661.8
58,Ecuador,"Peas, dry",1970,13000,tonnes,Production,0.6,7800
58,Ecuador,"Peas, dry",1971,11400,tonnes,Production,0.6,6840
58,Ecuador,"Peas, dry",1972,9838,tonnes,Production,0.6,5902.8
58,Ecuador,"Peas, dry",1973,8961,tonnes,Production,0.6,5376.6
58,Ecuador,"Peas, dry",1974,9384,tonnes,Production,0.6,5630.4
58,Ecuador,"Peas, dry",1975,9751,tonnes,Production,0.6,5850.6
58,Ecuador,"Peas, dry",1976,9258,tonnes,Production,0.6,5554.8
58,Ecuador,"Peas, dry",1977,4950,tonnes,Production,0.6,2970
58,Ecuador,"Peas, dry",1978,4477,tonnes,Production,0.6,2686.2
58,Ecuador,"Peas, dry",1979,6607,tonnes,Production,0.6,3964.2
58,Ecuador,"Peas, dry",1980,7452,tonnes,Production,0.6,4471.2
58,Ecuador,"Peas, dry",1981,7440,tonnes,Production,0.6,4464
58,Ecuador,"Peas, dry",1982,7261,tonnes,Production,0.6,4356.6
58,Ecuador,"Peas, dry",1983,5277,tonnes,Production,0.6,3166.2
58,Ecuador,"Peas, dry",1984,4708,tonnes,Production,0.6,2824.8
58,Ecuador,"Peas, dry",1985,3101,tonnes,Production,0.6,1860.6
58,Ecuador,"Peas, dry",1986,3999,tonnes,Production,0.6,2399.4
58,Ecuador,"Peas, dry",1987,5035,tonnes,Production,0.6,3021
58,Ecuador,"Peas, dry",1988,3360,tonnes,Production,0.6,2016
58,Ecuador,"Peas, dry",1989,3134,tonnes,Production,0.6,1880.4
58,Ecuador,"Peas, dry",1990,3975,tonnes,Production,0.6,2385
58,Ecuador,"Peas, dry",1991,3491,tonnes,Production,0.6,2094.6
58,Ecuador,"Peas, dry",1992,2968,tonnes,Production,0.6,1780.8
58,Ecuador,"Peas, dry",1993,2428,tonnes,Production,0.6,1456.8
58,Ecuador,"Peas, dry",1994,3925,tonnes,Production,0.6,2355
58,Ecuador,"Peas, dry",1995,3021,tonnes,Production,0.6,1812.6
58,Ecuador,"Peas, dry",1996,9332,tonnes,Production,0.6,5599.2
58,Ecuador,"Peas, dry",1997,6617,tonnes,Production,0.6,3970.2
58,Ecuador,"Peas, dry",1998,7603,tonnes,Production,0.6,4561.8
58,Ecuador,"Peas, dry",1999,2963,tonnes,Production,0.6,1777.8
58,Ecuador,"Peas, dry",2000,1811,tonnes,Production,0.6,1086.6
58,Ecuador,"Peas, dry",2001,1851,tonnes,Production,0.6,1110.6
58,Ecuador,"Peas, dry",2002,1025,tonnes,Production,0.6,615
58,Ecuador,"Peas, dry",2003,1641,tonnes,Production,0.6,984.6
58,Ecuador,"Peas, dry",2004,1570,tonnes,Production,0.6,942
58,Ecuador,"Peas, dry",2005,1548,tonnes,Production,0.6,928.8
58,Ecuador,"Peas, dry",2006,1731,tonnes,Production,0.6,1038.6
58,Ecuador,"Peas, dry",2007,1310,tonnes,Production,0.6,786
58,Ecuador,"Peas, dry",2008,1170,tonnes,Production,0.6,702
58,Ecuador,"Peas, dry",2009,944,tonnes,Production,0.6,566.4
58,Ecuador,"Peas, dry",2010,1289,tonnes,Production,0.6,773.4
58,Ecuador,"Peas, dry",2011,639,tonnes,Production,0.6,383.4
58,Ecuador,"Peas, dry",2012,509,tonnes,Production,0.6,305.4
58,Ecuador,"Peas, dry",2013,549,tonnes,Production,0.6,329.4
58,Ecuador,"Peas, dry",2014,890,tonnes,Production,0.6,534
58,Ecuador,"Peas, dry",2015,580,tonnes,Production,0.6,348
58,Ecuador,"Peas, dry",2016,1036,tonnes,Production,0.6,621.6
58,Ecuador,"Peas, dry",2017,702,tonnes,Production,0.6,421.2
58,Ecuador,"Peas, dry",2018,592,tonnes,Production,0.6,355.2
58,Ecuador,"Peas, dry",2019,416,tonnes,Production,0.6,249.6
58,Ecuador,Lentils,1961,6080,tonnes,Production,1.03,6262.4
58,Ecuador,Lentils,1962,6170,tonnes,Production,1.03,6355.1
58,Ecuador,Lentils,1963,3957,tonnes,Production,1.03,4075.71
58,Ecuador,Lentils,1964,2594,tonnes,Production,1.03,2671.82
58,Ecuador,Lentils,1965,1715,tonnes,Production,1.03,1766.45
58,Ecuador,Lentils,1966,813,tonnes,Production,1.03,837.39
58,Ecuador,Lentils,1967,985,tonnes,Production,1.03,1014.55
58,Ecuador,Lentils,1968,865,tonnes,Production,1.03,890.95
58,Ecuador,Lentils,1969,1142,tonnes,Production,1.03,1176.26
58,Ecuador,Lentils,1970,940,tonnes,Production,1.03,968.2
58,Ecuador,Lentils,1971,737,tonnes,Production,1.03,759.11
58,Ecuador,Lentils,1972,895,tonnes,Production,1.03,921.85
58,Ecuador,Lentils,1973,1541,tonnes,Production,1.03,1587.23
58,Ecuador,Lentils,1974,2275,tonnes,Production,1.03,2343.25
58,Ecuador,Lentils,1975,1902,tonnes,Production,1.03,1959.06
58,Ecuador,Lentils,1976,1850,tonnes,Production,1.03,1905.5
58,Ecuador,Lentils,1977,497,tonnes,Production,1.03,511.91
58,Ecuador,Lentils,1978,380,tonnes,Production,1.03,391.4
58,Ecuador,Lentils,1979,351,tonnes,Production,1.03,361.53
58,Ecuador,Lentils,1980,437,tonnes,Production,1.03,450.11
58,Ecuador,Lentils,1981,578,tonnes,Production,1.03,595.34
58,Ecuador,Lentils,1982,519,tonnes,Production,1.03,534.57
58,Ecuador,Lentils,1983,345,tonnes,Production,1.03,355.35
58,Ecuador,Lentils,1984,232,tonnes,Production,1.03,238.96
58,Ecuador,Lentils,1985,250,tonnes,Production,1.03,257.5
58,Ecuador,Lentils,1986,612,tonnes,Production,1.03,630.36
58,Ecuador,Lentils,1987,1136,tonnes,Production,1.03,1170.08
58,Ecuador,Lentils,1988,941,tonnes,Production,1.03,969.23
58,Ecuador,Lentils,1989,585,tonnes,Production,1.03,602.55
58,Ecuador,Lentils,1990,739,tonnes,Production,1.03,761.17
58,Ecuador,Lentils,1991,1143,tonnes,Production,1.03,1177.29
58,Ecuador,Lentils,1992,1194,tonnes,Production,1.03,1229.82
58,Ecuador,Lentils,1993,769,tonnes,Production,1.03,792.07
58,Ecuador,Lentils,1994,822,tonnes,Production,1.03,846.66
58,Ecuador,Lentils,1995,723,tonnes,Production,1.03,744.69
58,Ecuador,Lentils,1996,798,tonnes,Production,1.03,821.94
58,Ecuador,Lentils,1997,1470,tonnes,Production,1.03,1514.1
58,Ecuador,Lentils,1998,502,tonnes,Production,1.03,517.06
58,Ecuador,Lentils,1999,605,tonnes,Production,1.03,623.15
58,Ecuador,Lentils,2000,995,tonnes,Production,1.03,1024.85
58,Ecuador,Lentils,2001,911,tonnes,Production,1.03,938.33
58,Ecuador,Lentils,2002,1640,tonnes,Production,1.03,1689.2
58,Ecuador,Lentils,2003,1513,tonnes,Production,1.03,1558.39
58,Ecuador,Lentils,2004,1792,tonnes,Production,1.03,1845.76
58,Ecuador,Lentils,2005,2079,tonnes,Production,1.03,2141.37
58,Ecuador,Lentils,2006,2090,tonnes,Production,1.03,2152.7
58,Ecuador,Lentils,2007,2100,tonnes,Production,1.03,2163
58,Ecuador,Lentils,2008,2200,tonnes,Production,1.03,2266
58,Ecuador,Lentils,2009,2400,tonnes,Production,1.03,2472
58,Ecuador,Lentils,2010,2375,tonnes,Production,1.03,2446.25
58,Ecuador,Lentils,2011,2480,tonnes,Production,1.03,2554.4
58,Ecuador,Lentils,2012,2590,tonnes,Production,1.03,2667.7
58,Ecuador,Lentils,2013,2686,tonnes,Production,1.03,2766.58
58,Ecuador,Lentils,2014,2691,tonnes,Production,1.03,2771.73
58,Ecuador,Lentils,2015,2821,tonnes,Production,1.03,2905.63
58,Ecuador,Lentils,2016,2837,tonnes,Production,1.03,2922.11
58,Ecuador,Lentils,2017,2907,tonnes,Production,1.03,2994.21
58,Ecuador,Lentils,2018,2976,tonnes,Production,1.03,3065.28
58,Ecuador,Lentils,2019,3046,tonnes,Production,1.03,3137.38
91,Guyana,"Peas, dry",1961,60,tonnes,Production,0.6,36
91,Guyana,"Peas, dry",1962,60,tonnes,Production,0.6,36
91,Guyana,"Peas, dry",1963,61,tonnes,Production,0.6,36.6
91,Guyana,"Peas, dry",1964,112,tonnes,Production,0.6,67.2
91,Guyana,"Peas, dry",1965,90,tonnes,Production,0.6,54
91,Guyana,"Peas, dry",1966,81,tonnes,Production,0.6,48.6
91,Guyana,"Peas, dry",1967,76,tonnes,Production,0.6,45.6
91,Guyana,"Peas, dry",1968,79,tonnes,Production,0.6,47.4
91,Guyana,"Peas, dry",1969,123,tonnes,Production,0.6,73.8
91,Guyana,"Peas, dry",1970,154,tonnes,Production,0.6,92.4
91,Guyana,"Peas, dry",1971,173,tonnes,Production,0.6,103.8
91,Guyana,"Peas, dry",1972,181,tonnes,Production,0.6,108.6
91,Guyana,"Peas, dry",1973,247,tonnes,Production,0.6,148.2
91,Guyana,"Peas, dry",1974,816,tonnes,Production,0.6,489.6
91,Guyana,"Peas, dry",1975,998,tonnes,Production,0.6,598.8
91,Guyana,"Peas, dry",1976,726,tonnes,Production,0.6,435.6
91,Guyana,"Peas, dry",1977,1089,tonnes,Production,0.6,653.4
91,Guyana,"Peas, dry",1978,1100,tonnes,Production,0.6,660
91,Guyana,"Peas, dry",1979,1306,tonnes,Production,0.6,783.6
91,Guyana,"Peas, dry",1980,1315,tonnes,Production,0.6,789
91,Guyana,"Peas, dry",1981,816,tonnes,Production,0.6,489.6
91,Guyana,"Peas, dry",1982,907,tonnes,Production,0.6,544.2
91,Guyana,"Peas, dry",1983,1134,tonnes,Production,0.6,680.4
91,Guyana,"Peas, dry",1984,1000,tonnes,Production,0.6,600
91,Guyana,"Peas, dry",1985,1200,tonnes,Production,0.6,720
91,Guyana,"Peas, dry",1986,1500,tonnes,Production,0.6,900
91,Guyana,"Peas, dry",1987,1300,tonnes,Production,0.6,780
91,Guyana,"Peas, dry",1988,1300,tonnes,Production,0.6,780
91,Guyana,"Peas, dry",1989,1300,tonnes,Production,0.6,780
91,Guyana,"Peas, dry",1990,1400,tonnes,Production,0.6,840
91,Guyana,"Peas, dry",1991,1315,tonnes,Production,0.6,789
91,Guyana,"Peas, dry",1992,1276,tonnes,Production,0.6,765.6
91,Guyana,"Peas, dry",1993,1300,tonnes,Production,0.6,780
91,Guyana,"Peas, dry",1994,1197,tonnes,Production,0.6,718.2
91,Guyana,"Peas, dry",1995,1158,tonnes,Production,0.6,694.8
91,Guyana,"Peas, dry",1996,1000,tonnes,Production,0.6,600
91,Guyana,"Peas, dry",1997,1600,tonnes,Production,0.6,960
91,Guyana,"Peas, dry",1998,1057,tonnes,Production,0.6,634.2
91,Guyana,"Peas, dry",1999,1000,tonnes,Production,0.6,600
91,Guyana,"Peas, dry",2000,500,tonnes,Production,0.6,300
91,Guyana,"Peas, dry",2001,891,tonnes,Production,0.6,534.6
91,Guyana,"Peas, dry",2002,850,tonnes,Production,0.6,510
91,Guyana,"Peas, dry",2003,814,tonnes,Production,0.6,488.4
91,Guyana,"Peas, dry",2004,781,tonnes,Production,0.6,468.6
91,Guyana,"Peas, dry",2005,763,tonnes,Production,0.6,457.8
91,Guyana,"Peas, dry",2006,731,tonnes,Production,0.6,438.6
91,Guyana,"Peas, dry",2007,699,tonnes,Production,0.6,419.4
91,Guyana,"Peas, dry",2008,666,tonnes,Production,0.6,399.6
91,Guyana,"Peas, dry",2009,635,tonnes,Production,0.6,381
91,Guyana,"Peas, dry",2010,605,tonnes,Production,0.6,363
91,Guyana,"Peas, dry",2011,576,tonnes,Production,0.6,345.6
91,Guyana,"Peas, dry",2012,500,tonnes,Production,0.6,300
91,Guyana,"Peas, dry",2013,500,tonnes,Production,0.6,300
91,Guyana,"Peas, dry",2014,529,tonnes,Production,0.6,317.4
91,Guyana,"Peas, dry",2015,455,tonnes,Production,0.6,273
91,Guyana,"Peas, dry",2016,425,tonnes,Production,0.6,255
91,Guyana,"Peas, dry",2017,388,tonnes,Production,0.6,232.8
91,Guyana,"Peas, dry",2018,359,tonnes,Production,0.6,215.4
91,Guyana,"Peas, dry",2019,330,tonnes,Production,0.6,198
91,Guyana,"Cow peas, dry",1961,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1962,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1963,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1964,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1965,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1966,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1967,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1968,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1969,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1970,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1971,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1972,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1973,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1974,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1975,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1976,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1977,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1978,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1979,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1980,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1981,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1982,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1983,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1984,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1985,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1986,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1987,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1988,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1989,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1990,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1991,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1992,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1993,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1994,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1995,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1996,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1997,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1998,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",1999,NA,tonnes,Production,0.48,NA
91,Guyana,"Cow peas, dry",2000,345,tonnes,Production,0.48,165.6
91,Guyana,"Cow peas, dry",2001,194,tonnes,Production,0.48,93.12
91,Guyana,"Cow peas, dry",2002,180,tonnes,Production,0.48,86.4
91,Guyana,"Cow peas, dry",2003,198,tonnes,Production,0.48,95.04
91,Guyana,"Cow peas, dry",2004,175,tonnes,Production,0.48,84
91,Guyana,"Cow peas, dry",2005,184,tonnes,Production,0.48,88.32
91,Guyana,"Cow peas, dry",2006,180,tonnes,Production,0.48,86.4
91,Guyana,"Cow peas, dry",2007,176,tonnes,Production,0.48,84.48
91,Guyana,"Cow peas, dry",2008,172,tonnes,Production,0.48,82.56
91,Guyana,"Cow peas, dry",2009,169,tonnes,Production,0.48,81.12
91,Guyana,"Cow peas, dry",2010,165,tonnes,Production,0.48,79.2
91,Guyana,"Cow peas, dry",2011,162,tonnes,Production,0.48,77.76
91,Guyana,"Cow peas, dry",2012,150,tonnes,Production,0.48,72
91,Guyana,"Cow peas, dry",2013,150,tonnes,Production,0.48,72
91,Guyana,"Cow peas, dry",2014,159,tonnes,Production,0.48,76.32
91,Guyana,"Cow peas, dry",2015,156,tonnes,Production,0.48,74.88
91,Guyana,"Cow peas, dry",2016,150,tonnes,Production,0.48,72
91,Guyana,"Cow peas, dry",2017,154,tonnes,Production,0.48,73.92
91,Guyana,"Cow peas, dry",2018,152,tonnes,Production,0.48,72.96
91,Guyana,"Cow peas, dry",2019,150,tonnes,Production,0.48,72
93,Haiti,"Cow peas, dry",1961,27000,tonnes,Production,0.48,12960
93,Haiti,"Cow peas, dry",1962,28000,tonnes,Production,0.48,13440
93,Haiti,"Cow peas, dry",1963,29000,tonnes,Production,0.48,13920
93,Haiti,"Cow peas, dry",1964,30000,tonnes,Production,0.48,14400
93,Haiti,"Cow peas, dry",1965,32000,tonnes,Production,0.48,15360
93,Haiti,"Cow peas, dry",1966,34000,tonnes,Production,0.48,16320
93,Haiti,"Cow peas, dry",1967,34000,tonnes,Production,0.48,16320
93,Haiti,"Cow peas, dry",1968,36000,tonnes,Production,0.48,17280
93,Haiti,"Cow peas, dry",1969,38000,tonnes,Production,0.48,18240
93,Haiti,"Cow peas, dry",1970,40000,tonnes,Production,0.48,19200
93,Haiti,"Cow peas, dry",1971,40000,tonnes,Production,0.48,19200
93,Haiti,"Cow peas, dry",1972,42000,tonnes,Production,0.48,20160
93,Haiti,"Cow peas, dry",1973,40000,tonnes,Production,0.48,19200
93,Haiti,"Cow peas, dry",1974,40000,tonnes,Production,0.48,19200
93,Haiti,"Cow peas, dry",1975,40000,tonnes,Production,0.48,19200
93,Haiti,"Cow peas, dry",1976,40000,tonnes,Production,0.48,19200
93,Haiti,"Cow peas, dry",1977,25000,tonnes,Production,0.48,12000
93,Haiti,"Cow peas, dry",1978,43976,tonnes,Production,0.48,21108.48
93,Haiti,"Cow peas, dry",1979,39704,tonnes,Production,0.48,19057.92
93,Haiti,"Cow peas, dry",1980,30000,tonnes,Production,0.48,14400
