Area Code (FAO),Nation,Item,Year,yf_agrc_fibers_tonne_ha,Unit,Element
48,Costa Rica,Seed cotton,2009,7667,hg/ha,Yield
48,Costa Rica,Seed cotton,2010,7684,hg/ha,Yield
48,Costa Rica,Seed cotton,2011,7619,hg/ha,Yield
48,Costa Rica,Seed cotton,2012,7647,hg/ha,Yield
48,Costa Rica,Seed cotton,2013,7647,hg/ha,Yield
48,Costa Rica,Seed cotton,2014,7765,hg/ha,Yield
48,Costa Rica,Seed cotton,2015,7756,hg/ha,Yield
48,Costa Rica,Seed cotton,2016,7141,hg/ha,Yield
48,Costa Rica,Seed cotton,2017,7217,hg/ha,Yield
48,Costa Rica,Seed cotton,2018,7143,hg/ha,Yield
48,Costa Rica,Seed cotton,2019,7080,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1961,9613,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1962,10080,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1963,10289,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1964,11203,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1965,9216,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1966,9691,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1967,10986,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1968,11789,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1969,9546,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1970,10378,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1971,10231,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1972,10227,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1973,10592,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1974,10202,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1975,12086,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1976,12878,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1977,12353,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1978,12052,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1979,10589,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1980,10158,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1981,8081,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1982,12018,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1983,17727,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1984,16505,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1985,11704,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1986,13866,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1987,18057,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1988,17301,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1989,16824,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1990,18305,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1991,15934,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1992,19206,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1993,19267,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1994,17246,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1995,16984,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1996,17000,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1997,14965,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1998,15000,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",1999,18155,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2000,15983,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2001,7863,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2002,14603,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2003,14603,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2004,18154,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2005,19818,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2006,19048,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2007,17681,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2008,15800,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2009,14091,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2010,15800,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2011,17273,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2012,18500,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2013,18750,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2014,18750,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2015,20000,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2016,17500,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2017,17500,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2018,20000,hg/ha,Yield
48,Costa Rica,"Tobacco, unmanufactured",2019,20000,hg/ha,Yield
56,Dominican Republic,Seed cotton,1961,7020,hg/ha,Yield
56,Dominican Republic,Seed cotton,1962,7866,hg/ha,Yield
56,Dominican Republic,Seed cotton,1963,10393,hg/ha,Yield
56,Dominican Republic,Seed cotton,1964,8759,hg/ha,Yield
56,Dominican Republic,Seed cotton,1965,9071,hg/ha,Yield
56,Dominican Republic,Seed cotton,1966,10157,hg/ha,Yield
56,Dominican Republic,Seed cotton,1967,7700,hg/ha,Yield
56,Dominican Republic,Seed cotton,1968,14783,hg/ha,Yield
56,Dominican Republic,Seed cotton,1969,10093,hg/ha,Yield
56,Dominican Republic,Seed cotton,1970,11663,hg/ha,Yield
56,Dominican Republic,Seed cotton,1971,10883,hg/ha,Yield
56,Dominican Republic,Seed cotton,1972,10670,hg/ha,Yield
56,Dominican Republic,Seed cotton,1973,10227,hg/ha,Yield
56,Dominican Republic,Seed cotton,1974,9595,hg/ha,Yield
56,Dominican Republic,Seed cotton,1975,9020,hg/ha,Yield
56,Dominican Republic,Seed cotton,1976,7795,hg/ha,Yield
56,Dominican Republic,Seed cotton,1977,9800,hg/ha,Yield
56,Dominican Republic,Seed cotton,1978,9958,hg/ha,Yield
56,Dominican Republic,Seed cotton,1979,9769,hg/ha,Yield
56,Dominican Republic,Seed cotton,1980,9832,hg/ha,Yield
56,Dominican Republic,Seed cotton,1981,9850,hg/ha,Yield
56,Dominican Republic,Seed cotton,1982,9083,hg/ha,Yield
56,Dominican Republic,Seed cotton,1983,9493,hg/ha,Yield
56,Dominican Republic,Seed cotton,1984,9485,hg/ha,Yield
56,Dominican Republic,Seed cotton,1985,9535,hg/ha,Yield
56,Dominican Republic,Seed cotton,1986,9560,hg/ha,Yield
56,Dominican Republic,Seed cotton,1987,9549,hg/ha,Yield
56,Dominican Republic,Seed cotton,1988,9558,hg/ha,Yield
56,Dominican Republic,Seed cotton,1989,9367,hg/ha,Yield
56,Dominican Republic,Seed cotton,1990,9457,hg/ha,Yield
56,Dominican Republic,Seed cotton,1991,9459,hg/ha,Yield
56,Dominican Republic,Seed cotton,1992,9436,hg/ha,Yield
56,Dominican Republic,Seed cotton,1993,9614,hg/ha,Yield
56,Dominican Republic,Seed cotton,1994,9565,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1961,15454,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1962,11209,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1963,12239,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1964,14812,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1965,9750,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1966,10315,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1967,10953,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1968,8991,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1969,11906,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1970,11030,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1971,10844,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1972,10402,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1973,13878,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1974,11017,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1975,14988,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1976,18154,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1977,12382,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1978,13581,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1979,12200,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1980,12386,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1981,12282,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1982,9633,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1983,11229,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1984,8676,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1985,10958,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1986,9696,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1987,12573,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1988,12256,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1989,10989,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1990,12359,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1991,12846,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1992,8982,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1993,9874,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1994,8464,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1995,10814,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1996,12222,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1997,13349,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1998,13672,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",1999,13250,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2000,15691,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2001,12909,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2002,11846,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2003,12786,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2004,13029,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2005,12560,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2006,14050,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2007,13337,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2008,12168,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2009,14671,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2010,6412,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2011,14077,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2012,14291,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2013,14802,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2014,14579,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2015,14786,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2016,10172,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2017,16561,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2018,17176,hg/ha,Yield
56,Dominican Republic,"Tobacco, unmanufactured",2019,14892,hg/ha,Yield
58,Ecuador,Seed cotton,1961,4954,hg/ha,Yield
58,Ecuador,Seed cotton,1962,4505,hg/ha,Yield
58,Ecuador,Seed cotton,1963,4382,hg/ha,Yield
58,Ecuador,Seed cotton,1964,6240,hg/ha,Yield
58,Ecuador,Seed cotton,1965,6776,hg/ha,Yield
58,Ecuador,Seed cotton,1966,7382,hg/ha,Yield
58,Ecuador,Seed cotton,1967,6651,hg/ha,Yield
58,Ecuador,Seed cotton,1968,6632,hg/ha,Yield
58,Ecuador,Seed cotton,1969,10841,hg/ha,Yield
58,Ecuador,Seed cotton,1970,8661,hg/ha,Yield
58,Ecuador,Seed cotton,1971,13007,hg/ha,Yield
58,Ecuador,Seed cotton,1972,8329,hg/ha,Yield
58,Ecuador,Seed cotton,1973,8475,hg/ha,Yield
58,Ecuador,Seed cotton,1974,9121,hg/ha,Yield
58,Ecuador,Seed cotton,1975,9318,hg/ha,Yield
58,Ecuador,Seed cotton,1976,9000,hg/ha,Yield
58,Ecuador,Seed cotton,1977,10267,hg/ha,Yield
58,Ecuador,Seed cotton,1978,13017,hg/ha,Yield
58,Ecuador,Seed cotton,1979,12459,hg/ha,Yield
58,Ecuador,Seed cotton,1980,20502,hg/ha,Yield
58,Ecuador,Seed cotton,1981,17425,hg/ha,Yield
58,Ecuador,Seed cotton,1982,14480,hg/ha,Yield
58,Ecuador,Seed cotton,1983,7730,hg/ha,Yield
58,Ecuador,Seed cotton,1984,7873,hg/ha,Yield
58,Ecuador,Seed cotton,1985,11418,hg/ha,Yield
58,Ecuador,Seed cotton,1986,14898,hg/ha,Yield
58,Ecuador,Seed cotton,1987,8011,hg/ha,Yield
58,Ecuador,Seed cotton,1988,9058,hg/ha,Yield
58,Ecuador,Seed cotton,1989,11106,hg/ha,Yield
58,Ecuador,Seed cotton,1990,11947,hg/ha,Yield
58,Ecuador,Seed cotton,1991,11971,hg/ha,Yield
58,Ecuador,Seed cotton,1992,9247,hg/ha,Yield
58,Ecuador,Seed cotton,1993,10028,hg/ha,Yield
58,Ecuador,Seed cotton,1994,11769,hg/ha,Yield
58,Ecuador,Seed cotton,1995,10658,hg/ha,Yield
58,Ecuador,Seed cotton,1996,10296,hg/ha,Yield
58,Ecuador,Seed cotton,1997,9553,hg/ha,Yield
58,Ecuador,Seed cotton,1998,24247,hg/ha,Yield
58,Ecuador,Seed cotton,1999,13861,hg/ha,Yield
58,Ecuador,Seed cotton,2000,22363,hg/ha,Yield
58,Ecuador,Seed cotton,2001,13068,hg/ha,Yield
58,Ecuador,Seed cotton,2002,12062,hg/ha,Yield
58,Ecuador,Seed cotton,2003,12070,hg/ha,Yield
58,Ecuador,Seed cotton,2004,13626,hg/ha,Yield
58,Ecuador,Seed cotton,2005,13064,hg/ha,Yield
58,Ecuador,Seed cotton,2006,13132,hg/ha,Yield
58,Ecuador,Seed cotton,2007,13148,hg/ha,Yield
58,Ecuador,Seed cotton,2008,13103,hg/ha,Yield
58,Ecuador,Seed cotton,2009,13350,hg/ha,Yield
58,Ecuador,Seed cotton,2010,13267,hg/ha,Yield
58,Ecuador,Seed cotton,2011,13450,hg/ha,Yield
58,Ecuador,Seed cotton,2012,12769,hg/ha,Yield
58,Ecuador,Seed cotton,2013,12727,hg/ha,Yield
58,Ecuador,Seed cotton,2014,12879,hg/ha,Yield
58,Ecuador,Seed cotton,2015,13397,hg/ha,Yield
58,Ecuador,Seed cotton,2016,13342,hg/ha,Yield
58,Ecuador,Seed cotton,2017,13157,hg/ha,Yield
58,Ecuador,Seed cotton,2018,13120,hg/ha,Yield
58,Ecuador,Seed cotton,2019,13084,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1961,11038,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1962,9617,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1963,8239,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1964,10433,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1965,11528,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1966,11900,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1967,8683,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1968,4873,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1969,8159,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1970,9227,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1971,9250,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1972,8767,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1973,9044,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1974,11369,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1975,9648,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1976,8846,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1977,8832,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1978,9000,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1979,12731,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1980,14291,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1981,23072,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1982,18900,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1983,15460,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1984,19141,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1985,14306,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1986,22705,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1987,20754,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1988,21443,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1989,21380,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1990,24548,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1991,26036,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1992,22164,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1993,16050,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1994,21957,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1995,24254,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1996,26706,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1997,38500,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1998,19609,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",1999,22196,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2000,12171,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2001,17399,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2002,17209,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2003,18800,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2004,19249,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2005,19208,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2006,19259,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2007,19268,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2008,19512,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2009,18040,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2010,17734,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2011,17439,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2012,16765,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2013,16334,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2014,16018,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2015,15606,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2016,14610,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2017,12285,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2018,16053,hg/ha,Yield
58,Ecuador,"Tobacco, unmanufactured",2019,12611,hg/ha,Yield
60,El Salvador,Seed cotton,1961,20854,hg/ha,Yield
60,El Salvador,Seed cotton,1962,21595,hg/ha,Yield
60,El Salvador,Seed cotton,1963,22731,hg/ha,Yield
60,El Salvador,Seed cotton,1964,18154,hg/ha,Yield
60,El Salvador,Seed cotton,1965,20045,hg/ha,Yield
60,El Salvador,Seed cotton,1966,17682,hg/ha,Yield
60,El Salvador,Seed cotton,1967,21765,hg/ha,Yield
60,El Salvador,Seed cotton,1968,23712,hg/ha,Yield
60,El Salvador,Seed cotton,1969,24451,hg/ha,Yield
60,El Salvador,Seed cotton,1970,23145,hg/ha,Yield
60,El Salvador,Seed cotton,1971,24162,hg/ha,Yield
60,El Salvador,Seed cotton,1972,26083,hg/ha,Yield
60,El Salvador,Seed cotton,1973,22465,hg/ha,Yield
60,El Salvador,Seed cotton,1974,23523,hg/ha,Yield
60,El Salvador,Seed cotton,1975,24539,hg/ha,Yield
60,El Salvador,Seed cotton,1976,22692,hg/ha,Yield
60,El Salvador,Seed cotton,1977,25033,hg/ha,Yield
60,El Salvador,Seed cotton,1978,22873,hg/ha,Yield
60,El Salvador,Seed cotton,1979,19826,hg/ha,Yield
60,El Salvador,Seed cotton,1980,22014,hg/ha,Yield
60,El Salvador,Seed cotton,1981,20078,hg/ha,Yield
60,El Salvador,Seed cotton,1982,21594,hg/ha,Yield
60,El Salvador,Seed cotton,1983,22313,hg/ha,Yield
60,El Salvador,Seed cotton,1984,21029,hg/ha,Yield
60,El Salvador,Seed cotton,1985,21416,hg/ha,Yield
60,El Salvador,Seed cotton,1986,17701,hg/ha,Yield
60,El Salvador,Seed cotton,1987,23105,hg/ha,Yield
60,El Salvador,Seed cotton,1988,19039,hg/ha,Yield
60,El Salvador,Seed cotton,1989,19391,hg/ha,Yield
60,El Salvador,Seed cotton,1990,14065,hg/ha,Yield
60,El Salvador,Seed cotton,1991,15865,hg/ha,Yield
60,El Salvador,Seed cotton,1992,25964,hg/ha,Yield
60,El Salvador,Seed cotton,1993,21775,hg/ha,Yield
60,El Salvador,Seed cotton,1994,15441,hg/ha,Yield
60,El Salvador,Seed cotton,1995,21500,hg/ha,Yield
60,El Salvador,Seed cotton,1996,20000,hg/ha,Yield
60,El Salvador,Seed cotton,1998,17500,hg/ha,Yield
60,El Salvador,Seed cotton,1999,17500,hg/ha,Yield
60,El Salvador,Seed cotton,2000,19702,hg/ha,Yield
60,El Salvador,Seed cotton,2001,24406,hg/ha,Yield
60,El Salvador,Seed cotton,2002,20076,hg/ha,Yield
60,El Salvador,Seed cotton,2003,12994,hg/ha,Yield
60,El Salvador,Seed cotton,2004,22185,hg/ha,Yield
60,El Salvador,Seed cotton,2005,9184,hg/ha,Yield
60,El Salvador,Seed cotton,2006,6766,hg/ha,Yield
60,El Salvador,Seed cotton,2007,10930,hg/ha,Yield
60,El Salvador,Seed cotton,2008,22714,hg/ha,Yield
60,El Salvador,Seed cotton,2009,20606,hg/ha,Yield
60,El Salvador,Seed cotton,2010,22603,hg/ha,Yield
60,El Salvador,Seed cotton,2011,19472,hg/ha,Yield
60,El Salvador,Seed cotton,2012,19471,hg/ha,Yield
60,El Salvador,Seed cotton,2013,25893,hg/ha,Yield
60,El Salvador,Seed cotton,2014,9780,hg/ha,Yield
60,El Salvador,Seed cotton,2015,30000,hg/ha,Yield
60,El Salvador,Seed cotton,2016,14500,hg/ha,Yield
60,El Salvador,Seed cotton,2017,12088,hg/ha,Yield
60,El Salvador,Seed cotton,2018,12222,hg/ha,Yield
60,El Salvador,Seed cotton,2019,16769,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1961,15000,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1962,15714,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1963,15318,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1964,15245,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1965,17143,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1966,17143,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1967,15714,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1968,15714,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1969,17154,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1970,17385,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1971,16364,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1972,16364,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1973,16955,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1974,17000,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1975,16450,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1976,15916,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1977,15635,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1978,15200,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1979,17077,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1980,17099,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1981,18399,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1982,17808,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1983,20812,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1984,19059,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1985,18256,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1986,19428,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1987,18745,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1988,15968,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1989,12500,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1990,13167,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1991,12857,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1992,12920,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1993,12982,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1994,12931,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1995,14762,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1996,18503,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1997,18503,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1998,17897,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",1999,18333,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2000,18103,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2001,18333,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2002,18480,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2003,18712,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2004,18891,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2005,19076,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2006,19364,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2007,19530,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2008,19690,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2009,19868,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2010,20013,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2011,20190,hg/ha,Yield
