Area Code (FAO),Nation,Item,Year,yf_agrc_vegetables_tonne_ha,Unit,Element
89,Guatemala,Cabbages and other brassicas,2014,286033,hg/ha,Yield
89,Guatemala,Cabbages and other brassicas,2015,389086,hg/ha,Yield
89,Guatemala,Cabbages and other brassicas,2016,302516,hg/ha,Yield
89,Guatemala,Cabbages and other brassicas,2017,324635,hg/ha,Yield
89,Guatemala,Cabbages and other brassicas,2018,336411,hg/ha,Yield
89,Guatemala,Cabbages and other brassicas,2019,325364,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,1987,102857,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,1988,117244,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,1989,119568,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,1990,118286,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,1991,121571,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,1992,121571,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,1993,101777,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,1994,118286,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,1995,116494,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,1996,121571,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,1997,118845,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,1998,119492,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,1999,118552,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2000,133648,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2001,153869,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2002,151004,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2003,170977,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2004,147210,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2005,153217,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2006,156427,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2007,155554,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2008,169673,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2009,137925,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2010,145551,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2011,151100,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2012,155599,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2013,160219,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2014,165107,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2015,166761,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2016,162992,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2017,165545,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2018,163962,hg/ha,Yield
89,Guatemala,Cauliflowers and broccoli,2019,164645,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1961,48780,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1962,48780,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1963,51220,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1964,50000,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1965,51833,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1966,52744,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1967,53488,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1968,52571,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1969,52174,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1970,52273,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1971,52381,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1972,52500,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1973,52632,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1974,52778,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1975,52941,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1976,52941,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1977,53333,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1978,51852,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1979,48000,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1980,48000,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1981,45455,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1982,45455,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1983,47826,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1984,47826,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1985,50000,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1986,52174,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1987,50000,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1988,50000,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1989,52381,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1990,53349,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1991,50000,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1992,57908,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1993,61512,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1994,50000,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1995,69330,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1996,50000,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1997,50000,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1998,133333,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",1999,206667,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2000,216000,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2001,458221,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2002,318160,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2003,255878,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2004,162309,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2005,168798,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2006,237949,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2007,237949,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2008,233633,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2009,233599,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2010,230354,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2011,230993,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2012,230053,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2013,237116,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2014,234663,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2015,246249,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2016,246073,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2017,250313,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2018,249894,hg/ha,Yield
89,Guatemala,"Chillies and peppers, green",2019,257120,hg/ha,Yield
89,Guatemala,Garlic,1961,44737,hg/ha,Yield
89,Guatemala,Garlic,1962,44737,hg/ha,Yield
89,Guatemala,Garlic,1963,44737,hg/ha,Yield
89,Guatemala,Garlic,1964,43750,hg/ha,Yield
89,Guatemala,Garlic,1965,45363,hg/ha,Yield
89,Guatemala,Garlic,1966,45925,hg/ha,Yield
89,Guatemala,Garlic,1967,44681,hg/ha,Yield
89,Guatemala,Garlic,1968,47000,hg/ha,Yield
89,Guatemala,Garlic,1969,44414,hg/ha,Yield
89,Guatemala,Garlic,1970,44627,hg/ha,Yield
89,Guatemala,Garlic,1971,44722,hg/ha,Yield
89,Guatemala,Garlic,1972,44872,hg/ha,Yield
89,Guatemala,Garlic,1973,45122,hg/ha,Yield
89,Guatemala,Garlic,1974,44444,hg/ha,Yield
89,Guatemala,Garlic,1975,44681,hg/ha,Yield
89,Guatemala,Garlic,1976,44898,hg/ha,Yield
89,Guatemala,Garlic,1977,44444,hg/ha,Yield
89,Guatemala,Garlic,1978,45217,hg/ha,Yield
89,Guatemala,Garlic,1979,44800,hg/ha,Yield
89,Guatemala,Garlic,1980,44615,hg/ha,Yield
89,Guatemala,Garlic,1981,46154,hg/ha,Yield
89,Guatemala,Garlic,1982,46154,hg/ha,Yield
89,Guatemala,Garlic,1983,46154,hg/ha,Yield
89,Guatemala,Garlic,1984,46565,hg/ha,Yield
89,Guatemala,Garlic,1985,46565,hg/ha,Yield
89,Guatemala,Garlic,1986,46970,hg/ha,Yield
89,Guatemala,Garlic,1987,46970,hg/ha,Yield
89,Guatemala,Garlic,1988,47368,hg/ha,Yield
89,Guatemala,Garlic,1989,47368,hg/ha,Yield
89,Guatemala,Garlic,1990,47761,hg/ha,Yield
89,Guatemala,Garlic,1991,47588,hg/ha,Yield
89,Guatemala,Garlic,1992,48274,hg/ha,Yield
89,Guatemala,Garlic,1993,47426,hg/ha,Yield
89,Guatemala,Garlic,1994,51281,hg/ha,Yield
89,Guatemala,Garlic,1995,54167,hg/ha,Yield
89,Guatemala,Garlic,1996,59145,hg/ha,Yield
89,Guatemala,Garlic,1997,62727,hg/ha,Yield
89,Guatemala,Garlic,1998,58321,hg/ha,Yield
89,Guatemala,Garlic,1999,60476,hg/ha,Yield
89,Guatemala,Garlic,2000,59405,hg/ha,Yield
89,Guatemala,Garlic,2001,61111,hg/ha,Yield
89,Guatemala,Garlic,2002,65851,hg/ha,Yield
89,Guatemala,Garlic,2003,70610,hg/ha,Yield
89,Guatemala,Garlic,2004,74279,hg/ha,Yield
89,Guatemala,Garlic,2005,78498,hg/ha,Yield
89,Guatemala,Garlic,2006,84369,hg/ha,Yield
89,Guatemala,Garlic,2007,84412,hg/ha,Yield
89,Guatemala,Garlic,2008,90898,hg/ha,Yield
89,Guatemala,Garlic,2009,84385,hg/ha,Yield
89,Guatemala,Garlic,2010,83409,hg/ha,Yield
89,Guatemala,Garlic,2011,84505,hg/ha,Yield
89,Guatemala,Garlic,2012,78125,hg/ha,Yield
89,Guatemala,Garlic,2013,85416,hg/ha,Yield
89,Guatemala,Garlic,2014,85935,hg/ha,Yield
89,Guatemala,Garlic,2015,89516,hg/ha,Yield
89,Guatemala,Garlic,2016,93043,hg/ha,Yield
89,Guatemala,Garlic,2017,94723,hg/ha,Yield
89,Guatemala,Garlic,2018,93767,hg/ha,Yield
89,Guatemala,Garlic,2019,93703,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1961,148571,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1962,151429,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1963,150000,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1964,152778,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1965,153243,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1966,154459,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1967,119000,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1968,138889,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1969,154162,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1970,158514,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1971,161622,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1972,158933,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1973,159200,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1974,157368,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1975,157368,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1976,155584,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1977,155584,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1978,153846,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1979,153846,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1980,150000,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1981,150000,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1982,137778,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1983,140000,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1984,145455,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1985,150000,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1986,142857,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1987,150000,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1988,150000,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1989,150000,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1990,152789,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1991,187159,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1992,189598,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1993,150602,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1994,186643,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1995,191740,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1996,160714,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1997,197143,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1998,201250,hg/ha,Yield
89,Guatemala,Lettuce and chicory,1999,199256,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2000,198714,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2001,563953,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2002,525814,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2003,327818,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2004,267782,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2005,247239,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2006,309535,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2007,311592,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2008,311592,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2009,292012,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2010,285005,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2011,286260,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2012,280486,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2013,289574,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2014,286999,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2015,296602,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2016,305103,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2017,304333,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2018,251314,hg/ha,Yield
89,Guatemala,Lettuce and chicory,2019,236720,hg/ha,Yield
89,Guatemala,"Onions, dry",1961,81818,hg/ha,Yield
89,Guatemala,"Onions, dry",1962,76667,hg/ha,Yield
89,Guatemala,"Onions, dry",1963,81667,hg/ha,Yield
89,Guatemala,"Onions, dry",1964,80000,hg/ha,Yield
89,Guatemala,"Onions, dry",1965,80000,hg/ha,Yield
89,Guatemala,"Onions, dry",1966,78750,hg/ha,Yield
89,Guatemala,"Onions, dry",1967,89333,hg/ha,Yield
89,Guatemala,"Onions, dry",1968,79375,hg/ha,Yield
89,Guatemala,"Onions, dry",1969,80588,hg/ha,Yield
89,Guatemala,"Onions, dry",1970,81111,hg/ha,Yield
89,Guatemala,"Onions, dry",1971,81579,hg/ha,Yield
89,Guatemala,"Onions, dry",1972,82500,hg/ha,Yield
89,Guatemala,"Onions, dry",1973,80952,hg/ha,Yield
89,Guatemala,"Onions, dry",1974,80952,hg/ha,Yield
89,Guatemala,"Onions, dry",1975,80952,hg/ha,Yield
89,Guatemala,"Onions, dry",1976,80952,hg/ha,Yield
89,Guatemala,"Onions, dry",1977,80952,hg/ha,Yield
89,Guatemala,"Onions, dry",1978,81818,hg/ha,Yield
89,Guatemala,"Onions, dry",1979,81818,hg/ha,Yield
89,Guatemala,"Onions, dry",1980,84964,hg/ha,Yield
89,Guatemala,"Onions, dry",1981,85000,hg/ha,Yield
89,Guatemala,"Onions, dry",1982,80769,hg/ha,Yield
89,Guatemala,"Onions, dry",1983,80000,hg/ha,Yield
89,Guatemala,"Onions, dry",1984,80290,hg/ha,Yield
89,Guatemala,"Onions, dry",1985,79697,hg/ha,Yield
89,Guatemala,"Onions, dry",1986,80302,hg/ha,Yield
89,Guatemala,"Onions, dry",1987,69867,hg/ha,Yield
89,Guatemala,"Onions, dry",1988,67500,hg/ha,Yield
89,Guatemala,"Onions, dry",1989,223429,hg/ha,Yield
89,Guatemala,"Onions, dry",1990,225401,hg/ha,Yield
89,Guatemala,"Onions, dry",1991,223429,hg/ha,Yield
89,Guatemala,"Onions, dry",1992,223429,hg/ha,Yield
89,Guatemala,"Onions, dry",1993,223429,hg/ha,Yield
89,Guatemala,"Onions, dry",1994,223429,hg/ha,Yield
89,Guatemala,"Onions, dry",1995,223429,hg/ha,Yield
89,Guatemala,"Onions, dry",1996,180521,hg/ha,Yield
89,Guatemala,"Onions, dry",1997,199510,hg/ha,Yield
89,Guatemala,"Onions, dry",1998,197143,hg/ha,Yield
89,Guatemala,"Onions, dry",1999,200038,hg/ha,Yield
89,Guatemala,"Onions, dry",2000,199581,hg/ha,Yield
89,Guatemala,"Onions, dry",2001,198925,hg/ha,Yield
89,Guatemala,"Onions, dry",2002,186181,hg/ha,Yield
89,Guatemala,"Onions, dry",2003,324554,hg/ha,Yield
89,Guatemala,"Onions, dry",2004,152539,hg/ha,Yield
89,Guatemala,"Onions, dry",2005,231463,hg/ha,Yield
89,Guatemala,"Onions, dry",2006,325592,hg/ha,Yield
89,Guatemala,"Onions, dry",2007,327152,hg/ha,Yield
89,Guatemala,"Onions, dry",2008,324510,hg/ha,Yield
89,Guatemala,"Onions, dry",2009,292082,hg/ha,Yield
89,Guatemala,"Onions, dry",2010,285388,hg/ha,Yield
89,Guatemala,"Onions, dry",2011,287048,hg/ha,Yield
89,Guatemala,"Onions, dry",2012,278526,hg/ha,Yield
89,Guatemala,"Onions, dry",2013,294374,hg/ha,Yield
89,Guatemala,"Onions, dry",2014,282351,hg/ha,Yield
89,Guatemala,"Onions, dry",2015,293971,hg/ha,Yield
89,Guatemala,"Onions, dry",2016,304738,hg/ha,Yield
89,Guatemala,"Onions, dry",2017,300721,hg/ha,Yield
89,Guatemala,"Onions, dry",2018,302953,hg/ha,Yield
89,Guatemala,"Onions, dry",2019,304303,hg/ha,Yield
89,Guatemala,Tomatoes,1961,63208,hg/ha,Yield
89,Guatemala,Tomatoes,1962,63393,hg/ha,Yield
89,Guatemala,Tomatoes,1963,63621,hg/ha,Yield
89,Guatemala,Tomatoes,1964,63636,hg/ha,Yield
89,Guatemala,Tomatoes,1965,63375,hg/ha,Yield
89,Guatemala,Tomatoes,1966,62667,hg/ha,Yield
89,Guatemala,Tomatoes,1967,63535,hg/ha,Yield
89,Guatemala,Tomatoes,1968,63529,hg/ha,Yield
89,Guatemala,Tomatoes,1969,63578,hg/ha,Yield
89,Guatemala,Tomatoes,1970,63534,hg/ha,Yield
89,Guatemala,Tomatoes,1971,63636,hg/ha,Yield
89,Guatemala,Tomatoes,1972,67273,hg/ha,Yield
89,Guatemala,Tomatoes,1973,69091,hg/ha,Yield
89,Guatemala,Tomatoes,1974,68182,hg/ha,Yield
89,Guatemala,Tomatoes,1975,67273,hg/ha,Yield
89,Guatemala,Tomatoes,1976,62500,hg/ha,Yield
89,Guatemala,Tomatoes,1977,60800,hg/ha,Yield
89,Guatemala,Tomatoes,1978,60800,hg/ha,Yield
89,Guatemala,Tomatoes,1979,62308,hg/ha,Yield
89,Guatemala,Tomatoes,1980,124933,hg/ha,Yield
89,Guatemala,Tomatoes,1981,128822,hg/ha,Yield
89,Guatemala,Tomatoes,1982,165441,hg/ha,Yield
89,Guatemala,Tomatoes,1983,137575,hg/ha,Yield
89,Guatemala,Tomatoes,1984,162478,hg/ha,Yield
89,Guatemala,Tomatoes,1985,162034,hg/ha,Yield
89,Guatemala,Tomatoes,1986,155323,hg/ha,Yield
89,Guatemala,Tomatoes,1987,176925,hg/ha,Yield
89,Guatemala,Tomatoes,1988,207547,hg/ha,Yield
89,Guatemala,Tomatoes,1989,220000,hg/ha,Yield
89,Guatemala,Tomatoes,1990,235392,hg/ha,Yield
89,Guatemala,Tomatoes,1991,235261,hg/ha,Yield
89,Guatemala,Tomatoes,1992,244438,hg/ha,Yield
89,Guatemala,Tomatoes,1993,242823,hg/ha,Yield
89,Guatemala,Tomatoes,1994,243463,hg/ha,Yield
89,Guatemala,Tomatoes,1995,279996,hg/ha,Yield
89,Guatemala,Tomatoes,1996,283982,hg/ha,Yield
89,Guatemala,Tomatoes,1997,268916,hg/ha,Yield
89,Guatemala,Tomatoes,1998,269231,hg/ha,Yield
89,Guatemala,Tomatoes,1999,261331,hg/ha,Yield
89,Guatemala,Tomatoes,2000,264770,hg/ha,Yield
89,Guatemala,Tomatoes,2001,265881,hg/ha,Yield
89,Guatemala,Tomatoes,2002,267470,hg/ha,Yield
89,Guatemala,Tomatoes,2003,268215,hg/ha,Yield
89,Guatemala,Tomatoes,2004,266712,hg/ha,Yield
89,Guatemala,Tomatoes,2005,246711,hg/ha,Yield
89,Guatemala,Tomatoes,2006,431456,hg/ha,Yield
89,Guatemala,Tomatoes,2007,350753,hg/ha,Yield
89,Guatemala,Tomatoes,2008,361585,hg/ha,Yield
89,Guatemala,Tomatoes,2009,363436,hg/ha,Yield
89,Guatemala,Tomatoes,2010,344106,hg/ha,Yield
89,Guatemala,Tomatoes,2011,348556,hg/ha,Yield
89,Guatemala,Tomatoes,2012,348208,hg/ha,Yield
89,Guatemala,Tomatoes,2013,350518,hg/ha,Yield
89,Guatemala,Tomatoes,2014,358418,hg/ha,Yield
89,Guatemala,Tomatoes,2015,373814,hg/ha,Yield
89,Guatemala,Tomatoes,2016,384735,hg/ha,Yield
89,Guatemala,Tomatoes,2017,384892,hg/ha,Yield
89,Guatemala,Tomatoes,2018,385123,hg/ha,Yield
89,Guatemala,Tomatoes,2019,392462,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1961,75000,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1962,75031,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1963,75030,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1964,75055,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1965,75053,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1966,75000,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1967,72835,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1968,75024,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1969,75047,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1970,75022,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1971,78947,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1972,86207,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1973,84615,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1974,84615,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1975,84615,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1976,84000,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1977,86667,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1978,85714,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1979,85517,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1980,90541,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1981,90780,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1982,91489,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1983,91806,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1984,90467,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1985,91830,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1986,91731,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1987,92465,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1988,97647,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1989,88477,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1990,88480,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1991,88476,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1992,88473,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1993,83333,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1994,87040,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1995,86364,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1996,96154,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1997,83333,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1998,88000,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",1999,85714,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2000,88435,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2001,88050,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2002,87065,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2003,86900,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2004,86745,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2005,86629,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2006,88750,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2007,87879,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2008,86982,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2009,85066,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2010,84430,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2011,83718,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2012,80000,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2013,80000,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2014,81622,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2015,81573,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2016,80812,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2017,79883,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2018,79298,hg/ha,Yield
89,Guatemala,"Vegetables, fresh nes",2019,78718,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1961,55000,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1962,54706,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1963,55000,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1964,55000,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1965,56700,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1966,51261,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1967,51091,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1968,51111,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1969,51000,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1970,52440,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1971,55200,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1972,54898,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1973,55000,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1974,54894,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1975,54889,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1976,55116,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1977,54878,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1978,55000,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1979,55128,hg/ha,Yield
89,Guatemala,"Vegetables, leguminous nes",1980,54054,hg/ha,Yield
