Area Code (FAO),Nation,Item,Year,frac_area_cropland_cereals,Unit,Element
138,Mexico,Cropland,1963,20610,1000 ha,Area
138,Mexico,Cropland,1964,20550,1000 ha,Area
138,Mexico,Cropland,1965,20480,1000 ha,Area
138,Mexico,Cropland,1966,20415,1000 ha,Area
138,Mexico,Cropland,1967,20340,1000 ha,Area
138,Mexico,Cropland,1968,20270,1000 ha,Area
138,Mexico,Cropland,1969,20210,1000 ha,Area
138,Mexico,Cropland,1970,19138,1000 ha,Area
138,Mexico,Cropland,1971,19179,1000 ha,Area
138,Mexico,Cropland,1972,19209,1000 ha,Area
138,Mexico,Cropland,1973,19288,1000 ha,Area
138,Mexico,Cropland,1974,19268,1000 ha,Area
138,Mexico,Cropland,1975,19297,1000 ha,Area
138,Mexico,Cropland,1976,19326,1000 ha,Area
138,Mexico,Cropland,1977,19406,1000 ha,Area
138,Mexico,Cropland,1978,19435,1000 ha,Area
138,Mexico,Cropland,1979,19265,1000 ha,Area
138,Mexico,Cropland,1980,19469,1000 ha,Area
138,Mexico,Cropland,1981,19672,1000 ha,Area
138,Mexico,Cropland,1982,19800,1000 ha,Area
138,Mexico,Cropland,1983,20348,1000 ha,Area
138,Mexico,Cropland,1984,20254,1000 ha,Area
138,Mexico,Cropland,1985,20559,1000 ha,Area
138,Mexico,Cropland,1986,20465,1000 ha,Area
138,Mexico,Cropland,1987,21470,1000 ha,Area
138,Mexico,Cropland,1988,21876,1000 ha,Area
138,Mexico,Cropland,1989,22781,1000 ha,Area
138,Mexico,Cropland,1990,23787,1000 ha,Area
138,Mexico,Cropland,1991,24696,1000 ha,Area
138,Mexico,Cropland,1992,24757,1000 ha,Area
138,Mexico,Cropland,1993,24822,1000 ha,Area
138,Mexico,Cropland,1994,24887,1000 ha,Area
138,Mexico,Cropland,1995,24952,1000 ha,Area
138,Mexico,Cropland,1996,25117,1000 ha,Area
138,Mexico,Cropland,1997,25182,1000 ha,Area
138,Mexico,Cropland,1998,25247,1000 ha,Area
138,Mexico,Cropland,1999,25313,1000 ha,Area
138,Mexico,Cropland,2000,25378,1000 ha,Area
138,Mexico,Cropland,2001,25643,1000 ha,Area
138,Mexico,Cropland,2002,25708,1000 ha,Area
138,Mexico,Cropland,2003,25773,1000 ha,Area
138,Mexico,Cropland,2004,25838,1000 ha,Area
138,Mexico,Cropland,2005,25903,1000 ha,Area
138,Mexico,Cropland,2006,25968,1000 ha,Area
138,Mexico,Cropland,2007,26145,1000 ha,Area
138,Mexico,Cropland,2008,25958,1000 ha,Area
138,Mexico,Cropland,2009,25771,1000 ha,Area
138,Mexico,Cropland,2010,25584,1000 ha,Area
138,Mexico,Cropland,2011,25397,1000 ha,Area
138,Mexico,Cropland,2012,25210,1000 ha,Area
138,Mexico,Cropland,2013,25023,1000 ha,Area
138,Mexico,Cropland,2014,24838,1000 ha,Area
138,Mexico,Cropland,2015,24743,1000 ha,Area
138,Mexico,Cropland,2016,24374,1000 ha,Area
138,Mexico,Cropland,2017,22926,1000 ha,Area
138,Mexico,Cropland,2018,22607,1000 ha,Area
138,Mexico,Cropland,2019,22129,1000 ha,Area
157,Nicaragua,Cropland,1961,1180,1000 ha,Area
157,Nicaragua,Cropland,1962,1180,1000 ha,Area
157,Nicaragua,Cropland,1963,1188,1000 ha,Area
157,Nicaragua,Cropland,1964,1188,1000 ha,Area
157,Nicaragua,Cropland,1965,1188,1000 ha,Area
157,Nicaragua,Cropland,1966,1200,1000 ha,Area
157,Nicaragua,Cropland,1967,1200,1000 ha,Area
157,Nicaragua,Cropland,1968,1200,1000 ha,Area
157,Nicaragua,Cropland,1969,1205,1000 ha,Area
157,Nicaragua,Cropland,1970,1205,1000 ha,Area
157,Nicaragua,Cropland,1971,1205,1000 ha,Area
157,Nicaragua,Cropland,1972,1210,1000 ha,Area
157,Nicaragua,Cropland,1973,1220,1000 ha,Area
157,Nicaragua,Cropland,1974,1230,1000 ha,Area
157,Nicaragua,Cropland,1975,1230,1000 ha,Area
157,Nicaragua,Cropland,1976,1230,1000 ha,Area
157,Nicaragua,Cropland,1977,1230,1000 ha,Area
157,Nicaragua,Cropland,1978,1235,1000 ha,Area
157,Nicaragua,Cropland,1979,1240,1000 ha,Area
157,Nicaragua,Cropland,1980,1245,1000 ha,Area
157,Nicaragua,Cropland,1981,1327,1000 ha,Area
157,Nicaragua,Cropland,1982,1329,1000 ha,Area
157,Nicaragua,Cropland,1983,1330,1000 ha,Area
157,Nicaragua,Cropland,1984,1383,1000 ha,Area
157,Nicaragua,Cropland,1985,1405,1000 ha,Area
157,Nicaragua,Cropland,1986,1407,1000 ha,Area
157,Nicaragua,Cropland,1987,1439,1000 ha,Area
157,Nicaragua,Cropland,1988,1470,1000 ha,Area
157,Nicaragua,Cropland,1989,1493,1000 ha,Area
157,Nicaragua,Cropland,1990,1495,1000 ha,Area
157,Nicaragua,Cropland,1991,1500,1000 ha,Area
157,Nicaragua,Cropland,1992,1525,1000 ha,Area
157,Nicaragua,Cropland,1993,1560,1000 ha,Area
157,Nicaragua,Cropland,1994,1565,1000 ha,Area
157,Nicaragua,Cropland,1995,1870,1000 ha,Area
157,Nicaragua,Cropland,1996,1879,1000 ha,Area
157,Nicaragua,Cropland,1997,1980,1000 ha,Area
157,Nicaragua,Cropland,1998,2031,1000 ha,Area
157,Nicaragua,Cropland,1999,2082,1000 ha,Area
157,Nicaragua,Cropland,2000,2151,1000 ha,Area
157,Nicaragua,Cropland,2001,2169,1000 ha,Area
157,Nicaragua,Cropland,2002,2268,1000 ha,Area
157,Nicaragua,Cropland,2003,2320,1000 ha,Area
157,Nicaragua,Cropland,2004,2221,1000 ha,Area
157,Nicaragua,Cropland,2005,2290,1000 ha,Area
157,Nicaragua,Cropland,2006,2150,1000 ha,Area
157,Nicaragua,Cropland,2007,2095,1000 ha,Area
157,Nicaragua,Cropland,2008,1995,1000 ha,Area
157,Nicaragua,Cropland,2009,1945,1000 ha,Area
157,Nicaragua,Cropland,2010,1826,1000 ha,Area
157,Nicaragua,Cropland,2011,1799,1000 ha,Area
157,Nicaragua,Cropland,2012,1828,1000 ha,Area
157,Nicaragua,Cropland,2013,1790,1000 ha,Area
157,Nicaragua,Cropland,2014,1790,1000 ha,Area
157,Nicaragua,Cropland,2015,1790,1000 ha,Area
157,Nicaragua,Cropland,2016,1790,1000 ha,Area
157,Nicaragua,Cropland,2017,1790,1000 ha,Area
157,Nicaragua,Cropland,2018,1790,1000 ha,Area
157,Nicaragua,Cropland,2019,1790,1000 ha,Area
166,Panama,Cropland,1961,564,1000 ha,Area
166,Panama,Cropland,1962,564,1000 ha,Area
166,Panama,Cropland,1963,564,1000 ha,Area
166,Panama,Cropland,1964,558,1000 ha,Area
166,Panama,Cropland,1965,558,1000 ha,Area
166,Panama,Cropland,1966,558,1000 ha,Area
166,Panama,Cropland,1967,549,1000 ha,Area
166,Panama,Cropland,1968,549,1000 ha,Area
166,Panama,Cropland,1969,547,1000 ha,Area
166,Panama,Cropland,1970,543,1000 ha,Area
166,Panama,Cropland,1971,543,1000 ha,Area
166,Panama,Cropland,1972,543,1000 ha,Area
166,Panama,Cropland,1973,543,1000 ha,Area
166,Panama,Cropland,1974,545,1000 ha,Area
166,Panama,Cropland,1975,546,1000 ha,Area
166,Panama,Cropland,1976,547,1000 ha,Area
166,Panama,Cropland,1977,549,1000 ha,Area
166,Panama,Cropland,1978,550,1000 ha,Area
166,Panama,Cropland,1979,552,1000 ha,Area
166,Panama,Cropland,1980,555,1000 ha,Area
166,Panama,Cropland,1981,562,1000 ha,Area
166,Panama,Cropland,1982,574,1000 ha,Area
166,Panama,Cropland,1983,581,1000 ha,Area
166,Panama,Cropland,1984,586,1000 ha,Area
166,Panama,Cropland,1985,595,1000 ha,Area
166,Panama,Cropland,1986,605,1000 ha,Area
166,Panama,Cropland,1987,615,1000 ha,Area
166,Panama,Cropland,1988,625,1000 ha,Area
166,Panama,Cropland,1989,640,1000 ha,Area
166,Panama,Cropland,1990,654,1000 ha,Area
166,Panama,Cropland,1991,654,1000 ha,Area
166,Panama,Cropland,1992,660,1000 ha,Area
166,Panama,Cropland,1993,660,1000 ha,Area
166,Panama,Cropland,1994,665,1000 ha,Area
166,Panama,Cropland,1995,655,1000 ha,Area
166,Panama,Cropland,1996,655,1000 ha,Area
166,Panama,Cropland,1997,663,1000 ha,Area
166,Panama,Cropland,1998,672,1000 ha,Area
166,Panama,Cropland,1999,680,1000 ha,Area
166,Panama,Cropland,2000,695,1000 ha,Area
166,Panama,Cropland,2001,708,1000 ha,Area
166,Panama,Cropland,2002,708,1000 ha,Area
166,Panama,Cropland,2003,708,1000 ha,Area
166,Panama,Cropland,2004,708,1000 ha,Area
166,Panama,Cropland,2005,708,1000 ha,Area
166,Panama,Cropland,2006,705,1000 ha,Area
166,Panama,Cropland,2007,715,1000 ha,Area
166,Panama,Cropland,2008,715,1000 ha,Area
166,Panama,Cropland,2009,720,1000 ha,Area
166,Panama,Cropland,2010,757.39,1000 ha,Area
166,Panama,Cropland,2011,754,1000 ha,Area
166,Panama,Cropland,2012,750,1000 ha,Area
166,Panama,Cropland,2013,750,1000 ha,Area
166,Panama,Cropland,2014,750,1000 ha,Area
166,Panama,Cropland,2015,750,1000 ha,Area
166,Panama,Cropland,2016,750,1000 ha,Area
166,Panama,Cropland,2017,750,1000 ha,Area
166,Panama,Cropland,2018,750,1000 ha,Area
166,Panama,Cropland,2019,750,1000 ha,Area
169,Paraguay,Cropland,1961,811,1000 ha,Area
169,Paraguay,Cropland,1962,822,1000 ha,Area
169,Paraguay,Cropland,1963,840,1000 ha,Area
169,Paraguay,Cropland,1964,872,1000 ha,Area
169,Paraguay,Cropland,1965,895,1000 ha,Area
169,Paraguay,Cropland,1966,920,1000 ha,Area
169,Paraguay,Cropland,1967,921,1000 ha,Area
169,Paraguay,Cropland,1968,917,1000 ha,Area
169,Paraguay,Cropland,1969,917,1000 ha,Area
169,Paraguay,Cropland,1970,917,1000 ha,Area
169,Paraguay,Cropland,1971,918,1000 ha,Area
169,Paraguay,Cropland,1972,918,1000 ha,Area
169,Paraguay,Cropland,1973,917,1000 ha,Area
169,Paraguay,Cropland,1974,1033,1000 ha,Area
169,Paraguay,Cropland,1975,1154,1000 ha,Area
169,Paraguay,Cropland,1976,1274,1000 ha,Area
169,Paraguay,Cropland,1977,1384,1000 ha,Area
169,Paraguay,Cropland,1978,1505,1000 ha,Area
169,Paraguay,Cropland,1979,1615,1000 ha,Area
169,Paraguay,Cropland,1980,1735,1000 ha,Area
169,Paraguay,Cropland,1981,1857,1000 ha,Area
169,Paraguay,Cropland,1982,1893,1000 ha,Area
169,Paraguay,Cropland,1983,1930,1000 ha,Area
169,Paraguay,Cropland,1984,1967,1000 ha,Area
169,Paraguay,Cropland,1985,2004,1000 ha,Area
169,Paraguay,Cropland,1986,2051,1000 ha,Area
169,Paraguay,Cropland,1987,2088,1000 ha,Area
169,Paraguay,Cropland,1988,2125,1000 ha,Area
169,Paraguay,Cropland,1989,2162,1000 ha,Area
169,Paraguay,Cropland,1990,2199,1000 ha,Area
169,Paraguay,Cropland,1991,2235,1000 ha,Area
169,Paraguay,Cropland,1992,2385,1000 ha,Area
169,Paraguay,Cropland,1993,2385,1000 ha,Area
169,Paraguay,Cropland,1994,2535,1000 ha,Area
169,Paraguay,Cropland,1995,2685,1000 ha,Area
169,Paraguay,Cropland,1996,2685,1000 ha,Area
169,Paraguay,Cropland,1997,2685,1000 ha,Area
169,Paraguay,Cropland,1998,2936,1000 ha,Area
169,Paraguay,Cropland,1999,3037,1000 ha,Area
169,Paraguay,Cropland,2000,3110,1000 ha,Area
169,Paraguay,Cropland,2001,3200,1000 ha,Area
169,Paraguay,Cropland,2002,3308,1000 ha,Area
169,Paraguay,Cropland,2003,3380,1000 ha,Area
169,Paraguay,Cropland,2004,3470,1000 ha,Area
169,Paraguay,Cropland,2005,3560,1000 ha,Area
169,Paraguay,Cropland,2006,3650,1000 ha,Area
169,Paraguay,Cropland,2007,3740,1000 ha,Area
169,Paraguay,Cropland,2008,3837,1000 ha,Area
169,Paraguay,Cropland,2009,3938,1000 ha,Area
169,Paraguay,Cropland,2010,4060,1000 ha,Area
169,Paraguay,Cropland,2011,4207,1000 ha,Area
169,Paraguay,Cropland,2012,4445,1000 ha,Area
169,Paraguay,Cropland,2013,4569,1000 ha,Area
169,Paraguay,Cropland,2014,4748,1000 ha,Area
169,Paraguay,Cropland,2015,4953,1000 ha,Area
169,Paraguay,Cropland,2016,4749,1000 ha,Area
169,Paraguay,Cropland,2017,4738,1000 ha,Area
169,Paraguay,Cropland,2018,4822,1000 ha,Area
169,Paraguay,Cropland,2019,4824,1000 ha,Area
170,Peru,Cropland,1961,1956,1000 ha,Area
170,Peru,Cropland,1962,2099,1000 ha,Area
170,Peru,Cropland,1963,2380,1000 ha,Area
170,Peru,Cropland,1964,2618,1000 ha,Area
170,Peru,Cropland,1965,2700,1000 ha,Area
170,Peru,Cropland,1966,2625,1000 ha,Area
170,Peru,Cropland,1967,2634,1000 ha,Area
170,Peru,Cropland,1968,2680,1000 ha,Area
170,Peru,Cropland,1969,2719,1000 ha,Area
170,Peru,Cropland,1970,2813,1000 ha,Area
170,Peru,Cropland,1971,2822,1000 ha,Area
170,Peru,Cropland,1972,3143,1000 ha,Area
170,Peru,Cropland,1973,3190,1000 ha,Area
170,Peru,Cropland,1974,3190,1000 ha,Area
170,Peru,Cropland,1975,3200,1000 ha,Area
170,Peru,Cropland,1976,3290,1000 ha,Area
170,Peru,Cropland,1977,3413,1000 ha,Area
170,Peru,Cropland,1978,3465,1000 ha,Area
170,Peru,Cropland,1979,3501,1000 ha,Area
170,Peru,Cropland,1980,3550,1000 ha,Area
170,Peru,Cropland,1981,3575,1000 ha,Area
170,Peru,Cropland,1982,3625,1000 ha,Area
170,Peru,Cropland,1983,3673,1000 ha,Area
170,Peru,Cropland,1984,3724,1000 ha,Area
170,Peru,Cropland,1985,3736,1000 ha,Area
170,Peru,Cropland,1986,3765,1000 ha,Area
170,Peru,Cropland,1987,3790,1000 ha,Area
170,Peru,Cropland,1988,3800,1000 ha,Area
170,Peru,Cropland,1989,3810,1000 ha,Area
170,Peru,Cropland,1990,3920,1000 ha,Area
170,Peru,Cropland,1991,3980,1000 ha,Area
170,Peru,Cropland,1992,4040,1000 ha,Area
170,Peru,Cropland,1993,4050,1000 ha,Area
170,Peru,Cropland,1994,4333.9,1000 ha,Area
170,Peru,Cropland,1995,4502,1000 ha,Area
170,Peru,Cropland,1996,4652,1000 ha,Area
170,Peru,Cropland,1997,4782,1000 ha,Area
170,Peru,Cropland,1998,4967,1000 ha,Area
170,Peru,Cropland,1999,5107,1000 ha,Area
170,Peru,Cropland,2000,5117,1000 ha,Area
170,Peru,Cropland,2001,5127,1000 ha,Area
170,Peru,Cropland,2002,5137,1000 ha,Area
170,Peru,Cropland,2003,5147,1000 ha,Area
170,Peru,Cropland,2004,5157,1000 ha,Area
170,Peru,Cropland,2005,5167,1000 ha,Area
170,Peru,Cropland,2006,5177,1000 ha,Area
170,Peru,Cropland,2007,5186,1000 ha,Area
170,Peru,Cropland,2008,5250,1000 ha,Area
170,Peru,Cropland,2009,5398,1000 ha,Area
170,Peru,Cropland,2010,5392,1000 ha,Area
170,Peru,Cropland,2011,5390,1000 ha,Area
170,Peru,Cropland,2012,5535,1000 ha,Area
170,Peru,Cropland,2013,5562,1000 ha,Area
170,Peru,Cropland,2014,5589,1000 ha,Area
170,Peru,Cropland,2015,5616,1000 ha,Area
170,Peru,Cropland,2016,5643,1000 ha,Area
170,Peru,Cropland,2017,5718.1,1000 ha,Area
170,Peru,Cropland,2018,5898.6,1000 ha,Area
170,Peru,Cropland,2019,5678.3,1000 ha,Area
207,Suriname,Cropland,1961,35,1000 ha,Area
207,Suriname,Cropland,1962,36,1000 ha,Area
207,Suriname,Cropland,1963,35,1000 ha,Area
207,Suriname,Cropland,1964,39,1000 ha,Area
207,Suriname,Cropland,1965,38,1000 ha,Area
207,Suriname,Cropland,1966,37,1000 ha,Area
207,Suriname,Cropland,1967,36,1000 ha,Area
207,Suriname,Cropland,1968,36,1000 ha,Area
207,Suriname,Cropland,1969,38,1000 ha,Area
207,Suriname,Cropland,1970,38,1000 ha,Area
207,Suriname,Cropland,1971,41,1000 ha,Area
207,Suriname,Cropland,1972,41,1000 ha,Area
207,Suriname,Cropland,1973,43,1000 ha,Area
207,Suriname,Cropland,1974,43,1000 ha,Area
207,Suriname,Cropland,1975,43,1000 ha,Area
207,Suriname,Cropland,1976,43,1000 ha,Area
207,Suriname,Cropland,1977,44,1000 ha,Area
207,Suriname,Cropland,1978,44,1000 ha,Area
207,Suriname,Cropland,1979,45,1000 ha,Area
207,Suriname,Cropland,1980,49,1000 ha,Area
207,Suriname,Cropland,1981,52,1000 ha,Area
207,Suriname,Cropland,1982,55,1000 ha,Area
207,Suriname,Cropland,1983,57,1000 ha,Area
207,Suriname,Cropland,1984,59,1000 ha,Area
207,Suriname,Cropland,1985,62,1000 ha,Area
207,Suriname,Cropland,1986,64,1000 ha,Area
207,Suriname,Cropland,1987,68,1000 ha,Area
207,Suriname,Cropland,1988,68,1000 ha,Area
207,Suriname,Cropland,1989,68,1000 ha,Area
207,Suriname,Cropland,1990,68,1000 ha,Area
207,Suriname,Cropland,1991,68,1000 ha,Area
207,Suriname,Cropland,1992,68,1000 ha,Area
207,Suriname,Cropland,1993,68,1000 ha,Area
207,Suriname,Cropland,1994,68,1000 ha,Area
207,Suriname,Cropland,1995,68,1000 ha,Area
207,Suriname,Cropland,1996,68,1000 ha,Area
207,Suriname,Cropland,1997,67,1000 ha,Area
207,Suriname,Cropland,1998,67,1000 ha,Area
207,Suriname,Cropland,1999,67,1000 ha,Area
207,Suriname,Cropland,2000,67,1000 ha,Area
207,Suriname,Cropland,2001,65,1000 ha,Area
207,Suriname,Cropland,2002,52,1000 ha,Area
207,Suriname,Cropland,2003,61,1000 ha,Area
207,Suriname,Cropland,2004,59,1000 ha,Area
207,Suriname,Cropland,2005,55,1000 ha,Area
207,Suriname,Cropland,2006,55,1000 ha,Area
207,Suriname,Cropland,2007,52,1000 ha,Area
207,Suriname,Cropland,2008,52,1000 ha,Area
207,Suriname,Cropland,2009,63,1000 ha,Area
207,Suriname,Cropland,2010,61,1000 ha,Area
207,Suriname,Cropland,2011,63,1000 ha,Area
207,Suriname,Cropland,2012,57,1000 ha,Area
207,Suriname,Cropland,2013,66,1000 ha,Area
207,Suriname,Cropland,2014,71,1000 ha,Area
207,Suriname,Cropland,2015,71,1000 ha,Area
207,Suriname,Cropland,2016,71,1000 ha,Area
207,Suriname,Cropland,2017,68,1000 ha,Area
207,Suriname,Cropland,2018,68,1000 ha,Area
207,Suriname,Cropland,2019,68,1000 ha,Area
220,Trinidad and Tobago,Cropland,1961,92,1000 ha,Area
220,Trinidad and Tobago,Cropland,1962,92,1000 ha,Area
220,Trinidad and Tobago,Cropland,1963,92,1000 ha,Area
220,Trinidad and Tobago,Cropland,1964,92,1000 ha,Area
220,Trinidad and Tobago,Cropland,1965,92,1000 ha,Area
220,Trinidad and Tobago,Cropland,1966,92,1000 ha,Area
220,Trinidad and Tobago,Cropland,1967,92,1000 ha,Area
220,Trinidad and Tobago,Cropland,1968,92,1000 ha,Area
220,Trinidad and Tobago,Cropland,1969,92,1000 ha,Area
220,Trinidad and Tobago,Cropland,1970,92,1000 ha,Area
220,Trinidad and Tobago,Cropland,1971,95,1000 ha,Area
220,Trinidad and Tobago,Cropland,1972,95,1000 ha,Area
220,Trinidad and Tobago,Cropland,1973,104,1000 ha,Area
220,Trinidad and Tobago,Cropland,1974,105,1000 ha,Area
220,Trinidad and Tobago,Cropland,1975,100,1000 ha,Area
220,Trinidad and Tobago,Cropland,1976,100,1000 ha,Area
220,Trinidad and Tobago,Cropland,1977,100,1000 ha,Area
220,Trinidad and Tobago,Cropland,1978,100,1000 ha,Area
220,Trinidad and Tobago,Cropland,1979,100,1000 ha,Area
220,Trinidad and Tobago,Cropland,1980,95,1000 ha,Area
220,Trinidad and Tobago,Cropland,1981,89,1000 ha,Area
220,Trinidad and Tobago,Cropland,1982,82,1000 ha,Area
220,Trinidad and Tobago,Cropland,1983,68,1000 ha,Area
220,Trinidad and Tobago,Cropland,1984,68,1000 ha,Area
220,Trinidad and Tobago,Cropland,1985,65,1000 ha,Area
220,Trinidad and Tobago,Cropland,1986,65,1000 ha,Area
220,Trinidad and Tobago,Cropland,1987,65,1000 ha,Area
220,Trinidad and Tobago,Cropland,1988,66,1000 ha,Area
220,Trinidad and Tobago,Cropland,1989,66,1000 ha,Area
220,Trinidad and Tobago,Cropland,1990,71,1000 ha,Area
220,Trinidad and Tobago,Cropland,1991,75,1000 ha,Area
220,Trinidad and Tobago,Cropland,1992,75,1000 ha,Area
220,Trinidad and Tobago,Cropland,1993,75,1000 ha,Area
220,Trinidad and Tobago,Cropland,1994,75,1000 ha,Area
220,Trinidad and Tobago,Cropland,1995,70,1000 ha,Area
220,Trinidad and Tobago,Cropland,1996,70,1000 ha,Area
220,Trinidad and Tobago,Cropland,1997,65,1000 ha,Area
220,Trinidad and Tobago,Cropland,1998,60,1000 ha,Area
220,Trinidad and Tobago,Cropland,1999,60,1000 ha,Area
220,Trinidad and Tobago,Cropland,2000,60,1000 ha,Area
220,Trinidad and Tobago,Cropland,2001,53,1000 ha,Area
220,Trinidad and Tobago,Cropland,2002,53,1000 ha,Area
220,Trinidad and Tobago,Cropland,2003,53,1000 ha,Area
220,Trinidad and Tobago,Cropland,2004,48,1000 ha,Area
220,Trinidad and Tobago,Cropland,2005,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2006,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2007,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2008,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2009,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2010,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2011,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2012,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2013,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2014,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2015,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2016,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2017,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2018,47,1000 ha,Area
220,Trinidad and Tobago,Cropland,2019,47,1000 ha,Area
234,Uruguay,Cropland,1961,2507,1000 ha,Area
234,Uruguay,Cropland,1962,2449,1000 ha,Area
234,Uruguay,Cropland,1963,2391,1000 ha,Area
234,Uruguay,Cropland,1964,2334,1000 ha,Area
234,Uruguay,Cropland,1965,2276,1000 ha,Area
234,Uruguay,Cropland,1966,2218,1000 ha,Area
234,Uruguay,Cropland,1967,2145,1000 ha,Area
234,Uruguay,Cropland,1968,2072,1000 ha,Area
234,Uruguay,Cropland,1969,1998,1000 ha,Area
234,Uruguay,Cropland,1970,1852,1000 ha,Area
234,Uruguay,Cropland,1971,1812,1000 ha,Area
234,Uruguay,Cropland,1972,1771,1000 ha,Area
234,Uruguay,Cropland,1973,1731,1000 ha,Area
234,Uruguay,Cropland,1974,1691,1000 ha,Area
234,Uruguay,Cropland,1975,1651,1000 ha,Area
234,Uruguay,Cropland,1976,1610,1000 ha,Area
234,Uruguay,Cropland,1977,1570,1000 ha,Area
234,Uruguay,Cropland,1978,1530,1000 ha,Area
234,Uruguay,Cropland,1979,1489,1000 ha,Area
234,Uruguay,Cropland,1980,1449,1000 ha,Area
234,Uruguay,Cropland,1981,1433,1000 ha,Area
234,Uruguay,Cropland,1982,1416,1000 ha,Area
234,Uruguay,Cropland,1983,1400,1000 ha,Area
234,Uruguay,Cropland,1984,1384,1000 ha,Area
234,Uruguay,Cropland,1985,1368,1000 ha,Area
234,Uruguay,Cropland,1986,1351,1000 ha,Area
234,Uruguay,Cropland,1987,1335,1000 ha,Area
234,Uruguay,Cropland,1988,1319,1000 ha,Area
234,Uruguay,Cropland,1989,1302,1000 ha,Area
234,Uruguay,Cropland,1990,1286,1000 ha,Area
234,Uruguay,Cropland,1991,1299,1000 ha,Area
234,Uruguay,Cropland,1992,1312,1000 ha,Area
234,Uruguay,Cropland,1993,1325,1000 ha,Area
234,Uruguay,Cropland,1994,1338,1000 ha,Area
234,Uruguay,Cropland,1995,1351,1000 ha,Area
234,Uruguay,Cropland,1996,1363,1000 ha,Area
234,Uruguay,Cropland,1997,1376,1000 ha,Area
234,Uruguay,Cropland,1998,1389,1000 ha,Area
234,Uruguay,Cropland,1999,1402,1000 ha,Area
234,Uruguay,Cropland,2000,1415,1000 ha,Area
234,Uruguay,Cropland,2001,1419,1000 ha,Area
234,Uruguay,Cropland,2002,1423,1000 ha,Area
234,Uruguay,Cropland,2003,1427,1000 ha,Area
234,Uruguay,Cropland,2004,1429,1000 ha,Area
234,Uruguay,Cropland,2005,1432,1000 ha,Area
234,Uruguay,Cropland,2006,1427,1000 ha,Area
234,Uruguay,Cropland,2007,1509,1000 ha,Area
234,Uruguay,Cropland,2008,1859,1000 ha,Area
234,Uruguay,Cropland,2009,2226,1000 ha,Area
234,Uruguay,Cropland,2010,2071,1000 ha,Area
234,Uruguay,Cropland,2011,2391,1000 ha,Area
234,Uruguay,Cropland,2012,2192,1000 ha,Area
234,Uruguay,Cropland,2013,2339.7,1000 ha,Area
234,Uruguay,Cropland,2014,2294.8,1000 ha,Area
234,Uruguay,Cropland,2015,2293.6,1000 ha,Area
234,Uruguay,Cropland,2016,2090.8,1000 ha,Area
234,Uruguay,Cropland,2017,2044.5,1000 ha,Area
234,Uruguay,Cropland,2018,2015.9,1000 ha,Area
234,Uruguay,Cropland,2019,2047,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1961,3482,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1962,3482,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1963,3482,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1964,3484,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1965,3484,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1966,3484,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1967,3496,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1968,3498,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1969,3500,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1970,3503,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1971,3506,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1972,3465,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1973,3490,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1974,3510,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1975,3530,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1976,3550,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1977,3620,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1978,3640,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1979,3650,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1980,3670,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1981,3540,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1982,3560,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1983,3480,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1984,3490,1000 ha,Area
