Area Code (FAO),Nation,Item,Year,yf_agrc_coffee_tonne_ha,Unit,Element
166,Panama,"Coffee, green",1974,1877,hg/ha,Yield
166,Panama,"Coffee, green",1975,2205,hg/ha,Yield
166,Panama,"Coffee, green",1976,1973,hg/ha,Yield
166,Panama,"Coffee, green",1977,2205,hg/ha,Yield
166,Panama,"Coffee, green",1978,2230,hg/ha,Yield
166,Panama,"Coffee, green",1979,2249,hg/ha,Yield
166,Panama,"Coffee, green",1980,4194,hg/ha,Yield
166,Panama,"Coffee, green",1981,3212,hg/ha,Yield
166,Panama,"Coffee, green",1982,3388,hg/ha,Yield
166,Panama,"Coffee, green",1983,3358,hg/ha,Yield
166,Panama,"Coffee, green",1984,4479,hg/ha,Yield
166,Panama,"Coffee, green",1985,3612,hg/ha,Yield
166,Panama,"Coffee, green",1986,4432,hg/ha,Yield
166,Panama,"Coffee, green",1987,4250,hg/ha,Yield
166,Panama,"Coffee, green",1988,4298,hg/ha,Yield
166,Panama,"Coffee, green",1989,4065,hg/ha,Yield
166,Panama,"Coffee, green",1990,4619,hg/ha,Yield
166,Panama,"Coffee, green",1991,4682,hg/ha,Yield
166,Panama,"Coffee, green",1992,4054,hg/ha,Yield
166,Panama,"Coffee, green",1993,3551,hg/ha,Yield
166,Panama,"Coffee, green",1994,3810,hg/ha,Yield
166,Panama,"Coffee, green",1995,4681,hg/ha,Yield
166,Panama,"Coffee, green",1996,4555,hg/ha,Yield
166,Panama,"Coffee, green",1997,4018,hg/ha,Yield
166,Panama,"Coffee, green",1998,4805,hg/ha,Yield
166,Panama,"Coffee, green",1999,3655,hg/ha,Yield
166,Panama,"Coffee, green",2000,4755,hg/ha,Yield
166,Panama,"Coffee, green",2001,4500,hg/ha,Yield
166,Panama,"Coffee, green",2002,4502,hg/ha,Yield
166,Panama,"Coffee, green",2003,4509,hg/ha,Yield
166,Panama,"Coffee, green",2004,4500,hg/ha,Yield
166,Panama,"Coffee, green",2005,4504,hg/ha,Yield
166,Panama,"Coffee, green",2006,4507,hg/ha,Yield
166,Panama,"Coffee, green",2007,4507,hg/ha,Yield
166,Panama,"Coffee, green",2008,4501,hg/ha,Yield
166,Panama,"Coffee, green",2009,4500,hg/ha,Yield
166,Panama,"Coffee, green",2010,4488,hg/ha,Yield
166,Panama,"Coffee, green",2011,4481,hg/ha,Yield
166,Panama,"Coffee, green",2012,4464,hg/ha,Yield
166,Panama,"Coffee, green",2013,4467,hg/ha,Yield
166,Panama,"Coffee, green",2014,4494,hg/ha,Yield
166,Panama,"Coffee, green",2015,4489,hg/ha,Yield
166,Panama,"Coffee, green",2016,4463,hg/ha,Yield
166,Panama,"Coffee, green",2017,4465,hg/ha,Yield
166,Panama,"Coffee, green",2018,4466,hg/ha,Yield
166,Panama,"Coffee, green",2019,4467,hg/ha,Yield
169,Paraguay,"Coffee, green",1961,12000,hg/ha,Yield
169,Paraguay,"Coffee, green",1962,10300,hg/ha,Yield
169,Paraguay,"Coffee, green",1963,11900,hg/ha,Yield
169,Paraguay,"Coffee, green",1964,10286,hg/ha,Yield
169,Paraguay,"Coffee, green",1965,8024,hg/ha,Yield
169,Paraguay,"Coffee, green",1966,9300,hg/ha,Yield
169,Paraguay,"Coffee, green",1967,8505,hg/ha,Yield
169,Paraguay,"Coffee, green",1968,9175,hg/ha,Yield
169,Paraguay,"Coffee, green",1969,7613,hg/ha,Yield
169,Paraguay,"Coffee, green",1970,5388,hg/ha,Yield
169,Paraguay,"Coffee, green",1971,7263,hg/ha,Yield
169,Paraguay,"Coffee, green",1972,9575,hg/ha,Yield
169,Paraguay,"Coffee, green",1973,8663,hg/ha,Yield
169,Paraguay,"Coffee, green",1974,9422,hg/ha,Yield
169,Paraguay,"Coffee, green",1975,8340,hg/ha,Yield
169,Paraguay,"Coffee, green",1976,3910,hg/ha,Yield
169,Paraguay,"Coffee, green",1977,5455,hg/ha,Yield
169,Paraguay,"Coffee, green",1978,6545,hg/ha,Yield
169,Paraguay,"Coffee, green",1979,6873,hg/ha,Yield
169,Paraguay,"Coffee, green",1980,6500,hg/ha,Yield
169,Paraguay,"Coffee, green",1981,9183,hg/ha,Yield
169,Paraguay,"Coffee, green",1982,8666,hg/ha,Yield
169,Paraguay,"Coffee, green",1983,8351,hg/ha,Yield
169,Paraguay,"Coffee, green",1984,9180,hg/ha,Yield
169,Paraguay,"Coffee, green",1985,14748,hg/ha,Yield
169,Paraguay,"Coffee, green",1986,11383,hg/ha,Yield
169,Paraguay,"Coffee, green",1987,10575,hg/ha,Yield
169,Paraguay,"Coffee, green",1988,10596,hg/ha,Yield
169,Paraguay,"Coffee, green",1989,10118,hg/ha,Yield
169,Paraguay,"Coffee, green",1990,10103,hg/ha,Yield
169,Paraguay,"Coffee, green",1991,9118,hg/ha,Yield
169,Paraguay,"Coffee, green",1992,9238,hg/ha,Yield
169,Paraguay,"Coffee, green",1993,8693,hg/ha,Yield
169,Paraguay,"Coffee, green",1994,7988,hg/ha,Yield
169,Paraguay,"Coffee, green",1995,6740,hg/ha,Yield
169,Paraguay,"Coffee, green",1996,6710,hg/ha,Yield
169,Paraguay,"Coffee, green",1997,8037,hg/ha,Yield
169,Paraguay,"Coffee, green",1998,7921,hg/ha,Yield
169,Paraguay,"Coffee, green",1999,7885,hg/ha,Yield
169,Paraguay,"Coffee, green",2000,6992,hg/ha,Yield
169,Paraguay,"Coffee, green",2001,7132,hg/ha,Yield
169,Paraguay,"Coffee, green",2002,7169,hg/ha,Yield
169,Paraguay,"Coffee, green",2003,9971,hg/ha,Yield
169,Paraguay,"Coffee, green",2004,10813,hg/ha,Yield
169,Paraguay,"Coffee, green",2005,10741,hg/ha,Yield
169,Paraguay,"Coffee, green",2006,11829,hg/ha,Yield
169,Paraguay,"Coffee, green",2007,11923,hg/ha,Yield
169,Paraguay,"Coffee, green",2008,9381,hg/ha,Yield
169,Paraguay,"Coffee, green",2009,9367,hg/ha,Yield
169,Paraguay,"Coffee, green",2010,12759,hg/ha,Yield
169,Paraguay,"Coffee, green",2011,12759,hg/ha,Yield
169,Paraguay,"Coffee, green",2012,12585,hg/ha,Yield
169,Paraguay,"Coffee, green",2013,12993,hg/ha,Yield
169,Paraguay,"Coffee, green",2014,13129,hg/ha,Yield
169,Paraguay,"Coffee, green",2015,13167,hg/ha,Yield
169,Paraguay,"Coffee, green",2016,13167,hg/ha,Yield
169,Paraguay,"Coffee, green",2017,13813,hg/ha,Yield
169,Paraguay,"Coffee, green",2018,13781,hg/ha,Yield
169,Paraguay,"Coffee, green",2019,12871,hg/ha,Yield
170,Peru,"Coffee, green",1961,4827,hg/ha,Yield
170,Peru,"Coffee, green",1962,4850,hg/ha,Yield
170,Peru,"Coffee, green",1963,4825,hg/ha,Yield
170,Peru,"Coffee, green",1964,4933,hg/ha,Yield
170,Peru,"Coffee, green",1965,5208,hg/ha,Yield
170,Peru,"Coffee, green",1966,5039,hg/ha,Yield
170,Peru,"Coffee, green",1967,5206,hg/ha,Yield
170,Peru,"Coffee, green",1968,5598,hg/ha,Yield
170,Peru,"Coffee, green",1969,5750,hg/ha,Yield
170,Peru,"Coffee, green",1970,5762,hg/ha,Yield
170,Peru,"Coffee, green",1971,5730,hg/ha,Yield
170,Peru,"Coffee, green",1972,5496,hg/ha,Yield
170,Peru,"Coffee, green",1973,5530,hg/ha,Yield
170,Peru,"Coffee, green",1974,5517,hg/ha,Yield
170,Peru,"Coffee, green",1975,5421,hg/ha,Yield
170,Peru,"Coffee, green",1976,5418,hg/ha,Yield
170,Peru,"Coffee, green",1977,5979,hg/ha,Yield
170,Peru,"Coffee, green",1978,6200,hg/ha,Yield
170,Peru,"Coffee, green",1979,6817,hg/ha,Yield
170,Peru,"Coffee, green",1980,5642,hg/ha,Yield
170,Peru,"Coffee, green",1981,5191,hg/ha,Yield
170,Peru,"Coffee, green",1982,5135,hg/ha,Yield
170,Peru,"Coffee, green",1983,5418,hg/ha,Yield
170,Peru,"Coffee, green",1984,5278,hg/ha,Yield
170,Peru,"Coffee, green",1985,5633,hg/ha,Yield
170,Peru,"Coffee, green",1986,5890,hg/ha,Yield
170,Peru,"Coffee, green",1987,5780,hg/ha,Yield
170,Peru,"Coffee, green",1988,5370,hg/ha,Yield
170,Peru,"Coffee, green",1989,5560,hg/ha,Yield
170,Peru,"Coffee, green",1990,4988,hg/ha,Yield
170,Peru,"Coffee, green",1991,5040,hg/ha,Yield
170,Peru,"Coffee, green",1992,5254,hg/ha,Yield
170,Peru,"Coffee, green",1993,5321,hg/ha,Yield
170,Peru,"Coffee, green",1994,5562,hg/ha,Yield
170,Peru,"Coffee, green",1995,5918,hg/ha,Yield
170,Peru,"Coffee, green",1996,6043,hg/ha,Yield
170,Peru,"Coffee, green",1997,7221,hg/ha,Yield
170,Peru,"Coffee, green",1998,7675,hg/ha,Yield
170,Peru,"Coffee, green",1999,7875,hg/ha,Yield
170,Peru,"Coffee, green",2000,7246,hg/ha,Yield
170,Peru,"Coffee, green",2001,7155,hg/ha,Yield
170,Peru,"Coffee, green",2002,7404,hg/ha,Yield
170,Peru,"Coffee, green",2003,6961,hg/ha,Yield
170,Peru,"Coffee, green",2004,7842,hg/ha,Yield
170,Peru,"Coffee, green",2005,6255,hg/ha,Yield
170,Peru,"Coffee, green",2006,8498,hg/ha,Yield
170,Peru,"Coffee, green",2007,6974,hg/ha,Yield
170,Peru,"Coffee, green",2008,8212,hg/ha,Yield
170,Peru,"Coffee, green",2009,7106,hg/ha,Yield
170,Peru,"Coffee, green",2010,7568,hg/ha,Yield
170,Peru,"Coffee, green",2011,9032,hg/ha,Yield
170,Peru,"Coffee, green",2012,8638,hg/ha,Yield
170,Peru,"Coffee, green",2013,6414,hg/ha,Yield
170,Peru,"Coffee, green",2014,6139,hg/ha,Yield
170,Peru,"Coffee, green",2015,6644,hg/ha,Yield
170,Peru,"Coffee, green",2016,7234,hg/ha,Yield
170,Peru,"Coffee, green",2017,7953,hg/ha,Yield
170,Peru,"Coffee, green",2018,8548,hg/ha,Yield
170,Peru,"Coffee, green",2019,10105,hg/ha,Yield
207,Suriname,"Coffee, green",1961,1925,hg/ha,Yield
207,Suriname,"Coffee, green",1962,1837,hg/ha,Yield
207,Suriname,"Coffee, green",1963,2935,hg/ha,Yield
207,Suriname,"Coffee, green",1964,3094,hg/ha,Yield
207,Suriname,"Coffee, green",1965,3545,hg/ha,Yield
207,Suriname,"Coffee, green",1966,3462,hg/ha,Yield
207,Suriname,"Coffee, green",1967,4327,hg/ha,Yield
207,Suriname,"Coffee, green",1968,4029,hg/ha,Yield
207,Suriname,"Coffee, green",1969,2508,hg/ha,Yield
207,Suriname,"Coffee, green",1970,2771,hg/ha,Yield
207,Suriname,"Coffee, green",1971,3817,hg/ha,Yield
207,Suriname,"Coffee, green",1972,2217,hg/ha,Yield
207,Suriname,"Coffee, green",1973,2055,hg/ha,Yield
207,Suriname,"Coffee, green",1974,2031,hg/ha,Yield
207,Suriname,"Coffee, green",1975,2095,hg/ha,Yield
207,Suriname,"Coffee, green",1976,2111,hg/ha,Yield
207,Suriname,"Coffee, green",1977,2500,hg/ha,Yield
207,Suriname,"Coffee, green",1978,2488,hg/ha,Yield
207,Suriname,"Coffee, green",1979,2965,hg/ha,Yield
207,Suriname,"Coffee, green",1980,2961,hg/ha,Yield
207,Suriname,"Coffee, green",1981,1536,hg/ha,Yield
207,Suriname,"Coffee, green",1982,2256,hg/ha,Yield
207,Suriname,"Coffee, green",1983,2052,hg/ha,Yield
207,Suriname,"Coffee, green",1984,1619,hg/ha,Yield
207,Suriname,"Coffee, green",1985,1483,hg/ha,Yield
207,Suriname,"Coffee, green",1986,1781,hg/ha,Yield
207,Suriname,"Coffee, green",1987,1338,hg/ha,Yield
207,Suriname,"Coffee, green",1988,1632,hg/ha,Yield
207,Suriname,"Coffee, green",1989,2025,hg/ha,Yield
207,Suriname,"Coffee, green",1990,1925,hg/ha,Yield
207,Suriname,"Coffee, green",1991,2340,hg/ha,Yield
207,Suriname,"Coffee, green",1992,1814,hg/ha,Yield
207,Suriname,"Coffee, green",1993,2083,hg/ha,Yield
207,Suriname,"Coffee, green",1994,1707,hg/ha,Yield
207,Suriname,"Coffee, green",1995,2632,hg/ha,Yield
207,Suriname,"Coffee, green",1996,1364,hg/ha,Yield
207,Suriname,"Coffee, green",1997,744,hg/ha,Yield
207,Suriname,"Coffee, green",1998,512,hg/ha,Yield
207,Suriname,"Coffee, green",1999,476,hg/ha,Yield
207,Suriname,"Coffee, green",2000,190,hg/ha,Yield
207,Suriname,"Coffee, green",2001,190,hg/ha,Yield
207,Suriname,"Coffee, green",2002,190,hg/ha,Yield
207,Suriname,"Coffee, green",2003,238,hg/ha,Yield
207,Suriname,"Coffee, green",2004,189,hg/ha,Yield
207,Suriname,"Coffee, green",2005,197,hg/ha,Yield
207,Suriname,"Coffee, green",2006,190,hg/ha,Yield
207,Suriname,"Coffee, green",2007,190,hg/ha,Yield
207,Suriname,"Coffee, green",2008,196,hg/ha,Yield
207,Suriname,"Coffee, green",2009,180,hg/ha,Yield
207,Suriname,"Coffee, green",2010,151,hg/ha,Yield
207,Suriname,"Coffee, green",2011,205,hg/ha,Yield
207,Suriname,"Coffee, green",2012,238,hg/ha,Yield
207,Suriname,"Coffee, green",2013,246,hg/ha,Yield
207,Suriname,"Coffee, green",2014,197,hg/ha,Yield
207,Suriname,"Coffee, green",2015,205,hg/ha,Yield
207,Suriname,"Coffee, green",2016,242,hg/ha,Yield
207,Suriname,"Coffee, green",2017,250,hg/ha,Yield
207,Suriname,"Coffee, green",2018,259,hg/ha,Yield
207,Suriname,"Coffee, green",2019,267,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1961,2885,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1962,3900,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1963,3625,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1964,4181,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1965,4198,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1966,2920,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1967,3117,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1968,4586,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1969,3191,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1970,2302,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1971,3894,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1972,3300,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1973,2717,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1974,1940,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1975,4024,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1976,2671,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1977,2918,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1978,2500,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1979,2497,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1980,2240,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1981,2433,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1982,1927,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1983,1984,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1984,1704,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1985,2379,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1986,1668,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1987,2303,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1988,970,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1989,2010,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1990,2160,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1991,1523,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1992,1414,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1993,1457,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1994,1562,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1995,1385,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1996,1408,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1997,1574,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1998,1311,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",1999,1476,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2000,1580,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2001,1624,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2002,1544,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2003,1491,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2004,1493,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2005,1500,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2006,1493,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2007,1485,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2008,1478,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2009,1471,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2010,1457,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2011,1463,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2012,1457,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2013,1437,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2014,1457,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2015,1476,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2016,1488,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2017,1474,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2018,1474,hg/ha,Yield
220,Trinidad and Tobago,"Coffee, green",2019,1465,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1961,1678,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1962,1595,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1963,1785,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1964,1929,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1965,1600,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1966,2013,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1967,2040,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1968,1588,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1969,2129,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1970,2111,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1971,2026,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1972,1461,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1973,2420,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1974,1684,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1975,2346,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1976,1541,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1977,2234,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1978,2219,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1979,2104,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1980,2256,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1981,2286,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1982,2289,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1983,2312,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1984,2374,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1985,2390,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1986,2581,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1987,2620,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1988,2600,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1989,2640,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1990,2710,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1991,2487,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1992,2560,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1993,2658,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1994,2630,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1995,3629,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1996,3978,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1997,3512,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1998,3320,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",1999,3625,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2000,3458,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2001,3928,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2002,3548,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2003,3161,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2004,3442,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2005,3133,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2006,3929,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2007,3810,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2008,3863,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2009,3416,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2010,3764,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2011,3705,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2012,3566,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2013,3638,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2014,3299,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2015,3230,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2016,3157,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2017,3467,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2018,3497,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),"Coffee, green",2019,3530,hg/ha,Yield
