Area Code (FAO),Nation,Item,Year,yf_agrc_cereals_tonne_ha,Unit,Element
56,Dominican Republic,Sorghum,1970,34872,hg/ha,Yield
56,Dominican Republic,Sorghum,1971,37500,hg/ha,Yield
56,Dominican Republic,Sorghum,1972,40000,hg/ha,Yield
56,Dominican Republic,Sorghum,1973,34000,hg/ha,Yield
56,Dominican Republic,Sorghum,1974,33585,hg/ha,Yield
56,Dominican Republic,Sorghum,1975,36124,hg/ha,Yield
56,Dominican Republic,Sorghum,1976,34221,hg/ha,Yield
56,Dominican Republic,Sorghum,1977,36122,hg/ha,Yield
56,Dominican Republic,Sorghum,1978,28028,hg/ha,Yield
56,Dominican Republic,Sorghum,1979,28846,hg/ha,Yield
56,Dominican Republic,Sorghum,1980,27425,hg/ha,Yield
56,Dominican Republic,Sorghum,1981,31884,hg/ha,Yield
56,Dominican Republic,Sorghum,1982,26159,hg/ha,Yield
56,Dominican Republic,Sorghum,1983,29472,hg/ha,Yield
56,Dominican Republic,Sorghum,1984,26974,hg/ha,Yield
56,Dominican Republic,Sorghum,1985,27435,hg/ha,Yield
56,Dominican Republic,Sorghum,1986,27859,hg/ha,Yield
56,Dominican Republic,Sorghum,1987,27493,hg/ha,Yield
56,Dominican Republic,Sorghum,1988,28350,hg/ha,Yield
56,Dominican Republic,Sorghum,1989,29114,hg/ha,Yield
56,Dominican Republic,Sorghum,1990,24008,hg/ha,Yield
56,Dominican Republic,Sorghum,1991,19294,hg/ha,Yield
56,Dominican Republic,Sorghum,1992,25701,hg/ha,Yield
56,Dominican Republic,Sorghum,1993,21712,hg/ha,Yield
56,Dominican Republic,Sorghum,1994,20232,hg/ha,Yield
56,Dominican Republic,Sorghum,1995,24329,hg/ha,Yield
56,Dominican Republic,Sorghum,1996,26847,hg/ha,Yield
56,Dominican Republic,Sorghum,1997,25468,hg/ha,Yield
56,Dominican Republic,Sorghum,1998,24124,hg/ha,Yield
56,Dominican Republic,Sorghum,1999,25386,hg/ha,Yield
56,Dominican Republic,Sorghum,2000,24907,hg/ha,Yield
56,Dominican Republic,Sorghum,2001,28965,hg/ha,Yield
56,Dominican Republic,Sorghum,2002,19380,hg/ha,Yield
56,Dominican Republic,Sorghum,2003,21076,hg/ha,Yield
56,Dominican Republic,Sorghum,2004,19686,hg/ha,Yield
56,Dominican Republic,Sorghum,2005,20540,hg/ha,Yield
56,Dominican Republic,Sorghum,2006,20497,hg/ha,Yield
56,Dominican Republic,Sorghum,2007,17929,hg/ha,Yield
56,Dominican Republic,Sorghum,2008,21736,hg/ha,Yield
56,Dominican Republic,Sorghum,2009,19343,hg/ha,Yield
56,Dominican Republic,Sorghum,2010,21140,hg/ha,Yield
56,Dominican Republic,Sorghum,2011,14666,hg/ha,Yield
56,Dominican Republic,Sorghum,2012,14587,hg/ha,Yield
56,Dominican Republic,Sorghum,2013,15304,hg/ha,Yield
56,Dominican Republic,Sorghum,2014,12894,hg/ha,Yield
56,Dominican Republic,Sorghum,2015,13171,hg/ha,Yield
56,Dominican Republic,Sorghum,2016,14817,hg/ha,Yield
56,Dominican Republic,Sorghum,2017,14961,hg/ha,Yield
56,Dominican Republic,Sorghum,2018,14768,hg/ha,Yield
56,Dominican Republic,Sorghum,2019,14184,hg/ha,Yield
58,Ecuador,Barley,1961,7564,hg/ha,Yield
58,Ecuador,Barley,1962,7030,hg/ha,Yield
58,Ecuador,Barley,1963,7890,hg/ha,Yield
58,Ecuador,Barley,1964,4933,hg/ha,Yield
58,Ecuador,Barley,1965,5921,hg/ha,Yield
58,Ecuador,Barley,1966,5369,hg/ha,Yield
58,Ecuador,Barley,1967,5653,hg/ha,Yield
58,Ecuador,Barley,1968,5629,hg/ha,Yield
58,Ecuador,Barley,1969,6181,hg/ha,Yield
58,Ecuador,Barley,1970,5965,hg/ha,Yield
58,Ecuador,Barley,1971,5726,hg/ha,Yield
58,Ecuador,Barley,1972,6169,hg/ha,Yield
58,Ecuador,Barley,1973,8520,hg/ha,Yield
58,Ecuador,Barley,1974,9228,hg/ha,Yield
58,Ecuador,Barley,1975,8776,hg/ha,Yield
58,Ecuador,Barley,1976,8781,hg/ha,Yield
58,Ecuador,Barley,1977,6796,hg/ha,Yield
58,Ecuador,Barley,1978,6800,hg/ha,Yield
58,Ecuador,Barley,1979,6732,hg/ha,Yield
58,Ecuador,Barley,1980,9278,hg/ha,Yield
58,Ecuador,Barley,1981,9375,hg/ha,Yield
58,Ecuador,Barley,1982,10446,hg/ha,Yield
58,Ecuador,Barley,1983,9967,hg/ha,Yield
58,Ecuador,Barley,1984,8127,hg/ha,Yield
58,Ecuador,Barley,1985,9076,hg/ha,Yield
58,Ecuador,Barley,1986,6823,hg/ha,Yield
58,Ecuador,Barley,1987,7081,hg/ha,Yield
58,Ecuador,Barley,1988,8319,hg/ha,Yield
58,Ecuador,Barley,1989,10256,hg/ha,Yield
58,Ecuador,Barley,1990,7955,hg/ha,Yield
58,Ecuador,Barley,1991,7451,hg/ha,Yield
58,Ecuador,Barley,1992,7251,hg/ha,Yield
58,Ecuador,Barley,1993,6973,hg/ha,Yield
58,Ecuador,Barley,1994,5818,hg/ha,Yield
58,Ecuador,Barley,1995,6508,hg/ha,Yield
58,Ecuador,Barley,1996,5875,hg/ha,Yield
58,Ecuador,Barley,1997,5790,hg/ha,Yield
58,Ecuador,Barley,1998,8319,hg/ha,Yield
58,Ecuador,Barley,1999,6961,hg/ha,Yield
58,Ecuador,Barley,2000,5611,hg/ha,Yield
58,Ecuador,Barley,2001,5900,hg/ha,Yield
58,Ecuador,Barley,2002,4631,hg/ha,Yield
58,Ecuador,Barley,2003,6151,hg/ha,Yield
58,Ecuador,Barley,2004,6427,hg/ha,Yield
58,Ecuador,Barley,2005,5653,hg/ha,Yield
58,Ecuador,Barley,2006,6270,hg/ha,Yield
58,Ecuador,Barley,2007,6378,hg/ha,Yield
58,Ecuador,Barley,2008,5475,hg/ha,Yield
58,Ecuador,Barley,2009,6077,hg/ha,Yield
58,Ecuador,Barley,2010,7103,hg/ha,Yield
58,Ecuador,Barley,2011,8576,hg/ha,Yield
58,Ecuador,Barley,2012,5476,hg/ha,Yield
58,Ecuador,Barley,2013,8036,hg/ha,Yield
58,Ecuador,Barley,2014,9236,hg/ha,Yield
58,Ecuador,Barley,2015,8667,hg/ha,Yield
58,Ecuador,Barley,2016,14673,hg/ha,Yield
58,Ecuador,Barley,2017,12055,hg/ha,Yield
58,Ecuador,Barley,2018,14426,hg/ha,Yield
58,Ecuador,Barley,2019,14623,hg/ha,Yield
58,Ecuador,Sorghum,1976,37700,hg/ha,Yield
58,Ecuador,Sorghum,1977,21667,hg/ha,Yield
58,Ecuador,Sorghum,1978,35946,hg/ha,Yield
58,Ecuador,Sorghum,1979,27184,hg/ha,Yield
58,Ecuador,Sorghum,1980,29643,hg/ha,Yield
58,Ecuador,Sorghum,1981,35778,hg/ha,Yield
58,Ecuador,Sorghum,1982,29978,hg/ha,Yield
58,Ecuador,Sorghum,1983,22765,hg/ha,Yield
58,Ecuador,Sorghum,1984,31323,hg/ha,Yield
58,Ecuador,Sorghum,1985,30278,hg/ha,Yield
58,Ecuador,Sorghum,1986,24822,hg/ha,Yield
58,Ecuador,Sorghum,1987,29200,hg/ha,Yield
58,Ecuador,Sorghum,1988,18292,hg/ha,Yield
58,Ecuador,Sorghum,1989,16695,hg/ha,Yield
58,Ecuador,Sorghum,1990,28273,hg/ha,Yield
58,Ecuador,Sorghum,1991,15289,hg/ha,Yield
58,Ecuador,Sorghum,1992,13955,hg/ha,Yield
58,Ecuador,Sorghum,1993,12949,hg/ha,Yield
58,Ecuador,Sorghum,1994,8923,hg/ha,Yield
58,Ecuador,Sorghum,1995,12067,hg/ha,Yield
58,Ecuador,Sorghum,1996,11725,hg/ha,Yield
58,Ecuador,Sorghum,1997,17111,hg/ha,Yield
58,Ecuador,Sorghum,1998,13548,hg/ha,Yield
58,Ecuador,Sorghum,1999,13548,hg/ha,Yield
58,Ecuador,Sorghum,2000,14700,hg/ha,Yield
58,Ecuador,Sorghum,2001,14384,hg/ha,Yield
58,Ecuador,Sorghum,2002,20000,hg/ha,Yield
58,Ecuador,Sorghum,2003,20000,hg/ha,Yield
58,Ecuador,Sorghum,2004,20000,hg/ha,Yield
58,Ecuador,Sorghum,2005,14865,hg/ha,Yield
58,Ecuador,Sorghum,2006,15068,hg/ha,Yield
58,Ecuador,Sorghum,2007,16000,hg/ha,Yield
58,Ecuador,Sorghum,2008,16000,hg/ha,Yield
58,Ecuador,Sorghum,2009,16447,hg/ha,Yield
58,Ecuador,Sorghum,2010,16441,hg/ha,Yield
58,Ecuador,Sorghum,2011,16166,hg/ha,Yield
58,Ecuador,Sorghum,2012,16137,hg/ha,Yield
58,Ecuador,Sorghum,2013,16168,hg/ha,Yield
58,Ecuador,Sorghum,2014,16494,hg/ha,Yield
58,Ecuador,Sorghum,2015,16543,hg/ha,Yield
58,Ecuador,Sorghum,2016,16221,hg/ha,Yield
58,Ecuador,Sorghum,2017,16212,hg/ha,Yield
58,Ecuador,Sorghum,2018,16201,hg/ha,Yield
58,Ecuador,Sorghum,2019,16192,hg/ha,Yield
58,Ecuador,Wheat,1961,9924,hg/ha,Yield
58,Ecuador,Wheat,1962,7897,hg/ha,Yield
58,Ecuador,Wheat,1963,7901,hg/ha,Yield
58,Ecuador,Wheat,1964,6681,hg/ha,Yield
58,Ecuador,Wheat,1965,8897,hg/ha,Yield
58,Ecuador,Wheat,1966,9650,hg/ha,Yield
58,Ecuador,Wheat,1967,9869,hg/ha,Yield
58,Ecuador,Wheat,1968,10442,hg/ha,Yield
58,Ecuador,Wheat,1969,9388,hg/ha,Yield
58,Ecuador,Wheat,1970,10626,hg/ha,Yield
58,Ecuador,Wheat,1971,9017,hg/ha,Yield
58,Ecuador,Wheat,1972,9034,hg/ha,Yield
58,Ecuador,Wheat,1973,9717,hg/ha,Yield
58,Ecuador,Wheat,1974,9774,hg/ha,Yield
58,Ecuador,Wheat,1975,9205,hg/ha,Yield
58,Ecuador,Wheat,1976,8500,hg/ha,Yield
58,Ecuador,Wheat,1977,9731,hg/ha,Yield
58,Ecuador,Wheat,1978,10754,hg/ha,Yield
58,Ecuador,Wheat,1979,10290,hg/ha,Yield
58,Ecuador,Wheat,1980,9693,hg/ha,Yield
58,Ecuador,Wheat,1981,11141,hg/ha,Yield
58,Ecuador,Wheat,1982,11658,hg/ha,Yield
58,Ecuador,Wheat,1983,10450,hg/ha,Yield
58,Ecuador,Wheat,1984,10275,hg/ha,Yield
58,Ecuador,Wheat,1985,10192,hg/ha,Yield
58,Ecuador,Wheat,1986,8031,hg/ha,Yield
58,Ecuador,Wheat,1987,7961,hg/ha,Yield
58,Ecuador,Wheat,1988,8671,hg/ha,Yield
58,Ecuador,Wheat,1989,6665,hg/ha,Yield
58,Ecuador,Wheat,1990,7967,hg/ha,Yield
58,Ecuador,Wheat,1991,5696,hg/ha,Yield
58,Ecuador,Wheat,1992,5911,hg/ha,Yield
58,Ecuador,Wheat,1993,6711,hg/ha,Yield
58,Ecuador,Wheat,1994,6162,hg/ha,Yield
58,Ecuador,Wheat,1995,6951,hg/ha,Yield
58,Ecuador,Wheat,1996,6176,hg/ha,Yield
58,Ecuador,Wheat,1997,5976,hg/ha,Yield
58,Ecuador,Wheat,1998,6484,hg/ha,Yield
58,Ecuador,Wheat,1999,7001,hg/ha,Yield
58,Ecuador,Wheat,2000,6208,hg/ha,Yield
58,Ecuador,Wheat,2001,6100,hg/ha,Yield
58,Ecuador,Wheat,2002,5696,hg/ha,Yield
58,Ecuador,Wheat,2003,7980,hg/ha,Yield
58,Ecuador,Wheat,2004,8053,hg/ha,Yield
58,Ecuador,Wheat,2005,7220,hg/ha,Yield
58,Ecuador,Wheat,2006,7774,hg/ha,Yield
58,Ecuador,Wheat,2007,8186,hg/ha,Yield
58,Ecuador,Wheat,2008,7466,hg/ha,Yield
58,Ecuador,Wheat,2009,8617,hg/ha,Yield
58,Ecuador,Wheat,2010,8912,hg/ha,Yield
58,Ecuador,Wheat,2011,9249,hg/ha,Yield
58,Ecuador,Wheat,2012,7995,hg/ha,Yield
58,Ecuador,Wheat,2013,7064,hg/ha,Yield
58,Ecuador,Wheat,2014,11204,hg/ha,Yield
58,Ecuador,Wheat,2015,7166,hg/ha,Yield
58,Ecuador,Wheat,2016,15252,hg/ha,Yield
58,Ecuador,Wheat,2017,12924,hg/ha,Yield
58,Ecuador,Wheat,2018,17142,hg/ha,Yield
58,Ecuador,Wheat,2019,16444,hg/ha,Yield
60,El Salvador,Sorghum,1961,8598,hg/ha,Yield
60,El Salvador,Sorghum,1962,9505,hg/ha,Yield
60,El Salvador,Sorghum,1963,9501,hg/ha,Yield
60,El Salvador,Sorghum,1964,10072,hg/ha,Yield
60,El Salvador,Sorghum,1965,9507,hg/ha,Yield
60,El Salvador,Sorghum,1966,10658,hg/ha,Yield
60,El Salvador,Sorghum,1967,10406,hg/ha,Yield
60,El Salvador,Sorghum,1968,10919,hg/ha,Yield
60,El Salvador,Sorghum,1969,11254,hg/ha,Yield
60,El Salvador,Sorghum,1970,11853,hg/ha,Yield
60,El Salvador,Sorghum,1971,12413,hg/ha,Yield
60,El Salvador,Sorghum,1972,11176,hg/ha,Yield
60,El Salvador,Sorghum,1973,13143,hg/ha,Yield
60,El Salvador,Sorghum,1974,10290,hg/ha,Yield
60,El Salvador,Sorghum,1975,13205,hg/ha,Yield
60,El Salvador,Sorghum,1976,12514,hg/ha,Yield
60,El Salvador,Sorghum,1977,11433,hg/ha,Yield
60,El Salvador,Sorghum,1978,11830,hg/ha,Yield
60,El Salvador,Sorghum,1979,11183,hg/ha,Yield
60,El Salvador,Sorghum,1980,11707,hg/ha,Yield
60,El Salvador,Sorghum,1981,11762,hg/ha,Yield
60,El Salvador,Sorghum,1982,10437,hg/ha,Yield
60,El Salvador,Sorghum,1983,11134,hg/ha,Yield
60,El Salvador,Sorghum,1984,12090,hg/ha,Yield
60,El Salvador,Sorghum,1985,11594,hg/ha,Yield
60,El Salvador,Sorghum,1986,12288,hg/ha,Yield
60,El Salvador,Sorghum,1987,2075,hg/ha,Yield
60,El Salvador,Sorghum,1988,12572,hg/ha,Yield
60,El Salvador,Sorghum,1989,12496,hg/ha,Yield
60,El Salvador,Sorghum,1990,12423,hg/ha,Yield
60,El Salvador,Sorghum,1991,13228,hg/ha,Yield
60,El Salvador,Sorghum,1992,14383,hg/ha,Yield
60,El Salvador,Sorghum,1993,15254,hg/ha,Yield
60,El Salvador,Sorghum,1994,14961,hg/ha,Yield
60,El Salvador,Sorghum,1995,14970,hg/ha,Yield
60,El Salvador,Sorghum,1996,15242,hg/ha,Yield
60,El Salvador,Sorghum,1997,16050,hg/ha,Yield
60,El Salvador,Sorghum,1998,15421,hg/ha,Yield
60,El Salvador,Sorghum,1999,13111,hg/ha,Yield
60,El Salvador,Sorghum,2000,15855,hg/ha,Yield
60,El Salvador,Sorghum,2001,15445,hg/ha,Yield
60,El Salvador,Sorghum,2002,18428,hg/ha,Yield
60,El Salvador,Sorghum,2003,15985,hg/ha,Yield
60,El Salvador,Sorghum,2004,15999,hg/ha,Yield
60,El Salvador,Sorghum,2005,15859,hg/ha,Yield
60,El Salvador,Sorghum,2006,18397,hg/ha,Yield
60,El Salvador,Sorghum,2007,15307,hg/ha,Yield
60,El Salvador,Sorghum,2008,13899,hg/ha,Yield
60,El Salvador,Sorghum,2009,17133,hg/ha,Yield
60,El Salvador,Sorghum,2010,17201,hg/ha,Yield
60,El Salvador,Sorghum,2011,14534,hg/ha,Yield
60,El Salvador,Sorghum,2012,13204,hg/ha,Yield
60,El Salvador,Sorghum,2013,16633,hg/ha,Yield
60,El Salvador,Sorghum,2014,17248,hg/ha,Yield
60,El Salvador,Sorghum,2015,12463,hg/ha,Yield
60,El Salvador,Sorghum,2016,14631,hg/ha,Yield
60,El Salvador,Sorghum,2017,14634,hg/ha,Yield
60,El Salvador,Sorghum,2018,15800,hg/ha,Yield
60,El Salvador,Sorghum,2019,15602,hg/ha,Yield
89,Guatemala,Barley,1961,16667,hg/ha,Yield
89,Guatemala,Barley,1962,17143,hg/ha,Yield
89,Guatemala,Barley,1963,17500,hg/ha,Yield
89,Guatemala,Barley,1964,17778,hg/ha,Yield
89,Guatemala,Barley,1965,18000,hg/ha,Yield
89,Guatemala,Barley,1966,16667,hg/ha,Yield
89,Guatemala,Barley,1967,14769,hg/ha,Yield
89,Guatemala,Barley,1968,14778,hg/ha,Yield
89,Guatemala,Barley,1969,14700,hg/ha,Yield
89,Guatemala,Barley,1970,14636,hg/ha,Yield
89,Guatemala,Barley,1971,14917,hg/ha,Yield
89,Guatemala,Barley,1972,14815,hg/ha,Yield
89,Guatemala,Barley,1973,15000,hg/ha,Yield
89,Guatemala,Barley,1974,15200,hg/ha,Yield
89,Guatemala,Barley,1975,15190,hg/ha,Yield
89,Guatemala,Barley,1976,14636,hg/ha,Yield
89,Guatemala,Barley,1977,14833,hg/ha,Yield
89,Guatemala,Barley,1978,14938,hg/ha,Yield
89,Guatemala,Barley,1979,14485,hg/ha,Yield
89,Guatemala,Barley,1980,15824,hg/ha,Yield
89,Guatemala,Barley,1981,15000,hg/ha,Yield
89,Guatemala,Barley,1982,14815,hg/ha,Yield
89,Guatemala,Barley,1983,14846,hg/ha,Yield
89,Guatemala,Barley,1984,14444,hg/ha,Yield
89,Guatemala,Barley,1985,14375,hg/ha,Yield
89,Guatemala,Barley,1986,13000,hg/ha,Yield
89,Guatemala,Barley,1987,11860,hg/ha,Yield
89,Guatemala,Barley,1988,10760,hg/ha,Yield
89,Guatemala,Barley,1989,7899,hg/ha,Yield
89,Guatemala,Barley,1990,7881,hg/ha,Yield
89,Guatemala,Barley,1991,7883,hg/ha,Yield
89,Guatemala,Barley,1992,7875,hg/ha,Yield
89,Guatemala,Barley,1993,10189,hg/ha,Yield
89,Guatemala,Barley,1994,12045,hg/ha,Yield
89,Guatemala,Barley,1995,14167,hg/ha,Yield
89,Guatemala,Barley,1996,21348,hg/ha,Yield
89,Guatemala,Barley,1997,24382,hg/ha,Yield
89,Guatemala,Barley,1998,41357,hg/ha,Yield
89,Guatemala,Barley,1999,39540,hg/ha,Yield
89,Guatemala,Barley,2000,37494,hg/ha,Yield
89,Guatemala,Barley,2001,38571,hg/ha,Yield
89,Guatemala,Barley,2002,25714,hg/ha,Yield
89,Guatemala,Barley,2003,25714,hg/ha,Yield
89,Guatemala,Barley,2004,22857,hg/ha,Yield
89,Guatemala,Barley,2005,19524,hg/ha,Yield
89,Guatemala,Barley,2006,19524,hg/ha,Yield
89,Guatemala,Barley,2007,23810,hg/ha,Yield
89,Guatemala,Barley,2008,16429,hg/ha,Yield
89,Guatemala,Barley,2009,10000,hg/ha,Yield
89,Guatemala,Barley,2010,16250,hg/ha,Yield
89,Guatemala,Barley,2011,16250,hg/ha,Yield
89,Guatemala,Barley,2012,17500,hg/ha,Yield
89,Guatemala,Barley,2013,17500,hg/ha,Yield
89,Guatemala,Barley,2014,22500,hg/ha,Yield
89,Guatemala,Barley,2015,22500,hg/ha,Yield
89,Guatemala,Barley,2016,22500,hg/ha,Yield
89,Guatemala,Barley,2017,20000,hg/ha,Yield
89,Guatemala,Barley,2018,18667,hg/ha,Yield
89,Guatemala,Barley,2019,17059,hg/ha,Yield
89,Guatemala,Sorghum,1961,5926,hg/ha,Yield
89,Guatemala,Sorghum,1962,5926,hg/ha,Yield
89,Guatemala,Sorghum,1963,6000,hg/ha,Yield
89,Guatemala,Sorghum,1964,5702,hg/ha,Yield
89,Guatemala,Sorghum,1965,8916,hg/ha,Yield
89,Guatemala,Sorghum,1966,6732,hg/ha,Yield
89,Guatemala,Sorghum,1967,7185,hg/ha,Yield
89,Guatemala,Sorghum,1968,8951,hg/ha,Yield
89,Guatemala,Sorghum,1969,11064,hg/ha,Yield
89,Guatemala,Sorghum,1970,8882,hg/ha,Yield
89,Guatemala,Sorghum,1971,7551,hg/ha,Yield
89,Guatemala,Sorghum,1972,9858,hg/ha,Yield
89,Guatemala,Sorghum,1973,13716,hg/ha,Yield
89,Guatemala,Sorghum,1974,16241,hg/ha,Yield
89,Guatemala,Sorghum,1975,16270,hg/ha,Yield
89,Guatemala,Sorghum,1976,13085,hg/ha,Yield
89,Guatemala,Sorghum,1977,13619,hg/ha,Yield
89,Guatemala,Sorghum,1978,15091,hg/ha,Yield
89,Guatemala,Sorghum,1979,17711,hg/ha,Yield
89,Guatemala,Sorghum,1980,22547,hg/ha,Yield
89,Guatemala,Sorghum,1981,21200,hg/ha,Yield
89,Guatemala,Sorghum,1982,25150,hg/ha,Yield
89,Guatemala,Sorghum,1983,17077,hg/ha,Yield
89,Guatemala,Sorghum,1984,14041,hg/ha,Yield
89,Guatemala,Sorghum,1985,15188,hg/ha,Yield
89,Guatemala,Sorghum,1986,15028,hg/ha,Yield
89,Guatemala,Sorghum,1987,22038,hg/ha,Yield
89,Guatemala,Sorghum,1988,18868,hg/ha,Yield
89,Guatemala,Sorghum,1989,14704,hg/ha,Yield
89,Guatemala,Sorghum,1990,16237,hg/ha,Yield
89,Guatemala,Sorghum,1991,11759,hg/ha,Yield
89,Guatemala,Sorghum,1992,12008,hg/ha,Yield
89,Guatemala,Sorghum,1993,11691,hg/ha,Yield
89,Guatemala,Sorghum,1994,8355,hg/ha,Yield
89,Guatemala,Sorghum,1995,11610,hg/ha,Yield
89,Guatemala,Sorghum,1996,11846,hg/ha,Yield
89,Guatemala,Sorghum,1997,11825,hg/ha,Yield
89,Guatemala,Sorghum,1998,11699,hg/ha,Yield
89,Guatemala,Sorghum,1999,12067,hg/ha,Yield
89,Guatemala,Sorghum,2000,12057,hg/ha,Yield
89,Guatemala,Sorghum,2001,13629,hg/ha,Yield
89,Guatemala,Sorghum,2002,14004,hg/ha,Yield
89,Guatemala,Sorghum,2003,14371,hg/ha,Yield
89,Guatemala,Sorghum,2004,16502,hg/ha,Yield
89,Guatemala,Sorghum,2005,16225,hg/ha,Yield
89,Guatemala,Sorghum,2006,13536,hg/ha,Yield
89,Guatemala,Sorghum,2007,17498,hg/ha,Yield
89,Guatemala,Sorghum,2008,16658,hg/ha,Yield
89,Guatemala,Sorghum,2009,17524,hg/ha,Yield
89,Guatemala,Sorghum,2010,17398,hg/ha,Yield
89,Guatemala,Sorghum,2011,17482,hg/ha,Yield
89,Guatemala,Sorghum,2012,17558,hg/ha,Yield
89,Guatemala,Sorghum,2013,17290,hg/ha,Yield
89,Guatemala,Sorghum,2014,18046,hg/ha,Yield
89,Guatemala,Sorghum,2015,18205,hg/ha,Yield
89,Guatemala,Sorghum,2016,18287,hg/ha,Yield
89,Guatemala,Sorghum,2017,18316,hg/ha,Yield
89,Guatemala,Sorghum,2018,18308,hg/ha,Yield
89,Guatemala,Sorghum,2019,18926,hg/ha,Yield
89,Guatemala,Wheat,1961,7319,hg/ha,Yield
89,Guatemala,Wheat,1962,8200,hg/ha,Yield
89,Guatemala,Wheat,1963,9371,hg/ha,Yield
89,Guatemala,Wheat,1964,9304,hg/ha,Yield
89,Guatemala,Wheat,1965,9914,hg/ha,Yield
89,Guatemala,Wheat,1966,9580,hg/ha,Yield
89,Guatemala,Wheat,1967,8687,hg/ha,Yield
89,Guatemala,Wheat,1968,10975,hg/ha,Yield
89,Guatemala,Wheat,1969,10313,hg/ha,Yield
89,Guatemala,Wheat,1970,11003,hg/ha,Yield
89,Guatemala,Wheat,1971,12242,hg/ha,Yield
89,Guatemala,Wheat,1972,13695,hg/ha,Yield
89,Guatemala,Wheat,1973,16853,hg/ha,Yield
89,Guatemala,Wheat,1974,11764,hg/ha,Yield
89,Guatemala,Wheat,1975,11757,hg/ha,Yield
89,Guatemala,Wheat,1976,13055,hg/ha,Yield
89,Guatemala,Wheat,1977,12445,hg/ha,Yield
89,Guatemala,Wheat,1978,11377,hg/ha,Yield
89,Guatemala,Wheat,1979,15715,hg/ha,Yield
89,Guatemala,Wheat,1980,14615,hg/ha,Yield
89,Guatemala,Wheat,1981,17556,hg/ha,Yield
89,Guatemala,Wheat,1982,16413,hg/ha,Yield
89,Guatemala,Wheat,1983,20976,hg/ha,Yield
89,Guatemala,Wheat,1984,28168,hg/ha,Yield
89,Guatemala,Wheat,1985,17079,hg/ha,Yield
89,Guatemala,Wheat,1986,19986,hg/ha,Yield
89,Guatemala,Wheat,1987,20026,hg/ha,Yield
89,Guatemala,Wheat,1988,19966,hg/ha,Yield
89,Guatemala,Wheat,1989,19993,hg/ha,Yield
89,Guatemala,Wheat,1990,19983,hg/ha,Yield
89,Guatemala,Wheat,1991,20124,hg/ha,Yield
89,Guatemala,Wheat,1992,20000,hg/ha,Yield
89,Guatemala,Wheat,1993,19924,hg/ha,Yield
89,Guatemala,Wheat,1994,21025,hg/ha,Yield
89,Guatemala,Wheat,1995,20987,hg/ha,Yield
89,Guatemala,Wheat,1996,21020,hg/ha,Yield
89,Guatemala,Wheat,1997,20408,hg/ha,Yield
89,Guatemala,Wheat,1998,19721,hg/ha,Yield
89,Guatemala,Wheat,1999,19633,hg/ha,Yield
89,Guatemala,Wheat,2000,20934,hg/ha,Yield
89,Guatemala,Wheat,2001,29633,hg/ha,Yield
89,Guatemala,Wheat,2002,19142,hg/ha,Yield
89,Guatemala,Wheat,2003,20243,hg/ha,Yield
89,Guatemala,Wheat,2004,20181,hg/ha,Yield
89,Guatemala,Wheat,2005,21288,hg/ha,Yield
89,Guatemala,Wheat,2006,22718,hg/ha,Yield
89,Guatemala,Wheat,2007,22217,hg/ha,Yield
89,Guatemala,Wheat,2008,24005,hg/ha,Yield
89,Guatemala,Wheat,2009,22132,hg/ha,Yield
89,Guatemala,Wheat,2010,20572,hg/ha,Yield
89,Guatemala,Wheat,2011,20501,hg/ha,Yield
89,Guatemala,Wheat,2012,21674,hg/ha,Yield
89,Guatemala,Wheat,2013,20234,hg/ha,Yield
89,Guatemala,Wheat,2014,21769,hg/ha,Yield
89,Guatemala,Wheat,2015,21214,hg/ha,Yield
89,Guatemala,Wheat,2016,21318,hg/ha,Yield
89,Guatemala,Wheat,2017,21267,hg/ha,Yield
89,Guatemala,Wheat,2018,21091,hg/ha,Yield
89,Guatemala,Wheat,2019,21429,hg/ha,Yield
93,Haiti,Sorghum,1961,9150,hg/ha,Yield
93,Haiti,Sorghum,1962,9175,hg/ha,Yield
93,Haiti,Sorghum,1963,9200,hg/ha,Yield
93,Haiti,Sorghum,1964,9250,hg/ha,Yield
93,Haiti,Sorghum,1965,9350,hg/ha,Yield
93,Haiti,Sorghum,1966,9365,hg/ha,Yield
93,Haiti,Sorghum,1967,9400,hg/ha,Yield
93,Haiti,Sorghum,1968,9450,hg/ha,Yield
93,Haiti,Sorghum,1969,9858,hg/ha,Yield
93,Haiti,Sorghum,1970,9767,hg/ha,Yield
93,Haiti,Sorghum,1971,9814,hg/ha,Yield
93,Haiti,Sorghum,1972,9817,hg/ha,Yield
93,Haiti,Sorghum,1973,8438,hg/ha,Yield
93,Haiti,Sorghum,1974,9310,hg/ha,Yield
93,Haiti,Sorghum,1975,9643,hg/ha,Yield
93,Haiti,Sorghum,1976,10385,hg/ha,Yield
93,Haiti,Sorghum,1977,7300,hg/ha,Yield
93,Haiti,Sorghum,1978,6000,hg/ha,Yield
93,Haiti,Sorghum,1979,7867,hg/ha,Yield
93,Haiti,Sorghum,1980,7410,hg/ha,Yield
93,Haiti,Sorghum,1981,7597,hg/ha,Yield
93,Haiti,Sorghum,1982,6877,hg/ha,Yield
93,Haiti,Sorghum,1983,7390,hg/ha,Yield
93,Haiti,Sorghum,1984,7588,hg/ha,Yield
93,Haiti,Sorghum,1985,8512,hg/ha,Yield
93,Haiti,Sorghum,1986,8000,hg/ha,Yield
