Area Code (FAO),Nation,Item,Year,yf_agrc_fruits_tonne_ha,units,Element
91,Guyana,Maize,1992,12075,hg/ha,Yield
91,Guyana,Maize,1993,12069,hg/ha,Yield
91,Guyana,Maize,1994,11786,hg/ha,Yield
91,Guyana,Maize,1995,13329,hg/ha,Yield
91,Guyana,Maize,1996,11481,hg/ha,Yield
91,Guyana,Maize,1997,30385,hg/ha,Yield
91,Guyana,Maize,1998,15680,hg/ha,Yield
91,Guyana,Maize,1999,14946,hg/ha,Yield
91,Guyana,Maize,2000,12352,hg/ha,Yield
91,Guyana,Maize,2001,12644,hg/ha,Yield
91,Guyana,Maize,2002,14055,hg/ha,Yield
91,Guyana,Maize,2003,12500,hg/ha,Yield
91,Guyana,Maize,2004,12500,hg/ha,Yield
91,Guyana,Maize,2005,12500,hg/ha,Yield
91,Guyana,Maize,2006,10000,hg/ha,Yield
91,Guyana,Maize,2007,17174,hg/ha,Yield
91,Guyana,Maize,2008,13333,hg/ha,Yield
91,Guyana,Maize,2009,13405,hg/ha,Yield
91,Guyana,Maize,2010,13688,hg/ha,Yield
91,Guyana,Maize,2011,13771,hg/ha,Yield
91,Guyana,Maize,2012,13755,hg/ha,Yield
91,Guyana,Maize,2013,13741,hg/ha,Yield
91,Guyana,Maize,2014,13689,hg/ha,Yield
91,Guyana,Maize,2015,13689,hg/ha,Yield
91,Guyana,Maize,2016,13703,hg/ha,Yield
91,Guyana,Maize,2017,13680,hg/ha,Yield
91,Guyana,Maize,2018,13657,hg/ha,Yield
91,Guyana,Maize,2019,13633,hg/ha,Yield
93,Haiti,Maize,1961,10364,hg/ha,Yield
93,Haiti,Maize,1962,10409,hg/ha,Yield
93,Haiti,Maize,1963,10455,hg/ha,Yield
93,Haiti,Maize,1964,10311,hg/ha,Yield
93,Haiti,Maize,1965,10400,hg/ha,Yield
93,Haiti,Maize,1966,10387,hg/ha,Yield
93,Haiti,Maize,1967,10696,hg/ha,Yield
93,Haiti,Maize,1968,9778,hg/ha,Yield
93,Haiti,Maize,1969,10522,hg/ha,Yield
93,Haiti,Maize,1970,10435,hg/ha,Yield
93,Haiti,Maize,1971,10769,hg/ha,Yield
93,Haiti,Maize,1972,11174,hg/ha,Yield
93,Haiti,Maize,1973,8870,hg/ha,Yield
93,Haiti,Maize,1974,10200,hg/ha,Yield
93,Haiti,Maize,1975,9231,hg/ha,Yield
93,Haiti,Maize,1976,9474,hg/ha,Yield
93,Haiti,Maize,1977,7999,hg/ha,Yield
93,Haiti,Maize,1978,6500,hg/ha,Yield
93,Haiti,Maize,1979,7843,hg/ha,Yield
93,Haiti,Maize,1980,8959,hg/ha,Yield
93,Haiti,Maize,1981,9446,hg/ha,Yield
93,Haiti,Maize,1982,9994,hg/ha,Yield
93,Haiti,Maize,1983,9300,hg/ha,Yield
93,Haiti,Maize,1984,9323,hg/ha,Yield
93,Haiti,Maize,1985,8000,hg/ha,Yield
93,Haiti,Maize,1986,8027,hg/ha,Yield
93,Haiti,Maize,1987,8000,hg/ha,Yield
93,Haiti,Maize,1988,8000,hg/ha,Yield
93,Haiti,Maize,1989,8000,hg/ha,Yield
93,Haiti,Maize,1990,7951,hg/ha,Yield
93,Haiti,Maize,1991,8085,hg/ha,Yield
93,Haiti,Maize,1992,7948,hg/ha,Yield
93,Haiti,Maize,1993,8077,hg/ha,Yield
93,Haiti,Maize,1994,8014,hg/ha,Yield
93,Haiti,Maize,1995,8000,hg/ha,Yield
93,Haiti,Maize,1996,7940,hg/ha,Yield
93,Haiti,Maize,1997,7986,hg/ha,Yield
93,Haiti,Maize,1998,7900,hg/ha,Yield
93,Haiti,Maize,1999,8333,hg/ha,Yield
93,Haiti,Maize,2000,7500,hg/ha,Yield
93,Haiti,Maize,2001,6923,hg/ha,Yield
93,Haiti,Maize,2002,7475,hg/ha,Yield
93,Haiti,Maize,2003,7429,hg/ha,Yield
93,Haiti,Maize,2004,7615,hg/ha,Yield
93,Haiti,Maize,2005,7802,hg/ha,Yield
93,Haiti,Maize,2006,7795,hg/ha,Yield
93,Haiti,Maize,2007,7803,hg/ha,Yield
93,Haiti,Maize,2008,7807,hg/ha,Yield
93,Haiti,Maize,2009,8013,hg/ha,Yield
93,Haiti,Maize,2010,8035,hg/ha,Yield
93,Haiti,Maize,2011,8093,hg/ha,Yield
93,Haiti,Maize,2012,8160,hg/ha,Yield
93,Haiti,Maize,2013,8545,hg/ha,Yield
93,Haiti,Maize,2014,7814,hg/ha,Yield
93,Haiti,Maize,2015,7672,hg/ha,Yield
93,Haiti,Maize,2016,7557,hg/ha,Yield
93,Haiti,Maize,2017,7439,hg/ha,Yield
93,Haiti,Maize,2018,5787,hg/ha,Yield
93,Haiti,Maize,2019,7344,hg/ha,Yield
95,Honduras,Maize,1961,10253,hg/ha,Yield
95,Honduras,Maize,1962,10526,hg/ha,Yield
95,Honduras,Maize,1963,10806,hg/ha,Yield
95,Honduras,Maize,1964,11086,hg/ha,Yield
95,Honduras,Maize,1965,11366,hg/ha,Yield
95,Honduras,Maize,1966,11966,hg/ha,Yield
95,Honduras,Maize,1967,11971,hg/ha,Yield
95,Honduras,Maize,1968,11975,hg/ha,Yield
95,Honduras,Maize,1969,11979,hg/ha,Yield
95,Honduras,Maize,1970,11984,hg/ha,Yield
95,Honduras,Maize,1971,11988,hg/ha,Yield
95,Honduras,Maize,1972,11993,hg/ha,Yield
95,Honduras,Maize,1973,11935,hg/ha,Yield
95,Honduras,Maize,1974,12001,hg/ha,Yield
95,Honduras,Maize,1975,10835,hg/ha,Yield
95,Honduras,Maize,1976,10206,hg/ha,Yield
95,Honduras,Maize,1977,9352,hg/ha,Yield
95,Honduras,Maize,1978,9589,hg/ha,Yield
95,Honduras,Maize,1979,10371,hg/ha,Yield
95,Honduras,Maize,1980,11455,hg/ha,Yield
95,Honduras,Maize,1981,14237,hg/ha,Yield
95,Honduras,Maize,1982,13451,hg/ha,Yield
95,Honduras,Maize,1983,14851,hg/ha,Yield
95,Honduras,Maize,1984,13545,hg/ha,Yield
95,Honduras,Maize,1985,14650,hg/ha,Yield
95,Honduras,Maize,1986,13972,hg/ha,Yield
95,Honduras,Maize,1987,15211,hg/ha,Yield
95,Honduras,Maize,1988,13193,hg/ha,Yield
95,Honduras,Maize,1989,14527,hg/ha,Yield
95,Honduras,Maize,1990,15188,hg/ha,Yield
95,Honduras,Maize,1991,13185,hg/ha,Yield
95,Honduras,Maize,1992,12942,hg/ha,Yield
95,Honduras,Maize,1993,13694,hg/ha,Yield
95,Honduras,Maize,1994,13837,hg/ha,Yield
95,Honduras,Maize,1995,16396,hg/ha,Yield
95,Honduras,Maize,1996,16180,hg/ha,Yield
95,Honduras,Maize,1997,15591,hg/ha,Yield
95,Honduras,Maize,1998,10557,hg/ha,Yield
95,Honduras,Maize,1999,12249,hg/ha,Yield
95,Honduras,Maize,2000,14360,hg/ha,Yield
95,Honduras,Maize,2001,14992,hg/ha,Yield
95,Honduras,Maize,2002,13655,hg/ha,Yield
95,Honduras,Maize,2003,15572,hg/ha,Yield
95,Honduras,Maize,2004,13855,hg/ha,Yield
95,Honduras,Maize,2005,15387,hg/ha,Yield
95,Honduras,Maize,2006,15394,hg/ha,Yield
95,Honduras,Maize,2007,16922,hg/ha,Yield
95,Honduras,Maize,2008,16885,hg/ha,Yield
95,Honduras,Maize,2009,17503,hg/ha,Yield
95,Honduras,Maize,2010,16504,hg/ha,Yield
95,Honduras,Maize,2011,16593,hg/ha,Yield
95,Honduras,Maize,2012,15795,hg/ha,Yield
95,Honduras,Maize,2013,16183,hg/ha,Yield
95,Honduras,Maize,2014,18571,hg/ha,Yield
95,Honduras,Maize,2015,17823,hg/ha,Yield
95,Honduras,Maize,2016,18571,hg/ha,Yield
95,Honduras,Maize,2017,17939,hg/ha,Yield
95,Honduras,Maize,2018,18065,hg/ha,Yield
95,Honduras,Maize,2019,18214,hg/ha,Yield
109,Jamaica,Maize,1961,5492,hg/ha,Yield
109,Jamaica,Maize,1962,7339,hg/ha,Yield
109,Jamaica,Maize,1963,6494,hg/ha,Yield
109,Jamaica,Maize,1964,11046,hg/ha,Yield
109,Jamaica,Maize,1965,11123,hg/ha,Yield
109,Jamaica,Maize,1966,9864,hg/ha,Yield
109,Jamaica,Maize,1967,11727,hg/ha,Yield
109,Jamaica,Maize,1968,8693,hg/ha,Yield
109,Jamaica,Maize,1969,11963,hg/ha,Yield
109,Jamaica,Maize,1970,13508,hg/ha,Yield
109,Jamaica,Maize,1971,12641,hg/ha,Yield
109,Jamaica,Maize,1972,10934,hg/ha,Yield
109,Jamaica,Maize,1973,11342,hg/ha,Yield
109,Jamaica,Maize,1974,15460,hg/ha,Yield
109,Jamaica,Maize,1975,18642,hg/ha,Yield
109,Jamaica,Maize,1976,18215,hg/ha,Yield
109,Jamaica,Maize,1977,21528,hg/ha,Yield
109,Jamaica,Maize,1978,16235,hg/ha,Yield
109,Jamaica,Maize,1979,14913,hg/ha,Yield
109,Jamaica,Maize,1980,15216,hg/ha,Yield
109,Jamaica,Maize,1981,14543,hg/ha,Yield
109,Jamaica,Maize,1982,13022,hg/ha,Yield
109,Jamaica,Maize,1983,12945,hg/ha,Yield
109,Jamaica,Maize,1984,12845,hg/ha,Yield
109,Jamaica,Maize,1985,13029,hg/ha,Yield
109,Jamaica,Maize,1986,10371,hg/ha,Yield
109,Jamaica,Maize,1987,11340,hg/ha,Yield
109,Jamaica,Maize,1988,10478,hg/ha,Yield
109,Jamaica,Maize,1989,11688,hg/ha,Yield
109,Jamaica,Maize,1990,10588,hg/ha,Yield
109,Jamaica,Maize,1991,11667,hg/ha,Yield
109,Jamaica,Maize,1992,14225,hg/ha,Yield
109,Jamaica,Maize,1993,15115,hg/ha,Yield
109,Jamaica,Maize,1994,13594,hg/ha,Yield
109,Jamaica,Maize,1995,13375,hg/ha,Yield
109,Jamaica,Maize,1996,13741,hg/ha,Yield
109,Jamaica,Maize,1997,11568,hg/ha,Yield
109,Jamaica,Maize,1998,11436,hg/ha,Yield
109,Jamaica,Maize,1999,12231,hg/ha,Yield
109,Jamaica,Maize,2000,11487,hg/ha,Yield
109,Jamaica,Maize,2001,12068,hg/ha,Yield
109,Jamaica,Maize,2002,11818,hg/ha,Yield
109,Jamaica,Maize,2003,12315,hg/ha,Yield
109,Jamaica,Maize,2004,11842,hg/ha,Yield
109,Jamaica,Maize,2005,12547,hg/ha,Yield
109,Jamaica,Maize,2006,12284,hg/ha,Yield
109,Jamaica,Maize,2007,11950,hg/ha,Yield
109,Jamaica,Maize,2008,12538,hg/ha,Yield
109,Jamaica,Maize,2009,12615,hg/ha,Yield
109,Jamaica,Maize,2010,11710,hg/ha,Yield
109,Jamaica,Maize,2011,12747,hg/ha,Yield
109,Jamaica,Maize,2012,11889,hg/ha,Yield
109,Jamaica,Maize,2013,11883,hg/ha,Yield
109,Jamaica,Maize,2014,11318,hg/ha,Yield
109,Jamaica,Maize,2015,11366,hg/ha,Yield
109,Jamaica,Maize,2016,10853,hg/ha,Yield
109,Jamaica,Maize,2017,11625,hg/ha,Yield
109,Jamaica,Maize,2018,11482,hg/ha,Yield
109,Jamaica,Maize,2019,11258,hg/ha,Yield
109,Jamaica,"Maize, green",1961,25000,hg/ha,Yield
109,Jamaica,"Maize, green",1962,30000,hg/ha,Yield
109,Jamaica,"Maize, green",1963,33333,hg/ha,Yield
109,Jamaica,"Maize, green",1964,30000,hg/ha,Yield
109,Jamaica,"Maize, green",1965,30000,hg/ha,Yield
109,Jamaica,"Maize, green",1966,33600,hg/ha,Yield
109,Jamaica,"Maize, green",1967,43333,hg/ha,Yield
109,Jamaica,"Maize, green",1968,26800,hg/ha,Yield
109,Jamaica,"Maize, green",1969,42000,hg/ha,Yield
109,Jamaica,"Maize, green",1970,35714,hg/ha,Yield
109,Jamaica,"Maize, green",1971,42222,hg/ha,Yield
109,Jamaica,"Maize, green",1972,42941,hg/ha,Yield
109,Jamaica,"Maize, green",1973,40000,hg/ha,Yield
109,Jamaica,"Maize, green",1974,33000,hg/ha,Yield
109,Jamaica,"Maize, green",1975,31250,hg/ha,Yield
109,Jamaica,"Maize, green",1977,50000,hg/ha,Yield
109,Jamaica,"Maize, green",1991,16667,hg/ha,Yield
109,Jamaica,"Maize, green",1992,24444,hg/ha,Yield
109,Jamaica,"Maize, green",1993,40000,hg/ha,Yield
109,Jamaica,"Maize, green",1994,35333,hg/ha,Yield
109,Jamaica,"Maize, green",1995,15000,hg/ha,Yield
109,Jamaica,"Maize, green",1996,14000,hg/ha,Yield
109,Jamaica,"Maize, green",1997,12000,hg/ha,Yield
109,Jamaica,"Maize, green",1998,12000,hg/ha,Yield
109,Jamaica,"Maize, green",1999,12000,hg/ha,Yield
109,Jamaica,"Maize, green",2000,12000,hg/ha,Yield
109,Jamaica,"Maize, green",2001,12000,hg/ha,Yield
109,Jamaica,"Maize, green",2002,12000,hg/ha,Yield
109,Jamaica,"Maize, green",2003,12000,hg/ha,Yield
109,Jamaica,"Maize, green",2004,10909,hg/ha,Yield
109,Jamaica,"Maize, green",2005,11333,hg/ha,Yield
109,Jamaica,"Maize, green",2006,10909,hg/ha,Yield
109,Jamaica,"Maize, green",2007,10377,hg/ha,Yield
109,Jamaica,"Maize, green",2008,10345,hg/ha,Yield
109,Jamaica,"Maize, green",2009,10208,hg/ha,Yield
109,Jamaica,"Maize, green",2010,10000,hg/ha,Yield
109,Jamaica,"Maize, green",2011,10000,hg/ha,Yield
109,Jamaica,"Maize, green",2012,9600,hg/ha,Yield
109,Jamaica,"Maize, green",2013,9615,hg/ha,Yield
109,Jamaica,"Maize, green",2014,9123,hg/ha,Yield
109,Jamaica,"Maize, green",2015,9016,hg/ha,Yield
109,Jamaica,"Maize, green",2016,9344,hg/ha,Yield
109,Jamaica,"Maize, green",2017,9063,hg/ha,Yield
109,Jamaica,"Maize, green",2018,8955,hg/ha,Yield
109,Jamaica,"Maize, green",2019,8986,hg/ha,Yield
138,Mexico,Maize,1961,9934,hg/ha,Yield
138,Mexico,Maize,1962,9946,hg/ha,Yield
138,Mexico,Maize,1963,9867,hg/ha,Yield
138,Mexico,Maize,1964,11332,hg/ha,Yield
138,Mexico,Maize,1965,11578,hg/ha,Yield
138,Mexico,Maize,1966,11188,hg/ha,Yield
138,Mexico,Maize,1967,11304,hg/ha,Yield
138,Mexico,Maize,1968,11806,hg/ha,Yield
138,Mexico,Maize,1969,11840,hg/ha,Yield
138,Mexico,Maize,1970,11935,hg/ha,Yield
138,Mexico,Maize,1971,12723,hg/ha,Yield
138,Mexico,Maize,1972,12648,hg/ha,Yield
138,Mexico,Maize,1973,11318,hg/ha,Yield
138,Mexico,Maize,1974,11683,hg/ha,Yield
138,Mexico,Maize,1975,12621,hg/ha,Yield
138,Mexico,Maize,1976,11819,hg/ha,Yield
138,Mexico,Maize,1977,13572,hg/ha,Yield
138,Mexico,Maize,1978,15199,hg/ha,Yield
138,Mexico,Maize,1979,15154,hg/ha,Yield
138,Mexico,Maize,1980,18261,hg/ha,Yield
138,Mexico,Maize,1981,18240,hg/ha,Yield
138,Mexico,Maize,1982,17976,hg/ha,Yield
138,Mexico,Maize,1983,17770,hg/ha,Yield
138,Mexico,Maize,1984,18554,hg/ha,Yield
138,Mexico,Maize,1985,18583,hg/ha,Yield
138,Mexico,Maize,1986,18406,hg/ha,Yield
138,Mexico,Maize,1987,17058,hg/ha,Yield
138,Mexico,Maize,1988,16289,hg/ha,Yield
138,Mexico,Maize,1989,16929,hg/ha,Yield
138,Mexico,Maize,1990,19942,hg/ha,Yield
138,Mexico,Maize,1991,20515,hg/ha,Yield
138,Mexico,Maize,1992,23450,hg/ha,Yield
138,Mexico,Maize,1993,24401,hg/ha,Yield
138,Mexico,Maize,1994,22255,hg/ha,Yield
138,Mexico,Maize,1995,22883,hg/ha,Yield
138,Mexico,Maize,1996,22387,hg/ha,Yield
138,Mexico,Maize,1997,23840,hg/ha,Yield
138,Mexico,Maize,1998,23429,hg/ha,Yield
138,Mexico,Maize,1999,24720,hg/ha,Yield
138,Mexico,Maize,2000,24620,hg/ha,Yield
138,Mexico,Maize,2001,25777,hg/ha,Yield
138,Mexico,Maize,2002,27105,hg/ha,Yield
138,Mexico,Maize,2003,27525,hg/ha,Yield
138,Mexico,Maize,2004,28188,hg/ha,Yield
138,Mexico,Maize,2005,29276,hg/ha,Yield
138,Mexico,Maize,2006,30012,hg/ha,Yield
138,Mexico,Maize,2007,32063,hg/ha,Yield
138,Mexico,Maize,2008,33071,hg/ha,Yield
138,Mexico,Maize,2009,32368,hg/ha,Yield
138,Mexico,Maize,2010,32599,hg/ha,Yield
138,Mexico,Maize,2011,29058,hg/ha,Yield
138,Mexico,Maize,2012,31874,hg/ha,Yield
138,Mexico,Maize,2013,31941,hg/ha,Yield
138,Mexico,Maize,2014,32964,hg/ha,Yield
138,Mexico,Maize,2015,34782,hg/ha,Yield
138,Mexico,Maize,2016,37180,hg/ha,Yield
138,Mexico,Maize,2017,37888,hg/ha,Yield
138,Mexico,Maize,2018,38146,hg/ha,Yield
138,Mexico,Maize,2019,40697,hg/ha,Yield
138,Mexico,"Maize, green",1980,96210,hg/ha,Yield
138,Mexico,"Maize, green",1981,90901,hg/ha,Yield
138,Mexico,"Maize, green",1982,104269,hg/ha,Yield
138,Mexico,"Maize, green",1983,107018,hg/ha,Yield
138,Mexico,"Maize, green",1984,107489,hg/ha,Yield
138,Mexico,"Maize, green",1985,106516,hg/ha,Yield
138,Mexico,"Maize, green",1986,109792,hg/ha,Yield
138,Mexico,"Maize, green",1987,90079,hg/ha,Yield
138,Mexico,"Maize, green",1988,92918,hg/ha,Yield
138,Mexico,"Maize, green",1989,103674,hg/ha,Yield
138,Mexico,"Maize, green",1990,91929,hg/ha,Yield
138,Mexico,"Maize, green",1991,95838,hg/ha,Yield
138,Mexico,"Maize, green",1992,99185,hg/ha,Yield
138,Mexico,"Maize, green",1993,96053,hg/ha,Yield
138,Mexico,"Maize, green",1994,93232,hg/ha,Yield
138,Mexico,"Maize, green",1995,97337,hg/ha,Yield
138,Mexico,"Maize, green",1996,107101,hg/ha,Yield
138,Mexico,"Maize, green",1997,96429,hg/ha,Yield
138,Mexico,"Maize, green",1998,99672,hg/ha,Yield
138,Mexico,"Maize, green",1999,104920,hg/ha,Yield
138,Mexico,"Maize, green",2000,111808,hg/ha,Yield
138,Mexico,"Maize, green",2001,125397,hg/ha,Yield
138,Mexico,"Maize, green",2002,116990,hg/ha,Yield
138,Mexico,"Maize, green",2003,116454,hg/ha,Yield
138,Mexico,"Maize, green",2004,97738,hg/ha,Yield
138,Mexico,"Maize, green",2005,89466,hg/ha,Yield
138,Mexico,"Maize, green",2006,94802,hg/ha,Yield
138,Mexico,"Maize, green",2007,110379,hg/ha,Yield
138,Mexico,"Maize, green",2008,108332,hg/ha,Yield
138,Mexico,"Maize, green",2009,98277,hg/ha,Yield
138,Mexico,"Maize, green",2010,115287,hg/ha,Yield
138,Mexico,"Maize, green",2011,121829,hg/ha,Yield
138,Mexico,"Maize, green",2012,125530,hg/ha,Yield
138,Mexico,"Maize, green",2013,125575,hg/ha,Yield
138,Mexico,"Maize, green",2014,126857,hg/ha,Yield
138,Mexico,"Maize, green",2015,126035,hg/ha,Yield
138,Mexico,"Maize, green",2016,127882,hg/ha,Yield
138,Mexico,"Maize, green",2017,153713,hg/ha,Yield
138,Mexico,"Maize, green",2018,156596,hg/ha,Yield
138,Mexico,"Maize, green",2019,150906,hg/ha,Yield
157,Nicaragua,Maize,1961,8482,hg/ha,Yield
157,Nicaragua,Maize,1962,8660,hg/ha,Yield
157,Nicaragua,Maize,1963,8871,hg/ha,Yield
157,Nicaragua,Maize,1964,9060,hg/ha,Yield
157,Nicaragua,Maize,1965,8767,hg/ha,Yield
157,Nicaragua,Maize,1966,8911,hg/ha,Yield
157,Nicaragua,Maize,1967,8888,hg/ha,Yield
157,Nicaragua,Maize,1968,8936,hg/ha,Yield
157,Nicaragua,Maize,1969,9108,hg/ha,Yield
157,Nicaragua,Maize,1970,9134,hg/ha,Yield
157,Nicaragua,Maize,1971,9131,hg/ha,Yield
157,Nicaragua,Maize,1972,6196,hg/ha,Yield
157,Nicaragua,Maize,1973,9310,hg/ha,Yield
157,Nicaragua,Maize,1974,7756,hg/ha,Yield
157,Nicaragua,Maize,1975,9200,hg/ha,Yield
157,Nicaragua,Maize,1976,8871,hg/ha,Yield
157,Nicaragua,Maize,1977,8544,hg/ha,Yield
157,Nicaragua,Maize,1978,11171,hg/ha,Yield
157,Nicaragua,Maize,1979,10279,hg/ha,Yield
157,Nicaragua,Maize,1980,11231,hg/ha,Yield
157,Nicaragua,Maize,1981,9385,hg/ha,Yield
157,Nicaragua,Maize,1982,9256,hg/ha,Yield
157,Nicaragua,Maize,1983,9951,hg/ha,Yield
157,Nicaragua,Maize,1984,10998,hg/ha,Yield
157,Nicaragua,Maize,1985,10978,hg/ha,Yield
157,Nicaragua,Maize,1986,14596,hg/ha,Yield
157,Nicaragua,Maize,1987,13713,hg/ha,Yield
157,Nicaragua,Maize,1988,15500,hg/ha,Yield
157,Nicaragua,Maize,1989,13568,hg/ha,Yield
157,Nicaragua,Maize,1990,12825,hg/ha,Yield
157,Nicaragua,Maize,1991,10228,hg/ha,Yield
157,Nicaragua,Maize,1992,13129,hg/ha,Yield
157,Nicaragua,Maize,1993,13037,hg/ha,Yield
157,Nicaragua,Maize,1994,12367,hg/ha,Yield
157,Nicaragua,Maize,1995,11868,hg/ha,Yield
157,Nicaragua,Maize,1996,11620,hg/ha,Yield
157,Nicaragua,Maize,1997,11374,hg/ha,Yield
157,Nicaragua,Maize,1998,11941,hg/ha,Yield
157,Nicaragua,Maize,1999,11542,hg/ha,Yield
157,Nicaragua,Maize,2000,12677,hg/ha,Yield
157,Nicaragua,Maize,2001,13241,hg/ha,Yield
157,Nicaragua,Maize,2002,13369,hg/ha,Yield
157,Nicaragua,Maize,2003,14959,hg/ha,Yield
157,Nicaragua,Maize,2004,13730,hg/ha,Yield
157,Nicaragua,Maize,2005,14021,hg/ha,Yield
157,Nicaragua,Maize,2006,14626,hg/ha,Yield
157,Nicaragua,Maize,2007,13776,hg/ha,Yield
157,Nicaragua,Maize,2008,13311,hg/ha,Yield
157,Nicaragua,Maize,2009,15605,hg/ha,Yield
157,Nicaragua,Maize,2010,13393,hg/ha,Yield
157,Nicaragua,Maize,2011,14101,hg/ha,Yield
157,Nicaragua,Maize,2012,13493,hg/ha,Yield
157,Nicaragua,Maize,2013,11809,hg/ha,Yield
157,Nicaragua,Maize,2014,11522,hg/ha,Yield
157,Nicaragua,Maize,2015,10799,hg/ha,Yield
157,Nicaragua,Maize,2016,11665,hg/ha,Yield
157,Nicaragua,Maize,2017,12795,hg/ha,Yield
157,Nicaragua,Maize,2018,13996,hg/ha,Yield
157,Nicaragua,Maize,2019,13182,hg/ha,Yield
166,Panama,Maize,1961,8059,hg/ha,Yield
166,Panama,Maize,1962,8651,hg/ha,Yield
166,Panama,Maize,1963,8061,hg/ha,Yield
166,Panama,Maize,1964,8290,hg/ha,Yield
166,Panama,Maize,1965,8005,hg/ha,Yield
166,Panama,Maize,1966,7783,hg/ha,Yield
166,Panama,Maize,1967,7880,hg/ha,Yield
166,Panama,Maize,1968,8349,hg/ha,Yield
166,Panama,Maize,1969,8537,hg/ha,Yield
166,Panama,Maize,1970,8687,hg/ha,Yield
166,Panama,Maize,1971,8570,hg/ha,Yield
166,Panama,Maize,1972,6750,hg/ha,Yield
166,Panama,Maize,1973,8106,hg/ha,Yield
166,Panama,Maize,1974,7863,hg/ha,Yield
166,Panama,Maize,1975,8774,hg/ha,Yield
166,Panama,Maize,1976,7693,hg/ha,Yield
166,Panama,Maize,1977,9628,hg/ha,Yield
166,Panama,Maize,1978,9401,hg/ha,Yield
166,Panama,Maize,1979,9230,hg/ha,Yield
166,Panama,Maize,1980,9631,hg/ha,Yield
166,Panama,Maize,1981,9786,hg/ha,Yield
166,Panama,Maize,1982,8561,hg/ha,Yield
166,Panama,Maize,1983,9119,hg/ha,Yield
166,Panama,Maize,1984,10074,hg/ha,Yield
166,Panama,Maize,1985,11460,hg/ha,Yield
166,Panama,Maize,1986,11022,hg/ha,Yield
166,Panama,Maize,1987,12549,hg/ha,Yield
166,Panama,Maize,1988,11950,hg/ha,Yield
166,Panama,Maize,1989,12590,hg/ha,Yield
166,Panama,Maize,1990,12804,hg/ha,Yield
166,Panama,Maize,1991,13652,hg/ha,Yield
166,Panama,Maize,1992,12611,hg/ha,Yield
166,Panama,Maize,1993,14021,hg/ha,Yield
166,Panama,Maize,1994,14380,hg/ha,Yield
166,Panama,Maize,1995,14770,hg/ha,Yield
166,Panama,Maize,1996,14627,hg/ha,Yield
166,Panama,Maize,1997,12541,hg/ha,Yield
166,Panama,Maize,1998,16181,hg/ha,Yield
166,Panama,Maize,1999,15552,hg/ha,Yield
166,Panama,Maize,2000,15135,hg/ha,Yield
166,Panama,Maize,2001,13571,hg/ha,Yield
166,Panama,Maize,2002,15075,hg/ha,Yield
166,Panama,Maize,2003,15352,hg/ha,Yield
166,Panama,Maize,2004,15199,hg/ha,Yield
166,Panama,Maize,2005,14912,hg/ha,Yield
166,Panama,Maize,2006,17564,hg/ha,Yield
166,Panama,Maize,2007,17412,hg/ha,Yield
166,Panama,Maize,2008,16918,hg/ha,Yield
166,Panama,Maize,2009,17794,hg/ha,Yield
166,Panama,Maize,2010,14002,hg/ha,Yield
166,Panama,Maize,2011,18640,hg/ha,Yield
166,Panama,Maize,2012,20173,hg/ha,Yield
166,Panama,Maize,2013,23624,hg/ha,Yield
166,Panama,Maize,2014,25596,hg/ha,Yield
166,Panama,Maize,2015,15564,hg/ha,Yield
166,Panama,Maize,2016,21679,hg/ha,Yield
166,Panama,Maize,2017,21821,hg/ha,Yield
166,Panama,Maize,2018,21726,hg/ha,Yield
166,Panama,Maize,2019,21649,hg/ha,Yield
169,Paraguay,Maize,1961,12009,hg/ha,Yield
169,Paraguay,Maize,1962,13000,hg/ha,Yield
169,Paraguay,Maize,1963,12500,hg/ha,Yield
169,Paraguay,Maize,1964,12972,hg/ha,Yield
169,Paraguay,Maize,1965,13003,hg/ha,Yield
169,Paraguay,Maize,1966,10997,hg/ha,Yield
169,Paraguay,Maize,1967,13000,hg/ha,Yield
169,Paraguay,Maize,1968,10000,hg/ha,Yield
169,Paraguay,Maize,1969,12000,hg/ha,Yield
169,Paraguay,Maize,1970,13174,hg/ha,Yield
169,Paraguay,Maize,1971,12125,hg/ha,Yield
169,Paraguay,Maize,1972,11350,hg/ha,Yield
169,Paraguay,Maize,1973,13254,hg/ha,Yield
169,Paraguay,Maize,1974,13663,hg/ha,Yield
169,Paraguay,Maize,1975,13511,hg/ha,Yield
169,Paraguay,Maize,1976,13659,hg/ha,Yield
169,Paraguay,Maize,1977,13918,hg/ha,Yield
169,Paraguay,Maize,1978,13023,hg/ha,Yield
169,Paraguay,Maize,1979,15044,hg/ha,Yield
169,Paraguay,Maize,1980,15531,hg/ha,Yield
169,Paraguay,Maize,1981,16103,hg/ha,Yield
169,Paraguay,Maize,1982,14892,hg/ha,Yield
169,Paraguay,Maize,1983,15412,hg/ha,Yield
169,Paraguay,Maize,1984,14345,hg/ha,Yield
169,Paraguay,Maize,1985,16987,hg/ha,Yield
169,Paraguay,Maize,1986,17013,hg/ha,Yield
169,Paraguay,Maize,1987,18046,hg/ha,Yield
169,Paraguay,Maize,1988,19020,hg/ha,Yield
169,Paraguay,Maize,1989,19889,hg/ha,Yield
169,Paraguay,Maize,1990,21991,hg/ha,Yield
169,Paraguay,Maize,1991,16502,hg/ha,Yield
169,Paraguay,Maize,1992,17430,hg/ha,Yield
169,Paraguay,Maize,1993,17630,hg/ha,Yield
