Area Code (FAO),Nation,Item,Year,yf_agrc_tubers_tonne_ha,Unit,Element
93,Haiti,Cassava,1975,42727,hg/ha,Yield
93,Haiti,Cassava,1976,42857,hg/ha,Yield
93,Haiti,Cassava,1977,43860,hg/ha,Yield
93,Haiti,Cassava,1978,45000,hg/ha,Yield
93,Haiti,Cassava,1979,40382,hg/ha,Yield
93,Haiti,Cassava,1980,39683,hg/ha,Yield
93,Haiti,Cassava,1981,40000,hg/ha,Yield
93,Haiti,Cassava,1982,40625,hg/ha,Yield
93,Haiti,Cassava,1983,40769,hg/ha,Yield
93,Haiti,Cassava,1984,40769,hg/ha,Yield
93,Haiti,Cassava,1985,41538,hg/ha,Yield
93,Haiti,Cassava,1986,41176,hg/ha,Yield
93,Haiti,Cassava,1987,42647,hg/ha,Yield
93,Haiti,Cassava,1988,40000,hg/ha,Yield
93,Haiti,Cassava,1989,40000,hg/ha,Yield
93,Haiti,Cassava,1990,40244,hg/ha,Yield
93,Haiti,Cassava,1991,39881,hg/ha,Yield
93,Haiti,Cassava,1992,40326,hg/ha,Yield
93,Haiti,Cassava,1993,40244,hg/ha,Yield
93,Haiti,Cassava,1994,37500,hg/ha,Yield
93,Haiti,Cassava,1995,39546,hg/ha,Yield
93,Haiti,Cassava,1996,40000,hg/ha,Yield
93,Haiti,Cassava,1997,41383,hg/ha,Yield
93,Haiti,Cassava,1998,43000,hg/ha,Yield
93,Haiti,Cassava,1999,43333,hg/ha,Yield
93,Haiti,Cassava,2000,43300,hg/ha,Yield
93,Haiti,Cassava,2001,44613,hg/ha,Yield
93,Haiti,Cassava,2002,44000,hg/ha,Yield
93,Haiti,Cassava,2003,43709,hg/ha,Yield
93,Haiti,Cassava,2004,44737,hg/ha,Yield
93,Haiti,Cassava,2005,43956,hg/ha,Yield
93,Haiti,Cassava,2006,44078,hg/ha,Yield
93,Haiti,Cassava,2007,44118,hg/ha,Yield
93,Haiti,Cassava,2008,43939,hg/ha,Yield
93,Haiti,Cassava,2009,44266,hg/ha,Yield
93,Haiti,Cassava,2010,44555,hg/ha,Yield
93,Haiti,Cassava,2011,44413,hg/ha,Yield
93,Haiti,Cassava,2012,44489,hg/ha,Yield
93,Haiti,Cassava,2013,44564,hg/ha,Yield
93,Haiti,Cassava,2014,44566,hg/ha,Yield
93,Haiti,Cassava,2015,44824,hg/ha,Yield
93,Haiti,Cassava,2016,44691,hg/ha,Yield
93,Haiti,Cassava,2017,44725,hg/ha,Yield
93,Haiti,Cassava,2018,44759,hg/ha,Yield
93,Haiti,Cassava,2019,44794,hg/ha,Yield
93,Haiti,Potatoes,1961,153846,hg/ha,Yield
93,Haiti,Potatoes,1962,157895,hg/ha,Yield
93,Haiti,Potatoes,1963,153846,hg/ha,Yield
93,Haiti,Potatoes,1964,156250,hg/ha,Yield
93,Haiti,Potatoes,1965,150000,hg/ha,Yield
93,Haiti,Potatoes,1966,152381,hg/ha,Yield
93,Haiti,Potatoes,1967,154762,hg/ha,Yield
93,Haiti,Potatoes,1968,153488,hg/ha,Yield
93,Haiti,Potatoes,1969,164444,hg/ha,Yield
93,Haiti,Potatoes,1970,146667,hg/ha,Yield
93,Haiti,Potatoes,1971,145833,hg/ha,Yield
93,Haiti,Potatoes,1972,150000,hg/ha,Yield
93,Haiti,Potatoes,1973,140000,hg/ha,Yield
93,Haiti,Potatoes,1974,140000,hg/ha,Yield
93,Haiti,Potatoes,1975,140000,hg/ha,Yield
93,Haiti,Potatoes,1976,140000,hg/ha,Yield
93,Haiti,Potatoes,1977,145455,hg/ha,Yield
93,Haiti,Potatoes,1978,150000,hg/ha,Yield
93,Haiti,Potatoes,1979,166667,hg/ha,Yield
93,Haiti,Potatoes,1980,150000,hg/ha,Yield
93,Haiti,Potatoes,1981,150000,hg/ha,Yield
93,Haiti,Potatoes,1982,150000,hg/ha,Yield
93,Haiti,Potatoes,1983,150000,hg/ha,Yield
93,Haiti,Potatoes,1984,150000,hg/ha,Yield
93,Haiti,Potatoes,1985,166667,hg/ha,Yield
93,Haiti,Potatoes,1986,166667,hg/ha,Yield
93,Haiti,Potatoes,1987,166667,hg/ha,Yield
93,Haiti,Potatoes,1988,166667,hg/ha,Yield
93,Haiti,Potatoes,1989,150000,hg/ha,Yield
93,Haiti,Potatoes,1990,109308,hg/ha,Yield
93,Haiti,Potatoes,1991,143098,hg/ha,Yield
93,Haiti,Potatoes,1992,145455,hg/ha,Yield
93,Haiti,Potatoes,1993,150000,hg/ha,Yield
93,Haiti,Potatoes,1994,146444,hg/ha,Yield
93,Haiti,Potatoes,1995,143705,hg/ha,Yield
93,Haiti,Potatoes,1996,140000,hg/ha,Yield
93,Haiti,Potatoes,1997,133581,hg/ha,Yield
93,Haiti,Potatoes,1998,127059,hg/ha,Yield
93,Haiti,Potatoes,1999,122222,hg/ha,Yield
93,Haiti,Potatoes,2000,120000,hg/ha,Yield
93,Haiti,Potatoes,2001,129412,hg/ha,Yield
93,Haiti,Potatoes,2002,127500,hg/ha,Yield
93,Haiti,Potatoes,2003,127119,hg/ha,Yield
93,Haiti,Potatoes,2004,127778,hg/ha,Yield
93,Haiti,Potatoes,2005,130000,hg/ha,Yield
93,Haiti,Potatoes,2006,130653,hg/ha,Yield
93,Haiti,Potatoes,2007,131818,hg/ha,Yield
93,Haiti,Potatoes,2008,130435,hg/ha,Yield
93,Haiti,Potatoes,2009,125000,hg/ha,Yield
93,Haiti,Potatoes,2010,121065,hg/ha,Yield
93,Haiti,Potatoes,2011,126609,hg/ha,Yield
93,Haiti,Potatoes,2012,127360,hg/ha,Yield
93,Haiti,Potatoes,2013,127319,hg/ha,Yield
93,Haiti,Potatoes,2014,127382,hg/ha,Yield
93,Haiti,Potatoes,2015,126558,hg/ha,Yield
93,Haiti,Potatoes,2016,126936,hg/ha,Yield
93,Haiti,Potatoes,2017,126921,hg/ha,Yield
93,Haiti,Potatoes,2018,126872,hg/ha,Yield
93,Haiti,Potatoes,2019,126817,hg/ha,Yield
93,Haiti,Roots and tubers nes,1961,14400,hg/ha,Yield
93,Haiti,Roots and tubers nes,1962,14600,hg/ha,Yield
93,Haiti,Roots and tubers nes,1963,14800,hg/ha,Yield
93,Haiti,Roots and tubers nes,1964,13636,hg/ha,Yield
93,Haiti,Roots and tubers nes,1965,13636,hg/ha,Yield
93,Haiti,Roots and tubers nes,1966,13846,hg/ha,Yield
93,Haiti,Roots and tubers nes,1967,14286,hg/ha,Yield
93,Haiti,Roots and tubers nes,1968,14667,hg/ha,Yield
93,Haiti,Roots and tubers nes,1969,15000,hg/ha,Yield
93,Haiti,Roots and tubers nes,1970,16250,hg/ha,Yield
93,Haiti,Roots and tubers nes,1971,16471,hg/ha,Yield
93,Haiti,Roots and tubers nes,1972,17647,hg/ha,Yield
93,Haiti,Roots and tubers nes,1973,17778,hg/ha,Yield
93,Haiti,Roots and tubers nes,1974,18889,hg/ha,Yield
93,Haiti,Roots and tubers nes,1975,18947,hg/ha,Yield
93,Haiti,Roots and tubers nes,1976,20000,hg/ha,Yield
93,Haiti,Roots and tubers nes,1977,20000,hg/ha,Yield
93,Haiti,Roots and tubers nes,1978,18571,hg/ha,Yield
93,Haiti,Roots and tubers nes,1979,18462,hg/ha,Yield
93,Haiti,Roots and tubers nes,1980,18396,hg/ha,Yield
93,Haiti,Roots and tubers nes,1981,19091,hg/ha,Yield
93,Haiti,Roots and tubers nes,1982,19545,hg/ha,Yield
93,Haiti,Roots and tubers nes,1983,19333,hg/ha,Yield
93,Haiti,Roots and tubers nes,1984,19565,hg/ha,Yield
93,Haiti,Roots and tubers nes,1985,20000,hg/ha,Yield
93,Haiti,Roots and tubers nes,1986,19583,hg/ha,Yield
93,Haiti,Roots and tubers nes,1987,18750,hg/ha,Yield
93,Haiti,Roots and tubers nes,1988,19048,hg/ha,Yield
93,Haiti,Roots and tubers nes,1989,19048,hg/ha,Yield
93,Haiti,Roots and tubers nes,1990,19066,hg/ha,Yield
93,Haiti,Roots and tubers nes,1991,16665,hg/ha,Yield
93,Haiti,Roots and tubers nes,1992,15909,hg/ha,Yield
93,Haiti,Roots and tubers nes,1993,19048,hg/ha,Yield
93,Haiti,Roots and tubers nes,1994,18357,hg/ha,Yield
93,Haiti,Roots and tubers nes,1995,18564,hg/ha,Yield
93,Haiti,Roots and tubers nes,1996,18680,hg/ha,Yield
93,Haiti,Roots and tubers nes,1997,18726,hg/ha,Yield
93,Haiti,Roots and tubers nes,1998,18722,hg/ha,Yield
93,Haiti,Roots and tubers nes,1999,19091,hg/ha,Yield
93,Haiti,Roots and tubers nes,2000,18967,hg/ha,Yield
93,Haiti,Roots and tubers nes,2001,19524,hg/ha,Yield
93,Haiti,Roots and tubers nes,2002,19302,hg/ha,Yield
93,Haiti,Roots and tubers nes,2003,19026,hg/ha,Yield
93,Haiti,Roots and tubers nes,2004,17391,hg/ha,Yield
93,Haiti,Roots and tubers nes,2005,18864,hg/ha,Yield
93,Haiti,Roots and tubers nes,2006,19493,hg/ha,Yield
93,Haiti,Roots and tubers nes,2007,19978,hg/ha,Yield
93,Haiti,Roots and tubers nes,2008,20419,hg/ha,Yield
93,Haiti,Roots and tubers nes,2009,21000,hg/ha,Yield
93,Haiti,Roots and tubers nes,2010,22727,hg/ha,Yield
93,Haiti,Roots and tubers nes,2011,22330,hg/ha,Yield
93,Haiti,Roots and tubers nes,2012,23077,hg/ha,Yield
93,Haiti,Roots and tubers nes,2013,23077,hg/ha,Yield
93,Haiti,Roots and tubers nes,2014,23120,hg/ha,Yield
93,Haiti,Roots and tubers nes,2015,23489,hg/ha,Yield
93,Haiti,Roots and tubers nes,2016,23958,hg/ha,Yield
93,Haiti,Roots and tubers nes,2017,24287,hg/ha,Yield
93,Haiti,Roots and tubers nes,2018,24615,hg/ha,Yield
93,Haiti,Roots and tubers nes,2019,24943,hg/ha,Yield
93,Haiti,Sweet potatoes,1961,52174,hg/ha,Yield
93,Haiti,Sweet potatoes,1962,52055,hg/ha,Yield
93,Haiti,Sweet potatoes,1963,51948,hg/ha,Yield
93,Haiti,Sweet potatoes,1964,52500,hg/ha,Yield
93,Haiti,Sweet potatoes,1965,52381,hg/ha,Yield
93,Haiti,Sweet potatoes,1966,52273,hg/ha,Yield
93,Haiti,Sweet potatoes,1967,52174,hg/ha,Yield
93,Haiti,Sweet potatoes,1968,52000,hg/ha,Yield
93,Haiti,Sweet potatoes,1969,52083,hg/ha,Yield
93,Haiti,Sweet potatoes,1970,52000,hg/ha,Yield
93,Haiti,Sweet potatoes,1971,51923,hg/ha,Yield
93,Haiti,Sweet potatoes,1972,52083,hg/ha,Yield
93,Haiti,Sweet potatoes,1973,51923,hg/ha,Yield
93,Haiti,Sweet potatoes,1974,52727,hg/ha,Yield
93,Haiti,Sweet potatoes,1975,51695,hg/ha,Yield
93,Haiti,Sweet potatoes,1976,52459,hg/ha,Yield
93,Haiti,Sweet potatoes,1977,55000,hg/ha,Yield
93,Haiti,Sweet potatoes,1978,55001,hg/ha,Yield
93,Haiti,Sweet potatoes,1979,42346,hg/ha,Yield
93,Haiti,Sweet potatoes,1980,44714,hg/ha,Yield
93,Haiti,Sweet potatoes,1981,44063,hg/ha,Yield
93,Haiti,Sweet potatoes,1982,48154,hg/ha,Yield
93,Haiti,Sweet potatoes,1983,49429,hg/ha,Yield
93,Haiti,Sweet potatoes,1984,50000,hg/ha,Yield
93,Haiti,Sweet potatoes,1985,35556,hg/ha,Yield
93,Haiti,Sweet potatoes,1986,40000,hg/ha,Yield
93,Haiti,Sweet potatoes,1987,40000,hg/ha,Yield
93,Haiti,Sweet potatoes,1988,35135,hg/ha,Yield
93,Haiti,Sweet potatoes,1989,35294,hg/ha,Yield
93,Haiti,Sweet potatoes,1990,34921,hg/ha,Yield
93,Haiti,Sweet potatoes,1991,30303,hg/ha,Yield
93,Haiti,Sweet potatoes,1992,31030,hg/ha,Yield
93,Haiti,Sweet potatoes,1993,31148,hg/ha,Yield
93,Haiti,Sweet potatoes,1994,30833,hg/ha,Yield
93,Haiti,Sweet potatoes,1995,30540,hg/ha,Yield
93,Haiti,Sweet potatoes,1996,30000,hg/ha,Yield
93,Haiti,Sweet potatoes,1997,30189,hg/ha,Yield
93,Haiti,Sweet potatoes,1998,29609,hg/ha,Yield
93,Haiti,Sweet potatoes,1999,29655,hg/ha,Yield
93,Haiti,Sweet potatoes,2000,30000,hg/ha,Yield
93,Haiti,Sweet potatoes,2001,30261,hg/ha,Yield
93,Haiti,Sweet potatoes,2002,30172,hg/ha,Yield
93,Haiti,Sweet potatoes,2003,32397,hg/ha,Yield
93,Haiti,Sweet potatoes,2004,32955,hg/ha,Yield
93,Haiti,Sweet potatoes,2005,30030,hg/ha,Yield
93,Haiti,Sweet potatoes,2006,34655,hg/ha,Yield
93,Haiti,Sweet potatoes,2007,30014,hg/ha,Yield
93,Haiti,Sweet potatoes,2008,30026,hg/ha,Yield
93,Haiti,Sweet potatoes,2009,39223,hg/ha,Yield
93,Haiti,Sweet potatoes,2010,45936,hg/ha,Yield
93,Haiti,Sweet potatoes,2011,51315,hg/ha,Yield
93,Haiti,Sweet potatoes,2012,57000,hg/ha,Yield
93,Haiti,Sweet potatoes,2013,90938,hg/ha,Yield
93,Haiti,Sweet potatoes,2014,56029,hg/ha,Yield
93,Haiti,Sweet potatoes,2015,55513,hg/ha,Yield
93,Haiti,Sweet potatoes,2016,53317,hg/ha,Yield
93,Haiti,Sweet potatoes,2017,50278,hg/ha,Yield
93,Haiti,Sweet potatoes,2018,17498,hg/ha,Yield
93,Haiti,Sweet potatoes,2019,45004,hg/ha,Yield
93,Haiti,Yams,1961,40000,hg/ha,Yield
93,Haiti,Yams,1962,40000,hg/ha,Yield
93,Haiti,Yams,1963,40488,hg/ha,Yield
93,Haiti,Yams,1964,40476,hg/ha,Yield
93,Haiti,Yams,1965,40000,hg/ha,Yield
93,Haiti,Yams,1966,40000,hg/ha,Yield
93,Haiti,Yams,1967,40000,hg/ha,Yield
93,Haiti,Yams,1968,40000,hg/ha,Yield
93,Haiti,Yams,1969,40000,hg/ha,Yield
93,Haiti,Yams,1970,40000,hg/ha,Yield
93,Haiti,Yams,1971,40000,hg/ha,Yield
93,Haiti,Yams,1972,40000,hg/ha,Yield
93,Haiti,Yams,1973,40000,hg/ha,Yield
93,Haiti,Yams,1974,40000,hg/ha,Yield
93,Haiti,Yams,1975,40000,hg/ha,Yield
93,Haiti,Yams,1976,40000,hg/ha,Yield
93,Haiti,Yams,1977,39655,hg/ha,Yield
93,Haiti,Yams,1978,40000,hg/ha,Yield
93,Haiti,Yams,1979,32743,hg/ha,Yield
93,Haiti,Yams,1980,32353,hg/ha,Yield
93,Haiti,Yams,1981,32857,hg/ha,Yield
93,Haiti,Yams,1982,32857,hg/ha,Yield
93,Haiti,Yams,1983,33333,hg/ha,Yield
93,Haiti,Yams,1984,33333,hg/ha,Yield
93,Haiti,Yams,1985,34722,hg/ha,Yield
93,Haiti,Yams,1986,37500,hg/ha,Yield
93,Haiti,Yams,1987,40000,hg/ha,Yield
93,Haiti,Yams,1988,45161,hg/ha,Yield
93,Haiti,Yams,1989,48387,hg/ha,Yield
93,Haiti,Yams,1990,50000,hg/ha,Yield
93,Haiti,Yams,1991,52778,hg/ha,Yield
93,Haiti,Yams,1992,54895,hg/ha,Yield
93,Haiti,Yams,1993,55556,hg/ha,Yield
93,Haiti,Yams,1994,50000,hg/ha,Yield
93,Haiti,Yams,1995,50000,hg/ha,Yield
93,Haiti,Yams,1996,50000,hg/ha,Yield
93,Haiti,Yams,1997,50000,hg/ha,Yield
93,Haiti,Yams,1998,54802,hg/ha,Yield
93,Haiti,Yams,1999,54167,hg/ha,Yield
93,Haiti,Yams,2000,54201,hg/ha,Yield
93,Haiti,Yams,2001,56286,hg/ha,Yield
93,Haiti,Yams,2002,56790,hg/ha,Yield
93,Haiti,Yams,2003,57097,hg/ha,Yield
93,Haiti,Yams,2004,54972,hg/ha,Yield
93,Haiti,Yams,2005,55000,hg/ha,Yield
93,Haiti,Yams,2006,59154,hg/ha,Yield
93,Haiti,Yams,2007,54762,hg/ha,Yield
93,Haiti,Yams,2008,54651,hg/ha,Yield
93,Haiti,Yams,2009,63217,hg/ha,Yield
93,Haiti,Yams,2010,69463,hg/ha,Yield
93,Haiti,Yams,2011,74395,hg/ha,Yield
93,Haiti,Yams,2012,79598,hg/ha,Yield
93,Haiti,Yams,2013,110560,hg/ha,Yield
93,Haiti,Yams,2014,72088,hg/ha,Yield
93,Haiti,Yams,2015,68298,hg/ha,Yield
93,Haiti,Yams,2016,64131,hg/ha,Yield
93,Haiti,Yams,2017,60302,hg/ha,Yield
93,Haiti,Yams,2018,10532,hg/ha,Yield
93,Haiti,Yams,2019,55392,hg/ha,Yield
95,Honduras,Cassava,1961,53214,hg/ha,Yield
95,Honduras,Cassava,1962,55315,hg/ha,Yield
95,Honduras,Cassava,1963,57425,hg/ha,Yield
95,Honduras,Cassava,1964,59523,hg/ha,Yield
95,Honduras,Cassava,1965,61639,hg/ha,Yield
95,Honduras,Cassava,1966,63744,hg/ha,Yield
95,Honduras,Cassava,1967,59585,hg/ha,Yield
95,Honduras,Cassava,1968,68321,hg/ha,Yield
95,Honduras,Cassava,1969,64276,hg/ha,Yield
95,Honduras,Cassava,1970,74327,hg/ha,Yield
95,Honduras,Cassava,1971,72222,hg/ha,Yield
95,Honduras,Cassava,1972,69908,hg/ha,Yield
95,Honduras,Cassava,1973,39770,hg/ha,Yield
95,Honduras,Cassava,1974,34219,hg/ha,Yield
95,Honduras,Cassava,1975,31986,hg/ha,Yield
95,Honduras,Cassava,1976,29897,hg/ha,Yield
95,Honduras,Cassava,1977,27942,hg/ha,Yield
95,Honduras,Cassava,1978,26131,hg/ha,Yield
95,Honduras,Cassava,1979,28715,hg/ha,Yield
95,Honduras,Cassava,1980,55587,hg/ha,Yield
95,Honduras,Cassava,1981,51988,hg/ha,Yield
95,Honduras,Cassava,1982,81388,hg/ha,Yield
95,Honduras,Cassava,1983,76925,hg/ha,Yield
95,Honduras,Cassava,1984,80000,hg/ha,Yield
95,Honduras,Cassava,1985,80000,hg/ha,Yield
95,Honduras,Cassava,1986,80220,hg/ha,Yield
95,Honduras,Cassava,1987,79570,hg/ha,Yield
95,Honduras,Cassava,1988,79570,hg/ha,Yield
95,Honduras,Cassava,1989,79418,hg/ha,Yield
95,Honduras,Cassava,1990,79680,hg/ha,Yield
95,Honduras,Cassava,1991,76776,hg/ha,Yield
95,Honduras,Cassava,1992,77191,hg/ha,Yield
95,Honduras,Cassava,1993,71259,hg/ha,Yield
95,Honduras,Cassava,1994,67914,hg/ha,Yield
95,Honduras,Cassava,1995,61306,hg/ha,Yield
95,Honduras,Cassava,1996,56855,hg/ha,Yield
95,Honduras,Cassava,1997,50058,hg/ha,Yield
95,Honduras,Cassava,1998,46585,hg/ha,Yield
95,Honduras,Cassava,1999,40120,hg/ha,Yield
95,Honduras,Cassava,2000,39900,hg/ha,Yield
95,Honduras,Cassava,2001,39716,hg/ha,Yield
95,Honduras,Cassava,2002,34738,hg/ha,Yield
95,Honduras,Cassava,2003,32648,hg/ha,Yield
95,Honduras,Cassava,2004,38661,hg/ha,Yield
95,Honduras,Cassava,2005,40000,hg/ha,Yield
95,Honduras,Cassava,2006,40196,hg/ha,Yield
95,Honduras,Cassava,2007,51254,hg/ha,Yield
95,Honduras,Cassava,2008,57405,hg/ha,Yield
95,Honduras,Cassava,2009,65876,hg/ha,Yield
95,Honduras,Cassava,2010,63483,hg/ha,Yield
95,Honduras,Cassava,2011,77259,hg/ha,Yield
95,Honduras,Cassava,2012,70134,hg/ha,Yield
95,Honduras,Cassava,2013,75900,hg/ha,Yield
95,Honduras,Cassava,2014,79841,hg/ha,Yield
95,Honduras,Cassava,2015,84676,hg/ha,Yield
95,Honduras,Cassava,2016,87806,hg/ha,Yield
95,Honduras,Cassava,2017,90929,hg/ha,Yield
95,Honduras,Cassava,2018,94110,hg/ha,Yield
95,Honduras,Cassava,2019,97349,hg/ha,Yield
95,Honduras,Potatoes,1961,45586,hg/ha,Yield
95,Honduras,Potatoes,1962,48237,hg/ha,Yield
95,Honduras,Potatoes,1963,50941,hg/ha,Yield
95,Honduras,Potatoes,1964,53161,hg/ha,Yield
95,Honduras,Potatoes,1965,56071,hg/ha,Yield
95,Honduras,Potatoes,1966,55388,hg/ha,Yield
95,Honduras,Potatoes,1967,55814,hg/ha,Yield
95,Honduras,Potatoes,1968,61387,hg/ha,Yield
95,Honduras,Potatoes,1969,64662,hg/ha,Yield
95,Honduras,Potatoes,1970,68082,hg/ha,Yield
95,Honduras,Potatoes,1971,71694,hg/ha,Yield
95,Honduras,Potatoes,1972,75477,hg/ha,Yield
95,Honduras,Potatoes,1973,54535,hg/ha,Yield
95,Honduras,Potatoes,1974,54486,hg/ha,Yield
95,Honduras,Potatoes,1975,54403,hg/ha,Yield
95,Honduras,Potatoes,1976,54223,hg/ha,Yield
95,Honduras,Potatoes,1977,54024,hg/ha,Yield
95,Honduras,Potatoes,1978,71683,hg/ha,Yield
95,Honduras,Potatoes,1979,106448,hg/ha,Yield
95,Honduras,Potatoes,1980,135000,hg/ha,Yield
95,Honduras,Potatoes,1981,103750,hg/ha,Yield
95,Honduras,Potatoes,1982,127690,hg/ha,Yield
95,Honduras,Potatoes,1983,126667,hg/ha,Yield
95,Honduras,Potatoes,1984,124706,hg/ha,Yield
95,Honduras,Potatoes,1985,124444,hg/ha,Yield
95,Honduras,Potatoes,1986,124211,hg/ha,Yield
95,Honduras,Potatoes,1987,126316,hg/ha,Yield
95,Honduras,Potatoes,1988,116389,hg/ha,Yield
95,Honduras,Potatoes,1989,132693,hg/ha,Yield
95,Honduras,Potatoes,1990,113100,hg/ha,Yield
95,Honduras,Potatoes,1991,125268,hg/ha,Yield
95,Honduras,Potatoes,1992,168751,hg/ha,Yield
95,Honduras,Potatoes,1993,114676,hg/ha,Yield
95,Honduras,Potatoes,1994,107494,hg/ha,Yield
95,Honduras,Potatoes,1995,108075,hg/ha,Yield
95,Honduras,Potatoes,1996,129047,hg/ha,Yield
95,Honduras,Potatoes,1997,132880,hg/ha,Yield
95,Honduras,Potatoes,1998,129694,hg/ha,Yield
95,Honduras,Potatoes,1999,105190,hg/ha,Yield
95,Honduras,Potatoes,2000,163204,hg/ha,Yield
95,Honduras,Potatoes,2001,170700,hg/ha,Yield
95,Honduras,Potatoes,2002,165543,hg/ha,Yield
95,Honduras,Potatoes,2003,181102,hg/ha,Yield
95,Honduras,Potatoes,2004,172745,hg/ha,Yield
95,Honduras,Potatoes,2005,161908,hg/ha,Yield
95,Honduras,Potatoes,2006,162963,hg/ha,Yield
95,Honduras,Potatoes,2007,181923,hg/ha,Yield
95,Honduras,Potatoes,2008,210827,hg/ha,Yield
95,Honduras,Potatoes,2009,166654,hg/ha,Yield
95,Honduras,Potatoes,2010,146252,hg/ha,Yield
95,Honduras,Potatoes,2011,159629,hg/ha,Yield
95,Honduras,Potatoes,2012,142073,hg/ha,Yield
95,Honduras,Potatoes,2013,163891,hg/ha,Yield
95,Honduras,Potatoes,2014,141667,hg/ha,Yield
95,Honduras,Potatoes,2015,141667,hg/ha,Yield
95,Honduras,Potatoes,2016,141667,hg/ha,Yield
95,Honduras,Potatoes,2017,148664,hg/ha,Yield
95,Honduras,Potatoes,2018,147998,hg/ha,Yield
95,Honduras,Potatoes,2019,143907,hg/ha,Yield
95,Honduras,Roots and tubers nes,1961,30243,hg/ha,Yield
95,Honduras,Roots and tubers nes,1962,29125,hg/ha,Yield
95,Honduras,Roots and tubers nes,1963,28783,hg/ha,Yield
95,Honduras,Roots and tubers nes,1964,28380,hg/ha,Yield
95,Honduras,Roots and tubers nes,1965,27778,hg/ha,Yield
95,Honduras,Roots and tubers nes,1966,28235,hg/ha,Yield
95,Honduras,Roots and tubers nes,1967,32857,hg/ha,Yield
95,Honduras,Roots and tubers nes,1968,33846,hg/ha,Yield
95,Honduras,Roots and tubers nes,1969,33594,hg/ha,Yield
95,Honduras,Roots and tubers nes,1970,35000,hg/ha,Yield
95,Honduras,Roots and tubers nes,1971,35345,hg/ha,Yield
95,Honduras,Roots and tubers nes,1972,36364,hg/ha,Yield
95,Honduras,Roots and tubers nes,1973,35849,hg/ha,Yield
95,Honduras,Roots and tubers nes,1974,37000,hg/ha,Yield
95,Honduras,Roots and tubers nes,1975,40000,hg/ha,Yield
95,Honduras,Roots and tubers nes,1976,41463,hg/ha,Yield
95,Honduras,Roots and tubers nes,1977,42308,hg/ha,Yield
95,Honduras,Roots and tubers nes,1978,43056,hg/ha,Yield
95,Honduras,Roots and tubers nes,1979,50000,hg/ha,Yield
95,Honduras,Roots and tubers nes,1980,53704,hg/ha,Yield
95,Honduras,Roots and tubers nes,1981,56000,hg/ha,Yield
95,Honduras,Roots and tubers nes,1982,54167,hg/ha,Yield
95,Honduras,Roots and tubers nes,1983,54348,hg/ha,Yield
95,Honduras,Roots and tubers nes,1984,57143,hg/ha,Yield
95,Honduras,Roots and tubers nes,1985,57500,hg/ha,Yield
95,Honduras,Roots and tubers nes,1986,61111,hg/ha,Yield
95,Honduras,Roots and tubers nes,1987,65625,hg/ha,Yield
95,Honduras,Roots and tubers nes,1988,66667,hg/ha,Yield
95,Honduras,Roots and tubers nes,1989,66667,hg/ha,Yield
95,Honduras,Roots and tubers nes,1990,62500,hg/ha,Yield
95,Honduras,Roots and tubers nes,1991,68000,hg/ha,Yield
95,Honduras,Roots and tubers nes,1992,70370,hg/ha,Yield
95,Honduras,Roots and tubers nes,1993,69927,hg/ha,Yield
95,Honduras,Roots and tubers nes,1994,69568,hg/ha,Yield
95,Honduras,Roots and tubers nes,1995,69643,hg/ha,Yield
95,Honduras,Roots and tubers nes,1996,69930,hg/ha,Yield
95,Honduras,Roots and tubers nes,1997,70759,hg/ha,Yield
95,Honduras,Roots and tubers nes,1998,71559,hg/ha,Yield
95,Honduras,Roots and tubers nes,1999,72414,hg/ha,Yield
95,Honduras,Roots and tubers nes,2000,72222,hg/ha,Yield
95,Honduras,Roots and tubers nes,2001,71698,hg/ha,Yield
95,Honduras,Roots and tubers nes,2002,71930,hg/ha,Yield
95,Honduras,Roots and tubers nes,2003,72308,hg/ha,Yield
95,Honduras,Roots and tubers nes,2004,72321,hg/ha,Yield
95,Honduras,Roots and tubers nes,2005,72248,hg/ha,Yield
95,Honduras,Roots and tubers nes,2006,72581,hg/ha,Yield
95,Honduras,Roots and tubers nes,2007,72857,hg/ha,Yield
95,Honduras,Roots and tubers nes,2008,71475,hg/ha,Yield
95,Honduras,Roots and tubers nes,2009,70275,hg/ha,Yield
95,Honduras,Roots and tubers nes,2010,68750,hg/ha,Yield
95,Honduras,Roots and tubers nes,2011,67972,hg/ha,Yield
95,Honduras,Roots and tubers nes,2012,66875,hg/ha,Yield
95,Honduras,Roots and tubers nes,2013,66875,hg/ha,Yield
95,Honduras,Roots and tubers nes,2014,66489,hg/ha,Yield
95,Honduras,Roots and tubers nes,2015,65462,hg/ha,Yield
95,Honduras,Roots and tubers nes,2016,64566,hg/ha,Yield
95,Honduras,Roots and tubers nes,2017,63761,hg/ha,Yield
95,Honduras,Roots and tubers nes,2018,63002,hg/ha,Yield
95,Honduras,Roots and tubers nes,2019,62265,hg/ha,Yield
95,Honduras,Sweet potatoes,1961,22120,hg/ha,Yield
95,Honduras,Sweet potatoes,1962,22941,hg/ha,Yield
95,Honduras,Sweet potatoes,1963,23791,hg/ha,Yield
95,Honduras,Sweet potatoes,1964,24543,hg/ha,Yield
95,Honduras,Sweet potatoes,1965,25401,hg/ha,Yield
95,Honduras,Sweet potatoes,1966,26246,hg/ha,Yield
95,Honduras,Sweet potatoes,1967,26220,hg/ha,Yield
