year,country,value,model
1998,belize,1422.1084765585003,CircularEconomy
1999,belize,663.4693955183243,CircularEconomy
2000,belize,110.82117217153316,CircularEconomy
2001,belize,-24.483276740678633,CircularEconomy
2002,belize,5.164120295283738,CircularEconomy
2003,belize,104.96672649385576,CircularEconomy
2004,belize,127.59040953887579,CircularEconomy
2005,belize,135.7161399627683,CircularEconomy
2006,belize,139.4873927673604,CircularEconomy
2007,belize,139.6447240589972,CircularEconomy
2008,belize,143.66138693898526,CircularEconomy
2009,belize,149.6077156131489,CircularEconomy
2010,belize,136.1250766919939,CircularEconomy
2011,belize,122.64243777083892,CircularEconomy
2012,belize,109.15979884968391,CircularEconomy
2013,belize,95.67715992852892,CircularEconomy
2014,belize,82.19452100737391,CircularEconomy
2015,belize,68.71188208621889,CircularEconomy
2016,belize,55.229243165063885,CircularEconomy
2017,belize,41.746604243908884,CircularEconomy
2018,belize,28.263965322753887,CircularEconomy
1990,bolivia,172.2805157240026,CircularEconomy
1991,bolivia,265.6308172444541,CircularEconomy
1992,bolivia,359.6405933629136,CircularEconomy
1993,bolivia,454.8005397036091,CircularEconomy
1994,bolivia,551.6013518907685,CircularEconomy
1995,bolivia,686.0307939093907,CircularEconomy
1996,bolivia,821.4867964101622,CircularEconomy
1997,bolivia,956.8643584045404,CircularEconomy
1998,bolivia,1091.0584789039824,CircularEconomy
1999,bolivia,1175.2867991994965,CircularEconomy
2000,bolivia,1260.2341513480087,CircularEconomy
2001,bolivia,1435.1488971183985,CircularEconomy
2002,bolivia,1608.8557612006375,CircularEconomy
2003,bolivia,1663.957362536578,CircularEconomy
2004,bolivia,1715.9878290896295,CircularEconomy
2005,bolivia,1819.670539613659,CircularEconomy
2006,bolivia,1923.353250137688,CircularEconomy
2007,bolivia,2027.0359606617171,CircularEconomy
2008,bolivia,2130.7186711857466,CircularEconomy
2009,bolivia,2234.401381709776,CircularEconomy
2010,bolivia,2338.0840922338048,CircularEconomy
2011,bolivia,2441.7668027578343,CircularEconomy
2012,bolivia,2545.449513281864,CircularEconomy
2013,bolivia,2649.132223805893,CircularEconomy
2014,bolivia,2752.814934329922,CircularEconomy
2015,bolivia,2856.497644853951,CircularEconomy
2016,bolivia,2960.1803553779805,CircularEconomy
2017,bolivia,3063.86306590201,CircularEconomy
2018,bolivia,3167.545776426038,CircularEconomy
1990,brazil,27587.859253724208,CircularEconomy
1991,brazil,28650.324791164283,CircularEconomy
1992,brazil,29794.416922922726,CircularEconomy
1993,brazil,30802.051346156957,CircularEconomy
1994,brazil,31904.676962060243,CircularEconomy
1995,brazil,33137.10916641848,CircularEconomy
1996,brazil,34393.775580326066,CircularEconomy
1997,brazil,35686.57292125943,CircularEconomy
1998,brazil,36894.33020385324,CircularEconomy
1999,brazil,38386.897742742614,CircularEconomy
2000,brazil,39629.50214417094,CircularEconomy
2001,brazil,40826.55530943549,CircularEconomy
2002,brazil,42600.78812685037,CircularEconomy
2003,brazil,44370.337278489336,CircularEconomy
2004,brazil,45348.06995900354,CircularEconomy
2005,brazil,46809.77283506922,CircularEconomy
2006,brazil,48219.28530579781,CircularEconomy
2007,brazil,49465.511296034405,CircularEconomy
2008,brazil,50220.38127119113,CircularEconomy
2009,brazil,50833.836591578984,CircularEconomy
2010,brazil,53065.539826955384,CircularEconomy
2011,brazil,55565.27071840499,CircularEconomy
2012,brazil,56661.50456160605,CircularEconomy
2013,brazil,60766.139326551405,CircularEconomy
2014,brazil,61671.51712800405,CircularEconomy
2015,brazil,61961.27940955586,CircularEconomy
2016,brazil,62905.695038589554,CircularEconomy
2017,brazil,64270.591142212674,CircularEconomy
2018,brazil,65635.48724583579,CircularEconomy
1990,chile,683.1846212072855,CircularEconomy
1991,chile,821.4465081686427,CircularEconomy
1992,chile,960.5964501389562,CircularEconomy
1993,chile,1101.5126401196846,CircularEconomy
1994,chile,1249.4208186436051,CircularEconomy
1995,chile,1396.8683548451334,CircularEconomy
1996,chile,1545.9087217889726,CircularEconomy
1997,chile,1696.4386331928713,CircularEconomy
1998,chile,1848.3548027745794,CircularEconomy
1999,chile,2001.5539442518455,CircularEconomy
2000,chile,2155.9327713424186,CircularEconomy
2001,chile,2310.581675242843,CircularEconomy
2002,chile,2466.8439930639,CircularEconomy
2003,chile,2625.25673939517,CircularEconomy
2004,chile,2786.3569288262315,CircularEconomy
2005,chile,2950.6815759466626,CircularEconomy
2006,chile,3118.7676953460405,CircularEconomy
2007,chile,3294.682517980309,CircularEconomy
2008,chile,3474.68501848589,CircularEconomy
2009,chile,3658.5643878655687,CircularEconomy
2010,chile,3846.1098171221306,CircularEconomy
2011,chile,4038.910333471517,CircularEconomy
2012,chile,4234.738773446466,CircularEconomy
2013,chile,4433.167809792874,CircularEconomy
2014,chile,4634.231076037326,CircularEconomy
2015,chile,4837.015525259541,CircularEconomy
2016,chile,5041.069071319939,CircularEconomy
2017,chile,5245.052644122293,CircularEconomy
2018,chile,5449.4447222739445,CircularEconomy
1990,colombia,7464.346021178093,CircularEconomy
1991,colombia,7716.818323067755,CircularEconomy
1992,colombia,7966.795943718601,CircularEconomy
1993,colombia,8209.929604680745,CircularEconomy
1994,colombia,8441.870027504301,CircularEconomy
1995,colombia,8603.542077983679,CircularEconomy
1996,colombia,8754.527176446863,CircularEconomy
1997,colombia,8899.680887466135,CircularEconomy
1998,colombia,9043.858775613775,CircularEconomy
1999,colombia,9191.916405462069,CircularEconomy
2000,colombia,9348.709341583291,CircularEconomy
2001,colombia,9565.852194929004,CircularEconomy
2002,colombia,9793.188201408626,CircularEconomy
2003,colombia,10027.319643310855,CircularEconomy
2004,colombia,10264.848802924393,CircularEconomy
2005,colombia,10484.04901412244,CircularEconomy
2006,colombia,10703.24922532049,CircularEconomy
2007,colombia,10922.449436518536,CircularEconomy
2008,colombia,11141.649647716582,CircularEconomy
2009,colombia,11360.84985891463,CircularEconomy
2010,colombia,11580.050070112677,CircularEconomy
2011,colombia,11799.250281310726,CircularEconomy
2012,colombia,12018.450492508771,CircularEconomy
2013,colombia,12237.650703706817,CircularEconomy
2014,colombia,12456.850914904864,CircularEconomy
2015,colombia,12676.051126102913,CircularEconomy
2016,colombia,12895.251337300959,CircularEconomy
2017,colombia,13114.451548499006,CircularEconomy
2018,colombia,13333.651759697052,CircularEconomy
1990,costa_rica,432.47337203737567,CircularEconomy
1991,costa_rica,500.58731200079285,CircularEconomy
1992,costa_rica,570.0028426965598,CircularEconomy
1993,costa_rica,641.2401035757807,CircularEconomy
1994,costa_rica,714.8192340895613,CircularEconomy
1995,costa_rica,791.2603736890059,CircularEconomy
1996,costa_rica,871.0836618252191,CircularEconomy
1997,costa_rica,964.2103621071077,CircularEconomy
1998,costa_rica,1057.1794823552218,CircularEconomy
1999,costa_rica,1145.9311545479122,CircularEconomy
2000,costa_rica,1226.4055106635315,CircularEconomy
2001,costa_rica,1261.0892556343888,CircularEconomy
2002,costa_rica,1285.9032533262705,CircularEconomy
2003,costa_rica,1303.3149405589195,CircularEconomy
2004,costa_rica,1315.7917541520812,CircularEconomy
2005,costa_rica,1325.801130925499,CircularEconomy
2006,costa_rica,1353.6218116046166,CircularEconomy
2007,costa_rica,1381.4424922837347,CircularEconomy
2008,costa_rica,1409.2631729628524,CircularEconomy
2009,costa_rica,1437.0838536419706,CircularEconomy
2010,costa_rica,1464.9045343210885,CircularEconomy
2011,costa_rica,1492.7252150002066,CircularEconomy
2012,costa_rica,1520.545895679324,CircularEconomy
2013,costa_rica,1548.3665763584424,CircularEconomy
2014,costa_rica,1576.18725703756,CircularEconomy
2015,costa_rica,1604.0079377166778,CircularEconomy
2016,costa_rica,1631.8286183957962,CircularEconomy
2017,costa_rica,1659.6492990749139,CircularEconomy
2018,costa_rica,1687.469979754032,CircularEconomy
1990,dominican_republic,1309.3832680782589,CircularEconomy
1991,dominican_republic,1644.3919616470632,CircularEconomy
1992,dominican_republic,1967.3515795335948,CircularEconomy
1993,dominican_republic,2259.4131896805106,CircularEconomy
1994,dominican_republic,2501.727860030468,CircularEconomy
1995,dominican_republic,2310.695800902017,CircularEconomy
1996,dominican_republic,2080.7806707859527,CircularEconomy
1997,dominican_republic,1841.6952705489675,CircularEconomy
1998,dominican_republic,1623.1524010577511,CircularEconomy
1999,dominican_republic,1634.69289622334,CircularEconomy
2000,dominican_republic,1681.4695717880554,CircularEconomy
2001,dominican_republic,1894.2886335433486,CircularEconomy
2002,dominican_republic,2125.3030215658578,CircularEconomy
2003,dominican_republic,2372.4910329370027,CircularEconomy
2004,dominican_republic,2633.830964738205,CircularEconomy
2005,dominican_republic,2907.301114050884,CircularEconomy
2006,dominican_republic,3190.8797779564593,CircularEconomy
2007,dominican_republic,3482.5452535363534,CircularEconomy
2008,dominican_republic,3780.275837871986,CircularEconomy
2009,dominican_republic,4082.0498280447773,CircularEconomy
2010,dominican_republic,4385.84552113615,CircularEconomy
2011,dominican_republic,4615.532409503414,CircularEconomy
2012,dominican_republic,4845.219297870677,CircularEconomy
2013,dominican_republic,5074.906186237942,CircularEconomy
2014,dominican_republic,5304.593074605207,CircularEconomy
2015,dominican_republic,5534.2799629724705,CircularEconomy
2016,dominican_republic,5763.966851339736,CircularEconomy
2017,dominican_republic,5993.653739707001,CircularEconomy
2018,dominican_republic,6223.3406280742665,CircularEconomy
1990,ecuador,4514.560897437444,CircularEconomy
1991,ecuador,3709.4189390653855,CircularEconomy
1992,ecuador,2908.6083631669826,CircularEconomy
1993,ecuador,2183.6161467381853,CircularEconomy
1994,ecuador,1605.9292667749453,CircularEconomy
1995,ecuador,1353.7739165873113,CircularEconomy
1996,ecuador,1272.0322167856048,CircularEconomy
1997,ecuador,1312.3255042942435,CircularEconomy
1998,ecuador,1426.2751160376456,CircularEconomy
1999,ecuador,1565.502388940229,CircularEconomy
2000,ecuador,1681.62865992641,CircularEconomy
2001,ecuador,1710.6279884885867,CircularEconomy
2002,ecuador,1700.3359173972349,CircularEconomy
2003,ecuador,1682.9407119908094,CircularEconomy
2004,ecuador,1690.6306376077646,CircularEconomy
2005,ecuador,1755.5939595865561,CircularEconomy
2006,ecuador,1910.0189432656384,CircularEconomy
2007,ecuador,2232.6132420194213,CircularEconomy
2008,ecuador,2610.463516971237,CircularEconomy
2009,ecuador,2977.1758172803748,CircularEconomy
2010,ecuador,3266.356192106118,CircularEconomy
2011,ecuador,3356.7977503440493,CircularEconomy
2012,ecuador,3375.276370419927,CircularEconomy
2013,ecuador,3397.979243108023,CircularEconomy
2014,ecuador,3420.682115796119,CircularEconomy
2015,ecuador,3443.3849884842143,CircularEconomy
2016,ecuador,3466.08786117231,CircularEconomy
2017,ecuador,3488.790733860406,CircularEconomy
2018,ecuador,3511.4936065485017,CircularEconomy
1990,el_salvador,663.710510247314,CircularEconomy
1991,el_salvador,716.1658941918892,CircularEconomy
1992,el_salvador,769.1735483503868,CircularEconomy
1993,el_salvador,823.0260843295584,CircularEconomy
1994,el_salvador,878.0161137361557,CircularEconomy
1995,el_salvador,939.4950943981796,CircularEconomy
1996,el_salvador,1002.2741705458193,CircularEconomy
1997,el_salvador,1066.2233326305134,CircularEconomy
1998,el_salvador,1131.2125711037002,CircularEconomy
1999,el_salvador,1197.1118764168182,CircularEconomy
2000,el_salvador,1263.791239021306,CircularEconomy
2001,el_salvador,1331.1206493686013,CircularEconomy
2002,el_salvador,1398.9700979101435,CircularEconomy
2003,el_salvador,1467.2095750973706,CircularEconomy
2004,el_salvador,1535.7090713817204,CircularEconomy
2005,el_salvador,1604.3385772146314,CircularEconomy
2006,el_salvador,1671.1259555604984,CircularEconomy
2007,el_salvador,1737.9133339063644,CircularEconomy
2008,el_salvador,1804.700712252232,CircularEconomy
2009,el_salvador,1871.488090598098,CircularEconomy
2010,el_salvador,1938.2754689439646,CircularEconomy
2011,el_salvador,2005.0628472898309,CircularEconomy
2012,el_salvador,2071.850225635698,CircularEconomy
2013,el_salvador,2138.6376039815646,CircularEconomy
2014,el_salvador,2205.4249823274317,CircularEconomy
2015,el_salvador,2272.2123606732976,CircularEconomy
2016,el_salvador,2338.9997390191643,CircularEconomy
2017,el_salvador,2405.7871173650306,CircularEconomy
2018,el_salvador,2472.574495710897,CircularEconomy
1990,guatemala,778.5496015428741,CircularEconomy
1991,guatemala,798.4258461501507,CircularEconomy
1992,guatemala,818.7962583983385,CircularEconomy
1993,guatemala,840.1258401054332,CircularEconomy
1994,guatemala,862.8795930894287,CircularEconomy
1995,guatemala,890.6758249894101,CircularEconomy
1996,guatemala,920.1350831563386,CircularEconomy
1997,guatemala,951.0312207622653,CircularEconomy
1998,guatemala,983.1380909792407,CircularEconomy
1999,guatemala,1016.229546979316,CircularEconomy
2000,guatemala,1050.0794419345414,CircularEconomy
2001,guatemala,1085.5254652086203,CircularEconomy
2002,guatemala,1121.3973221844603,CircularEconomy
2003,guatemala,1157.5885544366204,CircularEconomy
2004,guatemala,1193.9927035396618,CircularEconomy
2005,guatemala,1230.503311068143,CircularEconomy
2006,guatemala,1265.4445758452985,CircularEconomy
2007,guatemala,1300.385840622454,CircularEconomy
2008,guatemala,1335.3271053996098,CircularEconomy
2009,guatemala,1370.268370176765,CircularEconomy
2010,guatemala,1405.2096349539208,CircularEconomy
2011,guatemala,1440.1508997310764,CircularEconomy
2012,guatemala,1475.0921645082321,CircularEconomy
2013,guatemala,1510.0334292853877,CircularEconomy
2014,guatemala,1544.9746940625432,CircularEconomy
2015,guatemala,1579.9159588396988,CircularEconomy
2016,guatemala,1614.8572236168545,CircularEconomy
2017,guatemala,1649.7984883940096,CircularEconomy
2018,guatemala,1684.7397531711654,CircularEconomy
1990,guyana,45.464566507124125,CircularEconomy
1991,guyana,46.4617536835769,CircularEconomy
1992,guyana,47.460656234830026,CircularEconomy
1993,guyana,48.50544861001421,CircularEconomy
1994,guyana,49.640305258260206,CircularEconomy
1995,guyana,50.909400628698684,CircularEconomy
1996,guyana,52.35690917046038,CircularEconomy
1997,guyana,54.02700533267602,CircularEconomy
1998,guyana,55.96386356447633,CircularEconomy
1999,guyana,58.211658314991986,CircularEconomy
2000,guyana,61.985823390259476,CircularEconomy
2001,guyana,65.73531550687932,CircularEconomy
2002,guyana,66.99592879656375,CircularEconomy
2003,guyana,68.27275909904438,CircularEconomy
2004,guyana,72.83073484121995,CircularEconomy
2005,guyana,75.8779024743914,CircularEconomy
2006,guyana,78.92507010756286,CircularEconomy
2007,guyana,81.97223774073431,CircularEconomy
2008,guyana,85.01940537390577,CircularEconomy
2009,guyana,88.06657300707722,CircularEconomy
2010,guyana,91.11374064024868,CircularEconomy
2011,guyana,94.16090827342016,CircularEconomy
2012,guyana,97.20807590659159,CircularEconomy
2013,guyana,100.25524353976304,CircularEconomy
2014,guyana,103.30241117293451,CircularEconomy
2015,guyana,106.34957880610595,CircularEconomy
2016,guyana,109.39674643927741,CircularEconomy
2017,guyana,112.44391407244888,CircularEconomy
2018,guyana,115.4910817056203,CircularEconomy
1990,haiti,151.8212753964103,CircularEconomy
1991,haiti,153.8861230102675,CircularEconomy
1992,haiti,156.00761495073806,CircularEconomy
1993,haiti,158.20511974530243,CircularEconomy
1994,haiti,160.49800592144098,CircularEconomy
1995,haiti,165.1535057709679,CircularEconomy
1996,haiti,202.7441982380715,CircularEconomy
1997,haiti,175.20411012582352,CircularEconomy
1998,haiti,178.77726653416943,CircularEconomy
1999,haiti,182.90924573387437,CircularEconomy
2000,haiti,188.8272723896653,CircularEconomy
2001,haiti,192.02294878802715,CircularEconomy
2002,haiti,195.21862518638898,CircularEconomy
2003,haiti,198.41430158475086,CircularEconomy
2004,haiti,201.60997798311269,CircularEconomy
2005,haiti,204.80565438147457,CircularEconomy
2006,haiti,208.0013307798364,CircularEconomy
2007,haiti,211.19700717819825,CircularEconomy
2008,haiti,214.3926835765601,CircularEconomy
2009,haiti,217.58835997492199,CircularEconomy
2010,haiti,220.7840363732838,CircularEconomy
2011,haiti,223.9797127716457,CircularEconomy
2012,haiti,227.17538917000755,CircularEconomy
2013,haiti,230.3710655683694,CircularEconomy
2014,haiti,233.56674196673126,CircularEconomy
2015,haiti,236.76241836509308,CircularEconomy
2016,haiti,239.95809476345497,CircularEconomy
2017,haiti,243.15377116181682,CircularEconomy
2018,haiti,246.34944756017867,CircularEconomy
1990,honduras,3623.3657643033616,CircularEconomy
1991,honduras,3497.9865920444568,CircularEconomy
1992,honduras,3369.176243781141,CircularEconomy
1993,honduras,3235.1174682536134,CircularEconomy
1994,honduras,3093.9930142020726,CircularEconomy
1995,honduras,2943.985630366717,CircularEconomy
1996,honduras,2705.438831675101,CircularEconomy
1997,honduras,2461.0796905911475,CircularEconomy
1998,honduras,2215.796045766139,CircularEconomy
1999,honduras,1974.4757358513518,CircularEconomy
2000,honduras,1742.0065994980694,CircularEconomy
2001,honduras,1560.484531534386,CircularEconomy
2002,honduras,1393.8627771912281,CircularEconomy
2003,honduras,1243.302637876338,CircularEconomy
2004,honduras,1109.965414997459,CircularEconomy
2005,honduras,995.0124099623332,CircularEconomy
2006,honduras,974.8057378695867,CircularEconomy
2007,honduras,972.1900331031862,CircularEconomy
2008,honduras,985.2107437379826,CircularEconomy
2009,honduras,1011.9133178488264,CircularEconomy
2010,honduras,1050.3432035105677,CircularEconomy
2011,honduras,1098.5458487980572,CircularEconomy
2012,honduras,1154.5667017861451,CircularEconomy
2013,honduras,1216.4512105496813,CircularEconomy
2014,honduras,1282.2448231635174,CircularEconomy
2015,honduras,1349.9929877025022,CircularEconomy
2016,honduras,1374.6890103028147,CircularEconomy
2017,honduras,1399.3850329031259,CircularEconomy
2018,honduras,1424.0810555034384,CircularEconomy
1990,jamaica,309.26599656228217,CircularEconomy
1991,jamaica,327.182518731885,CircularEconomy
1992,jamaica,345.29560496844346,CircularEconomy
1993,jamaica,363.65788614310617,CircularEconomy
1994,jamaica,382.3219931270214,CircularEconomy
1995,jamaica,403.0474536009723,CircularEconomy
1996,jamaica,423.94572033509206,CircularEconomy
1997,jamaica,444.8351429091485,CircularEconomy
1998,jamaica,465.5340709029095,CircularEconomy
1999,jamaica,485.8608538961429,CircularEconomy
2000,jamaica,505.6338414686167,CircularEconomy
2001,jamaica,524.6713832000985,CircularEconomy
2002,jamaica,542.7918286703566,CircularEconomy
2003,jamaica,559.8135274591584,CircularEconomy
2004,jamaica,575.554829146272,CircularEconomy
2005,jamaica,589.8340833114652,CircularEconomy
2006,jamaica,602.4696395345062,CircularEconomy
2007,jamaica,605.3992957690213,CircularEconomy
2008,jamaica,615.4876464801805,CircularEconomy
2009,jamaica,634.9923025531272,CircularEconomy
2010,jamaica,634.0358313986549,CircularEconomy
2011,jamaica,634.4165108314213,CircularEconomy
2012,jamaica,634.3177338565716,CircularEconomy
2013,jamaica,639.4645704545959,CircularEconomy
2014,jamaica,644.6114070526203,CircularEconomy
2015,jamaica,649.7582436506448,CircularEconomy
2016,jamaica,654.9050802486689,CircularEconomy
2017,jamaica,660.0519168466933,CircularEconomy
2018,jamaica,665.1987534447177,CircularEconomy
1990,mexico,7422.921238461071,CircularEconomy
1991,mexico,8021.755409883086,CircularEconomy
1992,mexico,8737.878724764789,CircularEconomy
1993,mexico,13420.223357388912,CircularEconomy
1994,mexico,14238.456674711208,CircularEconomy
1995,mexico,14778.435397838897,CircularEconomy
1996,mexico,15231.095811601564,CircularEconomy
1997,mexico,15224.511113740718,CircularEconomy
1998,mexico,15231.379351216558,CircularEconomy
1999,mexico,15922.64850489992,CircularEconomy
2000,mexico,16796.92163250192,CircularEconomy
2001,mexico,17331.35540975356,CircularEconomy
2002,mexico,18040.836452507774,CircularEconomy
2003,mexico,18695.947850419736,CircularEconomy
2004,mexico,19514.839588261297,CircularEconomy
2005,mexico,20751.74721654824,CircularEconomy
2006,mexico,22671.38998091731,CircularEconomy
2007,mexico,24004.660800328773,CircularEconomy
2008,mexico,25523.273188792547,CircularEconomy
2009,mexico,26485.24332433373,CircularEconomy
2010,mexico,27832.527012710765,CircularEconomy
2011,mexico,29368.430550192745,CircularEconomy
2012,mexico,29351.012022632563,CircularEconomy
2013,mexico,24475.53421168767,CircularEconomy
2014,mexico,22310.423158658457,CircularEconomy
2015,mexico,20145.312105629248,CircularEconomy
2016,mexico,17980.201052600038,CircularEconomy
2017,mexico,15815.089999570826,CircularEconomy
2018,mexico,13649.97894654161,CircularEconomy
1990,nicaragua,153.22388927323638,CircularEconomy
1991,nicaragua,197.72738489743838,CircularEconomy
1992,nicaragua,242.82488419772892,CircularEconomy
1993,nicaragua,288.8886818780677,CircularEconomy
1994,nicaragua,336.2910726424145,CircularEconomy
1995,nicaragua,386.10651527436437,CircularEconomy
1996,nicaragua,437.34769772962073,CircularEconomy
1997,nicaragua,489.7294720435223,CircularEconomy
1998,nicaragua,542.9666902514077,CircularEconomy
1999,nicaragua,596.7742043886158,CircularEconomy
2000,nicaragua,650.8668664904852,CircularEconomy
2001,nicaragua,704.5705889248441,CircularEconomy
2002,nicaragua,758.2743113592029,CircularEconomy
2003,nicaragua,811.9780337935617,CircularEconomy
2004,nicaragua,865.6817562279207,CircularEconomy
2005,nicaragua,919.3854786622796,CircularEconomy
2006,nicaragua,973.0892010966384,CircularEconomy
2007,nicaragua,1026.7929235309973,CircularEconomy
2008,nicaragua,1080.496645965356,CircularEconomy
2009,nicaragua,1134.2003683997148,CircularEconomy
2010,nicaragua,1187.9040908340735,CircularEconomy
2011,nicaragua,1241.6078132684327,CircularEconomy
2012,nicaragua,1295.3115357027914,CircularEconomy
2013,nicaragua,1349.0152581371499,CircularEconomy
2014,nicaragua,1402.7189805715093,CircularEconomy
2015,nicaragua,1456.422703005868,CircularEconomy
2016,nicaragua,1510.1264254402267,CircularEconomy
2017,nicaragua,1563.8301478745855,CircularEconomy
2018,nicaragua,1617.5338703089444,CircularEconomy
1990,panama,1935.2205537658836,CircularEconomy
1991,panama,1866.2619531296527,CircularEconomy
1992,panama,1795.9754125562451,CircularEconomy
1993,panama,1723.5840723657745,CircularEconomy
1994,panama,1648.3110728783572,CircularEconomy
1995,panama,1559.3119342380332,CircularEconomy
1996,panama,1467.2640297836836,CircularEconomy
1997,panama,1372.7771126781129,CircularEconomy
1998,panama,1276.4609360841264,CircularEconomy
1999,panama,1178.9252531645295,CircularEconomy
2000,panama,1080.779817082128,CircularEconomy
2001,panama,987.8851759162172,CircularEconomy
2002,panama,894.9905347503061,CircularEconomy
2003,panama,802.0958935843952,CircularEconomy
2004,panama,709.201252418484,CircularEconomy
2005,panama,616.306611252573,CircularEconomy
2006,panama,523.411970086662,CircularEconomy
2007,panama,430.51732892075114,CircularEconomy
2008,panama,337.6226877548401,CircularEconomy
2009,panama,244.7280465889291,CircularEconomy
2010,panama,151.83340542301812,CircularEconomy
2011,panama,58.93876425710713,CircularEconomy
2012,panama,-33.95587690880386,CircularEconomy
2013,panama,-126.85051807471486,CircularEconomy
2014,panama,-219.7451592406258,CircularEconomy
2015,panama,-312.63980040653684,CircularEconomy
2016,panama,-405.5344415724478,CircularEconomy
2017,panama,-498.42908273835883,CircularEconomy
2018,panama,-591.3237239042699,CircularEconomy
1990,paraguay,10794.52951069266,CircularEconomy
1991,paraguay,7836.185539511086,CircularEconomy
1992,paraguay,4963.303685929986,CircularEconomy
1993,paraguay,2385.3138316898057,CircularEconomy
1994,paraguay,311.6458585309938,CircularEconomy
1995,paraguay,-558.6837647732988,CircularEconomy
1996,paraguay,-860.595064136061,CircularEconomy
1997,paraguay,-739.4214784375764,CircularEconomy
1998,paraguay,-340.4964465581299,CircularEconomy
1999,paraguay,190.84659262199472,CircularEconomy
2000,paraguay,709.2742002225133,CircularEconomy
2001,paraguay,1026.5905326349744,CircularEconomy
2002,paraguay,1223.9548783334444,CircularEconomy
2003,paraguay,1339.6641210638231,CircularEconomy
2004,paraguay,1412.0151445720087,CircularEconomy
2005,paraguay,1479.304832603901,CircularEconomy
2006,paraguay,1575.6436646795512,CircularEconomy
2007,paraguay,1693.0372550080515,CircularEconomy
2008,paraguay,1819.304813572648,CircularEconomy
2009,paraguay,1942.2655503565854,CircularEconomy
2010,paraguay,2049.7386753431097,CircularEconomy
2011,paraguay,2129.543398515465,CircularEconomy
2012,paraguay,2177.517956989168,CircularEconomy
2013,paraguay,1930.777431092779,CircularEconomy
2014,paraguay,1602.6092890562936,CircularEconomy
2015,paraguay,1314.0507688002976,CircularEconomy
2016,paraguay,1262.0260869852334,CircularEconomy
2017,paraguay,1290.3248350207075,CircularEconomy
2018,paraguay,1265.6307677613631,CircularEconomy
1990,peru,292.38855959663954,CircularEconomy
1991,peru,886.0504303054997,CircularEconomy
1992,peru,1492.3041830614568,CircularEconomy
1993,peru,2115.7269302627687,CircularEconomy
1994,peru,2760.8957843076914,CircularEconomy
1995,peru,3581.0330738181383,CircularEconomy
1996,peru,4404.769248900371,CircularEconomy
1997,peru,5209.379975884307,CircularEconomy
1998,peru,5972.140921099864,CircularEconomy
1999,peru,6670.327750876957,CircularEconomy
2000,peru,7281.216131545503,CircularEconomy
2001,peru,7570.05174147382,CircularEconomy
2002,peru,7763.796068013929,CircularEconomy
2003,peru,7877.380610556253,CircularEconomy
2004,peru,7925.736868491216,CircularEconomy
2005,peru,7923.79634120924,CircularEconomy
2006,peru,7886.4905281007495,CircularEconomy
2007,peru,7828.7509285561655,CircularEconomy
2008,peru,7765.509041965913,CircularEconomy
2009,peru,7711.6963677204085,CircularEconomy
2010,peru,7682.244405210082,CircularEconomy
2011,peru,7740.4261061896495,CircularEconomy
2012,peru,7818.253912732017,CircularEconomy
2013,peru,7920.586907991418,CircularEconomy
2014,peru,8022.91990325082,CircularEconomy
2015,peru,8125.252898510223,CircularEconomy
2016,peru,8227.585893769625,CircularEconomy
2017,peru,8329.918889029026,CircularEconomy
2018,peru,8432.251884288427,CircularEconomy
1990,uruguay,704.2020133766588,CircularEconomy
1991,uruguay,724.0088890708922,CircularEconomy
1992,uruguay,743.7384848649555,CircularEconomy
1993,uruguay,763.3020077806518,CircularEconomy
1994,uruguay,782.6106648397861,CircularEconomy
1995,uruguay,802.4328497301381,CircularEconomy
1996,uruguay,821.8058231125913,CircularEconomy
1997,uruguay,840.6240323140054,CircularEconomy
1998,uruguay,858.7819246612403,CircularEconomy
1999,uruguay,863.5561574197717,CircularEconomy
2000,uruguay,867.7890565847107,CircularEconomy
2001,uruguay,885.3662828397357,CircularEconomy
2002,uruguay,902.6214613563428,CircularEconomy
2003,uruguay,905.3568543648712,CircularEconomy
2004,uruguay,908.0218931771832,CircularEconomy
2005,uruguay,921.7985820061427,CircularEconomy
2006,uruguay,935.7535001523613,CircularEconomy
2007,uruguay,949.4248561934398,CircularEconomy
2008,uruguay,963.1975106407897,CircularEconomy
2009,uruguay,978.0460873510373,CircularEconomy
2010,uruguay,992.8757864107292,CircularEconomy
2011,uruguay,998.6540519140055,CircularEconomy
2012,uruguay,1004.5183377619693,CircularEconomy
2013,uruguay,1020.3925113321403,CircularEconomy
2014,uruguay,1036.445745972831,CircularEconomy
2015,uruguay,1050.9775560141907,CircularEconomy
2016,uruguay,1065.5648347443134,CircularEconomy
2017,uruguay,1077.3461765391137,CircularEconomy
2018,uruguay,1090.7292729776573,CircularEconomy
